,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports
87,5716153,9429041779934,29 May 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5716153,5716153,,"Zarina MacRae, 32 Pentland Ave, Mount Eden, Auckland, 1024
, New Zealand","Zarina MacRae, 32 Pentland Ave, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
88,5399164,9429041333693,22 Jul 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5399164,5399164,,"21 Good Street,, Rangiora, North Canterbury, 7440
, New Zealand","21 Good Street,, Rangiora, North Canterbury, 7440
, New Zealand",,,,,,,,,,,,
89,1695386,9429034542286,14 Sep 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1695386,1695386,,"G Vuleta, 54 Farquhars Road, Redwood, Christchurch, 8051
, New Zealand","G Vuleta, 54 Farquhars Road, Redwood, Christchurch, 8051
, New Zealand",,,,,,,,,,,,
90,2302092,9429032025125,13 Aug 2009,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2302092,2302092,,"Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand","Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
91,1542506,9429035245346,11 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1542506,1542506,,"19 Crosby Road, Westharbour
, New Zealand","19 Crosby Road, Westharbour
, New Zealand",,,,,,,,,,,,
92,90198,9429040521039,18 Feb 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco90198,90198,,"52 Wilmay Ave, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,
93,627177,9429038699009,15 Sep 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco627177,627177,,"42 Tainui Drive, Havelock North
, New Zealand","42 Tainui Drive, Havelock North
, New Zealand",,,,,,,,,,,,
94,1054932,9429037177294,14 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1054932,1054932,,"Clarke Craw Limited, 2 Clark Street, Dunedin
, New Zealand","Clarke Craw Limited, 2 Clark Street, Dunedin
, New Zealand",,,,,,,,,,,,
95,1500660,9429035461852,15 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1500660,1500660,,"Mgi Auckland Limited, Level 2, Fidelity House, 81 Carlton Gore Rd, Newmarket, Auckland
, New Zealand","Mgi Auckland Limited, Level 2, Fidelity House, 81 Carlton Gore Rd, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
96,86826,9429040543413,26 Feb 1953,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco86826,86826,,"C/o Candy Toppin & Co, Chartered Accountants, Arawa St, Matamata
, New Zealand",,,,,,,,,,,,,
97,140592,9429040350974,18 Sep 1980,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco140592,140592,,"320 Oxford Terrace, Christchurch 1
, New Zealand","8 Ludecke Place, Upper Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,
98,1808171,9429034153338,19 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1808171,1808171,,"86a Jonothan Street, Judea, Tauranga
, New Zealand","86a Jonthan Street, Judea, Tauranga
, New Zealand",,,,,,,,,,,,
99,1948702,9429033359014,26 Jun 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1948702,1948702,,"Taurus Accounting Solutions Limited, Level 3, Landsborough House, 287 Durham Street, Christchurch
, New Zealand","Taurus Accounting Solutions Limited, Level 3, Landsborough House, 287 Durham Street, Christchurch
, New Zealand",,,,,,,,,,,,
100,924720,9429037765347,18 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco924720,924720,,"31 Carbine Rd, Mt Wellington, Auckland
, New Zealand","31 Carbine Road, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,
101,2021086,9429033075334,25 Oct 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2021086,2021086,,"C/-metro Law, 4/36 Williamson Avenue, Ponsonby, Auckland
, New Zealand","C/-metro Law, 4/36 Williamson Avenue, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
102,871006,9429038020117,14 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco871006,871006,,"9 Brightwell Place, Nawton, Hamilton
, New Zealand","9 Brightwell Place, Nawton, Hamilton
, New Zealand",,,,,,,,,,,,
103,20381,9429040897073,24 Oct 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco20381,20381,,"202 Whites Line East, Lower Hutt
, New Zealand",,,,,,,,,,,,,
104,803595,9429038348006,01 May 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco803595,803595,,"35 Mulcocks Road, R D 1, Kaiapoi
, New Zealand","Holly Fields, 35 Mulcocks Road, R D 1, Kaiapoi
, New Zealand",,,,,,,,,,,,
105,1495092,9429035469155,22 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1495092,1495092,,"Level 1, 14 Penrose Road, Penrose, Auckland
, New Zealand","Level 1, 14 Penrose Road, Penrose, Auckland
, New Zealand",,,,,,,,,,,,
106,1573729,9429035094197,05 Nov 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1573729,1573729,,"103 Hildreth Road, Rd 1, Putaruru, 3481
, New Zealand","103 Hildreth Road, Rd 1, Putaruru, 3481
, New Zealand",,,,,,,,,,,,
107,1796809,9429034199046,26 Apr 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1796809,1796809,,"Directors, 18 Mclauchlan Street, Springlands, Blenheim, 7201
, New Zealand","Directors, 18 Mclauchlan Street, Springlands, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
108,3914601,9429030592469,16 Jul 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3914601,3914601,,"35 Whitaker Street, Otumoetai, Tauranga, 3110
, New Zealand","35 Whitaker Street, Otumoetai, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
109,1247934,9429036282838,22 Oct 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1247934,1247934,,"Kpmg, Level 9, 2-10 Customhouse Quay, Wellington 6011
, New Zealand","Kpmg, Level 9, 2-10 Customhouse Quay, Wellington 6011
, New Zealand",,,,,,,,,,,,
110,8464459,9429050802760,29 Aug 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8464459,8464459,,"6 Magnetic Street, Port Chalmers, Port Chalmers, 9023
, New Zealand","6 Magnetic Street, Port Chalmers, Port Chalmers, 9023
, New Zealand",,,,,,,,,,,,
111,397555,9429039437280,30 Jun 1988,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco397555,397555,,"Unit 9, 101-111 Diana Drive, Glenfield, Auckland, 0627
, New Zealand","Unit 9, 101-111 Diana Drive, Glenfield, Auckland, 0627
, New Zealand",,,,,,,,,,,,
112,161609,9429040230740,30 Apr 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco161609,161609,,"12th Floor, Cml Building, 157-165 Queen Street, Auckland
, New Zealand","-
, New Zealand",,,,,,,,,,,,
113,20245,9429040898506,05 Oct 1967,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco20245,20245,,"71 Waipuia Place, Greenhithe, Auckland, 0632
, New Zealand","71 Waipuia Place, Greenhithe, Auckland, 0632
, New Zealand",,,,,,,,,,,,
114,933497,9429037724443,30 Nov 1998,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco933497,933497,,"2 Valonia Street, New Windsor, Auckland
, New Zealand","2 Valonia Street, New Windsor, Auckland
, New Zealand",,,,,,,,,,,,
115,6556552,9429046466013,17 Nov 2017,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6556552,6556552,,"Moore Markhams Auckland, Floor 1, 103 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand","Moore Markhams Auckland, Floor 1, 103 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
116,275942,9429039834904,05 Sep 1985,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco275942,275942,,"Official Assignee, 2nd Flr Lorne Towers, 10-14 Lorne St, Auckland
, New Zealand",,,,,,,,,,,,,
117,2077191,9429032972368,21 Jan 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2077191,2077191,,"Baker Tilly Staples Rodway, Level 4, B N Z Building, 354 Victoria Street, Hamilton, 3204
, New Zealand","Baker Tilly Staples Rodway, Level 4, B N Z Building, 354 Victoria Street, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
118,1301801,9429035991533,14 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1301801,1301801,,"486 Parnell Road, Parnell, Auckland
, New Zealand","486 Parnell Road, Parnell, Auckland
, New Zealand",,,,,,,,,,,,
119,6270588,9429046087614,24 Apr 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6270588,6270588,,"WEBB & WOOD ACCOUNTANTS LTD, 94 Shakespeare Street, Leamington, Cambridge, 3432
, New Zealand","WEBB & WOOD ACCOUNTANTS LTD, 94 Shakespeare Street, Leamington, Cambridge, 3432
, New Zealand",,,,,,,,,,,,
120,3299368,9429031194938,04 Mar 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3299368,3299368,,"KINGHAN & ASSOC LIMITED, 2 Broadview Road, Opua, Opua, 0200
, New Zealand","KINGHAN & ASSOC LIMITED, 2 Broadview Road, Opua, Opua, 0200
, New Zealand",,,,,,,,,,,,
121,1940471,9429033409344,07 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1940471,1940471,,"11 Heaphy Street, Richmond 7020, Nelson
, New Zealand","11 Heaphy Street, Richmond 7020, Nelson
, New Zealand",,,,,,,,,,,,
122,1185700,9429036641161,08 Mar 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1185700,1185700,,"Bullivant Chartered Accounting Limited, 54 Holmwood Road, Merivale, Christchurch, 8014
, New Zealand","Bullivant Chartered Accounting Limited, 54 Holmwood Road, Merivale, Christchurch, 8014
, New Zealand",,,,,,,,,,,,
123,113627,9429032103854,10 Mar 1982,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco113627,113627,,"43 Edwin Street, Mt Eden, Auckland
, New Zealand","43 Edwin St, Mt Eden, Auckland
, New Zealand",December,,,,,,,,,,,
124,109964,9429032151657,20 Nov 1980,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco109964,109964,,"Level 4, Aa Centre, Corner Osterley Way & Ronwood Avenue, Manukau City, Auckland
, New Zealand",,,,,,,,,,,,,
125,620205,9429038729072,27 Apr 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco620205,620205,,"147 The Strand, Parnell, Auckland
, New Zealand",,,,,,,,,,,,,
126,28447,9429040855271,10 Oct 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco28447,28447,,"C/o Official Assignee, 1st Floor Databank House, 175 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,
127,1193549,9429036597420,06 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1193549,1193549,,"Level 16, 7 City Road, Auckland City, 1010
, New Zealand","Level 16, 7 City Road, Auckland City, 1010
, New Zealand",,,,,,,,,,,,
128,1175190,9429036700134,05 Dec 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1175190,1175190,,"13 Wakeling Avenue, Te Atatu South, Auckland
, New Zealand","13 Wakeling Avenue, Te Atatu South, Auckland
, New Zealand",,,,,,,,,,,,
129,4116818,9429030438910,05 Dec 2012,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4116818,4116818,,"Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand","Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
130,1316743,9429035953197,30 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1316743,1316743,,"155 Montreal St, Christchurch
, New Zealand","155 Montreal St, Christchurch
, New Zealand",,,,,,,,,,,,
131,4548341,9429030137943,17 Jul 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4548341,4548341,,"2 Sherbourne Rd, Mt Eden, Auckland, 1024
, New Zealand","2 Sherbourne Rd, Mt Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
132,4949539,9429041087664,07 Feb 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4949539,4949539,,"6 Matau Rise, Te Atatu Peninsula, Auckland, 0610
, New Zealand","6 Matau Rise, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,
133,4618499,9429030083042,27 Aug 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4618499,4618499,,"3 Queens Wharf, Wellington Central, Wellington, 6011
, New Zealand","3 Queens Wharf, Wellington Central, Wellington, 6011
, New Zealand",,,,,,,,,,,,
134,3645931,9429030890145,16 Nov 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3645931,3645931,,"Peat Johnson Murray Limited, 642 Great South Road, Ellerslie, Auckland, 1051
, New Zealand","Peat Johnson Murray Limited, 642 Great South Road, Ellerslie, Auckland, 1051
, New Zealand",,,,,,,,,,,,
135,1649009,9429034699461,30 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1649009,1649009,,"181 Wallace Road, Ihakara, Levin, 0000
, New Zealand","181 Wallace Road, Ihakara, Levin, 0000
, New Zealand",,,,,,,,,,,,
136,76109,9429040610184,06 Mar 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco76109,76109,,"Reeves Rd, Pakuranga P O Box 51077
, New Zealand",,,,,,,,,,,,,
137,92946,9429040501062,06 Nov 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco92946,92946,,"29 Tuarangi Road, Grey Lynn
, New Zealand",,,,,,,,,,,,,
138,7331996,9429047333574,15 Mar 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7331996,7331996,,"Taygen Edward Pond, 576b Airport Road, Rd 3, Hamilton, 3283
, New Zealand","Taygen Edward Pond, 576b Airport Road, Rd 3, Hamilton, 3283
, New Zealand",,,,,,,,,,,,
139,1336651,9429035916017,27 Jun 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1336651,1336651,,"No 2 Morrie Laing Ave, Mt Roskill,, Auckland
, New Zealand","No 2 Morrie Laing Ave, Mt Roskill,, Auckland
, New Zealand",,,,,,,,,,,,
140,814444,9429038294013,25 Jun 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco814444,814444,,"C/-p P B Mccallum Petterson, Level 11, Forsyth Barr Tower, 55-65 Shortland Street, Auckland
, New Zealand","C/-p P B Mccallum Petterson, Level 11, Forsyth Barr Tower, 55-65 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,
141,2065942,9429033003900,11 Dec 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco2065942,2065942,,"Epplett & Co Limited, 207 Avenue Road E, Hastings, 4122
, New Zealand","Epplett & Co Limited, 207 Avenue Road E, Hastings, 4122
, New Zealand",,,,,,,,,,,,
142,6262922,9429046055088,03 Apr 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6262922,6262922,,"Flat 3, 77 Kimber Hall Avenue, Mount Roskill, Auckland, 1041
, New Zealand","Flat 3, 77 Kimber Hall Avenue, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
143,4559799,9429030125384,25 Jul 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4559799,4559799,,"3 Queens Wharf, Wellington Central, Wellington, 6011
, New Zealand","3 Queens Wharf, Wellington Central, Wellington, 6011
, New Zealand",,,,,,,,,,,,
144,3924698,9429030580695,30 Jul 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3924698,3924698,,"7 Quest Terrace, Mount Roskill, Auckland, 1041
, New Zealand","7 Quest Terrace, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
145,108022,9429032256475,31 Mar 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco108022,108022,,"32 Saleyards Rd, Otahuhu, Auckland
, New Zealand",,,,,,,,,,,,,
146,149505,9429034062807,19 Feb 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco149505,149505,,"C/- The Official Assignee's Office, 4th Floor, Mcl Building, Cnr Princes & Manse Streets, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
147,1115953,9429037006723,14 Feb 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1115953,1115953,,"Level 6, 57 Symonds Street, Auckland
, New Zealand","Level 6, 57 Symonds Street, Auckland
, New Zealand",,,,,,,,,,,,
148,8213823,9429049518078,02 Aug 2021,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco8213823,8213823,,"Josephine Tui, 139 Queens Road, Panmure, Auckland, 1072
, New Zealand","Josephine Tui, 139 Queens Road, Panmure, Auckland, 1072
, New Zealand",,,,,,,,,,,,
149,6141810,9429043402854,31 Oct 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6141810,6141810,,"12 Fidelis Avenue, Snells Beach, Auckland, 0920
, New Zealand","12 Fidelis Avenue, Snells Beach, Auckland, 0920
, New Zealand",,,,,,,,,,,,
150,12651,9429040930770,14 Apr 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco12651,12651,,"28 Woodville Grove, Lower Hutt
, New Zealand",,,,,,,,,,,,,
151,1211867,9429036488032,20 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1211867,1211867,,"61 Edinburgh Street, Pukekohe
, New Zealand","61 Edinburgh Street, Pukekohe
, New Zealand",,,,,,,,,,,,
152,1406234,9429035752950,22 Sep 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1406234,1406234,,"Sharp & Cookson Limited, 96 Waioweka Road, Opotiki
, New Zealand","Sharp & Cookson Limited, 96 Waioweka Road, Opotiki
, New Zealand",,,,,,,,,,,,
153,6545513,9429046454430,09 Nov 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6545513,6545513,,"41 Arran Street, Mosgiel, Mosgiel, 9024
, New Zealand","41 Arran Street, Mosgiel, Mosgiel, 9024
, New Zealand",,,,,,,,,,,,
154,7357876,9429047355767,27 Mar 2019,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7357876,7357876,,"19 Chastudon Place, Tawa, Wellington, 5028
, New Zealand","19 Chastudon Place, Tawa, Wellington, 5028
, New Zealand",,,,,,,,,,,,
155,8192926,9429049381665,10 Jun 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8192926,8192926,,"154 Edmonton Road, Te Atatu South, Auckland, 0610
, New Zealand","154 Edmonton Road, Te Atatu South, Auckland, 0610
, New Zealand",,,,,,,,,,,,
156,74542,9429040621197,05 Feb 1947,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco74542,74542,,"18 Broadway, Newmarket
, New Zealand",,,,,,,,,,,,,
157,961693,9429037576721,20 May 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco961693,961693,,"4/495, Manukau Road, Epsom, Auckland
, New Zealand","4/495 Manukau Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
