,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,ACN Number:,FRA Reporting Month:,Reports
89,77921,9429040600321,17 Nov 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco77921,77921,,"243/1 Lower Port Road, Whangarei
, New Zealand","243/1 Lower Port Road, Whangarei
, New Zealand",,,,,,,,,,,,
90,1149602,9429036841035,16 Jul 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1149602,1149602,,"16 Ryan Place, Manukau
, New Zealand","13 Connemara Court, Hobsonville, Auckland
, New Zealand",,,,,,,,,,,,
91,1938353,9429033421957,15 May 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1938353,1938353,,"Knobloch & Associates Ltd, 34 Cavendish Drive, Manukau, Auckland, 2104
, New Zealand","Knobloch & Associates Ltd, 34 Cavendish Drive, Manukau, Auckland, 2104
, New Zealand",,,,,,,,,,,,
92,1197424,9429036573356,28 Mar 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1197424,1197424,,"Withers Tsang & Co Limited, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand","Withers Tsang & Co Limited, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
93,1112026,9429037028848,13 Feb 2001,Removed,NZ Limited Company,Yes,No,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco1112026,1112026,,"C/o Level 5, 64 Khyber Pass, Auckland, 1023
, New Zealand","C/o Level 5, 64 Khyber Pass, Auckland, 1023
, New Zealand",,,,,,,,,,,,
94,1511502,9429035404132,04 May 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1511502,1511502,,"281 Foyle Street, Bluff
, New Zealand","281 Foyle Street, Bluff
, New Zealand",,,,,,,,,,,,
95,5839037,9429042047087,30 Oct 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5839037,5839037,,"ROBERTSON BIXLEY LIMITED, 33 Coles Crescent, Papakura, Papakura, 2110
, New Zealand","ROBERTSON BIXLEY LIMITED, 33 Coles Crescent, Papakura, Papakura, 2110
, New Zealand",,,,,,,,,,,,
96,2402732,9429031668651,17 Feb 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2402732,2402732,,"1 Rooney Place, Halswell, Christchurch
, New Zealand","1 Rooney Place, Halswell, Christchurch
, New Zealand",,,,,,,,,,,,
97,198064,9429040047010,05 Feb 1979,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco198064,198064,,"Level 1, 586 Victoria Street, Hamilton
, New Zealand","Level 1, 586 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
98,971476,9429037522933,30 Jul 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco971476,971476,,"1/47 Mandeville Street, Riccarton, Christchurch
, New Zealand","1/47 Mandeville Street, Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,
99,1001857,9429037431730,25 Nov 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1001857,1001857,,"21 Mont Le Grand Rd, Mt Eden, Auckland
, New Zealand","Same As Registered Office Address
, New Zealand",,,,,,,,,,,,
100,2350149,9429031812726,23 Oct 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2350149,2350149,,"20 Chisbury Terrace, Shelly Park, Auckland, 2014
, New Zealand","18 Wilkinson Road, Ellerslie, Auckland, 1060
, New Zealand",,,,,,,,,,,,
101,1951266,9429033343921,06 Jun 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1951266,1951266,,"William Buck (NZ) Ltd, Level 4 Zurich House, 21 Queen Street, Auckland, 1010
, New Zealand","William Buck (NZ) Ltd, Level 4 Zurich House, 21 Queen Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
102,1493648,9429035479079,26 Mar 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1493648,1493648,,"WK Christchurch Limited, Level 1, 62 Riccarton Road, Christchurch, 8011
, New Zealand","WK Christchurch Limited, Level 1, 62 Riccarton Road, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
103,109898,9429032157932,13 Nov 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco109898,109898,,"611 Gt South Rd, Manukau, Auckland
, New Zealand",,,,,,,,,,,,,
104,89999,9429040523125,21 Jan 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco89999,89999,,"4 Deep Creek Rd, Torbay, Auckland
, New Zealand",,,,,,,,,,,,,
105,110198,9429032155334,16 Dec 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco110198,110198,,"C/o Mcelroy Speakman & Co, Level 6 No 2, Whittaker Pl, Auckland 1
, New Zealand",,,,,,,,,,,,,
106,1073949,9429037135478,16 Oct 2000,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1073949,1073949,,"127 Gill Road, Rd 3, Kaitaia, 0483
, New Zealand","127 Gill Road, Rd 3, Kaitaia, 0483
, New Zealand",,,,,,,,,,,,
107,682319,9429038463501,27 Jun 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco682319,682319,,"215 Great South Road, Otahuhu, Auckland
, New Zealand","215 Great South Road, Otahuhu, Auckland
, New Zealand",,,,,,,,,,,,
108,111292,9429032140767,18 May 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco111292,111292,,"6th Floor C/o Official Assignee, Justice Departmental Building, 3 Kingston Street, Auckland
, New Zealand",,,,,,,,,,,,,
109,2097215,9429032896299,21 Feb 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2097215,2097215,,"Kpmg Centre, 18 Viaduct Harbour Ave, Auckland, 1140
, New Zealand","Kpmg Centre, 18 Viaduct Harbour Ave, Auckland, 1140
, New Zealand",,,,,,,,,,,,
110,1595694,9429034983782,24 Jan 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1595694,1595694,,"Meltzer Mason, Level 2, Suite 6, 100 Parnell Road, Parnell, Auckland, 1052
, New Zealand","Meltzer Mason, Level 2, Suite 6, 100 Parnell Road, Parnell, Auckland, 1052
, New Zealand",,,,,,,,,,,,
111,1377640,9429035816164,25 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1377640,1377640,,"536 Matangi Road, Hamilton
, New Zealand","536 Matangi Road, Hamilton
, New Zealand",,,,,,,,,,,,
112,1592053,9429035005292,07 Jan 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1592053,1592053,,"1 Ruskin Road, Newlands, Wellington
, New Zealand","1 Ruskin Road, Newlands, Wellington
, New Zealand",,,,,,,,,,,,
113,172356,9429040160504,06 Sep 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco172356,172356,,"15 Cameron St, New Plymouth
, New Zealand",,,,,,,,,,,,,
114,13279,9429040930879,19 Dec 1960,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco13279,13279,,"9th Floor Peat Marwick House, 135 Victoria Street Wellington
, New Zealand","9th Floor Peat Marwick House, 135 Victoria Street Wellington
, New Zealand",,,,,,,,,,,,
115,111859,9429032126662,23 Jul 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco111859,111859,,"33 Ballance Ave, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,
116,1954340,9429033320526,18 Jun 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1954340,1954340,,"Shannon Wrigley & Co Ltd, 30 Duke Street, Cambridge 3434
, New Zealand","Shannon Wrigley & Co Ltd, 30 Duke Street, Cambridge 3434
, New Zealand",,,,,,,,,,,,
117,1968876,9429033230399,20 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1968876,1968876,,"516 Ellerslie Panmure Highway, Panmure, Auckland
, New Zealand","516 Ellerslie Panmure Highway, Panmure, Auckland
, New Zealand",,,,,,,,,,,,
118,2096211,9429032900828,15 Feb 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2096211,2096211,,"45a Kelwyn Road, Kelston, Auckland, 0602
, New Zealand","45a Kelwyn Road, Kelston, Auckland, 0602
, New Zealand",,,,,,,,,,,,
119,5534305,9429041546154,17 Dec 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5534305,5534305,,"47 Albert Terrace, Saint Martins, Christchurch, 8022
, New Zealand","47 Albert Terrace, Saint Martins, Christchurch, 8022
, New Zealand",,,,,,,,,,,,
120,1942624,9429033397320,16 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1942624,1942624,,"3 Patros Place, Bucklands Beach, Auckland, 2012
, New Zealand","3 Patros Place, Bucklands Beach, Auckland, 2012
, New Zealand",,,,,,,,,,,,
121,1077219,9429037128821,21 Sep 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1077219,1077219,,"B D O Taranaki Limited, 10 Young Street, New Plymouth, 4310
, New Zealand","B D O Taranaki Limited, 10 Young Street, New Plymouth, 4310
, New Zealand",,,,,,,,,,,,
122,933693,9429037723477,18 Nov 1998,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco933693,933693,,"76 Evans Bay Parade, Roseneath, Wellington
, New Zealand","76 Evans Bay Parade, Roseneath, Wellington
, New Zealand",,,,,,,,,,,,
123,3224090,9429031274111,20 Dec 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3224090,3224090,,"14 York Place, Matamata, Matamata, 3400
, New Zealand","14 York Place, Matamata, Matamata, 3400
, New Zealand",,,,,,,,,,,,
124,1295890,9429036012695,28 Apr 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1295890,1295890,,"Nair & Associates, 280 Great South Road, Greenlane, Auckland
, New Zealand","50 Hobart Crescent, Manurewa
, New Zealand",,,,,,,,,,,,
125,3656503,9429030883505,17 Nov 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3656503,3656503,,"4 Macmurray Road, Remuera, Auckland, 1050
, New Zealand","4 Macmurray Road, Remuera, Auckland, 1050
, New Zealand",,,,,,,,,,,,
126,896540,9429037903763,05 Mar 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco896540,896540,,"Level One, 484 Main Street, Palmerston North
, New Zealand","Level One, 484 Main Street, Palmerston North
, New Zealand",,,,,,,,,,,,
127,66827,9429040661766,14 Jul 1964,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco66827,66827,,"Ling Adams & Ballard, Norcross Bldg, 20-22 Catherine Str, Henderson, Auckland
, New Zealand",,,,,,,,,,,,,
128,832481,9429038209550,30 Oct 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco832481,832481,,"Goldsmith Fox P K F, Chartered Accountants, 236 Armagh Street, Christchurch
, New Zealand","C/-goldsmith Fox P K F, Chartered Accountants, 236 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
129,4086679,9429030459205,30 Oct 2012,Removed,NZ Limited Company,Yes,No,Showing 2 of 6 directors,httpsapp.companiesoffice.govt.nzco4086679,4086679,,"DFK OSWIN GRIFFITHS CARLTON LIMITED, Level 4, 52 Symond Street, Auckland, 1010
, New Zealand","DFK OSWIN GRIFFITHS CARLTON LIMITED, Level 4, 52 Symond Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
130,46773,9429040735603,30 Jun 1948,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco46773,46773,,"219 Tamaki Dr, Kohimarama, Auckland
, New Zealand",,,,,,,,,,,,,
131,2188536,9429032490206,10 Nov 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2188536,2188536,,"Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand","Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
132,198328,9429040044675,05 Jun 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198328,198328,,"C/o Mcculloch Lally & Co, Bridge St, Tokoroa
, New Zealand",,,,,,,,,,,,,
133,4474067,9429030192140,06 Jun 2013,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4474067,4474067,,"MARKHAMS WANGANUI LIMITED, 249 Wicksteed Street, Wanganui, 4500
, New Zealand","MARKHAMS WANGANUI LIMITED, 249 Wicksteed Street, Wanganui, 4500
, New Zealand",,,,,,,,,,,,
134,1815589,9429034119358,12 May 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1815589,1815589,,"43 Main Street, Upper Hutt
, New Zealand","43 Main Street, Upper Hutt
, New Zealand",,,,,,,,,,,,
135,1450238,9429035659440,24 Nov 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1450238,1450238,,"Crowe Horwath (NZ) Limited, Level 1, Crowe Horwath House, 57 Willis Street, Wellington, 6011
, New Zealand","Crowe Horwath (NZ) Limited, Level 1, Crowe Horwath House, 57 Willis Street, Wellington, 6011
, New Zealand",,,,,,,,,,,,
136,103482,9429040413570,18 Jul 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco103482,103482,,"Parnell House, 470 Parnell Rd, Auckland
, New Zealand",,,,,,,,,,,,,
137,30417,9429040839806,11 Dec 1974,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco30417,30417,,"23 St. Edmund Crescent, Tawa,, Wellington
, New Zealand",,,,,,,,,,,,,
138,1151184,9429036832606,01 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1151184,1151184,,"Eaves Financial Services Ltd, The, Village Chambers, 294 Hibiscus Coast, Hwy, Orewa Hibiscus Coast
, New Zealand","Eaves Financial Services Ltd, The, Village Chambers, 294 Hibiscus Coast, Hwy, Orewa Hibiscus Coast
, New Zealand",,,,,,,,,,,,
139,1025859,9429037306946,10 Apr 2000,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1025859,1025859,,"10 Park Road, Miramar, Wellington, 6022
, New Zealand","305-307 Jackson Street, Petone
, New Zealand",,,,,,,,,,,,
140,162190,9429040229621,30 Jun 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco162190,162190,,"C/- Dent Robertson & Partners, Cnr Queen & Warren Streets, Hastings
, New Zealand","-
, New Zealand",,,,,,,,,,,,
141,2243871,9429032248746,15 May 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2243871,2243871,,"36 Mandival Ave, Dannemora
, New Zealand","36 Mandival Ave, Dannemora
, New Zealand",,,,,,,,,,,,
142,134459,9429031864008,16 May 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco134459,134459,,"C/o Anderson Hicks & Co, 76 Hereford St, Christchurch
, New Zealand",,,,,,,,,,,,,
143,1753230,9429034363409,13 Jan 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1753230,1753230,,"Deans & Associates Ltd, Unit 4, 73 Kenepuru Drive, Porirua, 5022
, New Zealand","Deans & Associates Ltd, Unit 4, 73 Kenepuru Drive, Porirua, 5022
, New Zealand",,,,,,,,,,,,
144,1146526,9429036856954,09 Jul 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1146526,1146526,,"139 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand","139 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
145,1989962,9429033108278,02 Oct 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1989962,1989962,,"John Rogers Limited, 65 Red Beach Road, Red Beach, Red Beach, 0932
, New Zealand","John Rogers Limited, 65 Red Beach Road, Red Beach, Red Beach, 0932
, New Zealand",,,,,,,,,,,,
146,427299,9429039346445,22 May 1989,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco427299,427299,,"Price Waterhouse Centre, Level 17, 119 Armagh Street, Christchurch
, New Zealand","Price Waterhouse Centre, Level 17, 119 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
147,89623,9429040523309,30 Nov 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco89623,89623,,"50 Parau St, Mount Roskill, Auckland
, New Zealand",,,,,,,,,,,,,
148,3637951,9429030894860,02 Nov 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3637951,3637951,,"191a Pine Avenue, South New Brighton, Christchurch, 8062
, New Zealand","102 Royal Park Drive, Parklands, Christchurch, 8083
, New Zealand",,,,,,,,,,,,
149,3973339,9429030539211,27 Aug 2012,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco3973339,3973339,,"KNAPPS LAWYERS, 22 Oxford Street, Richmond, Nelson, 7050
, New Zealand","KNAPPS LAWYERS, 22 Oxford Street, Richmond, Nelson, 7050
, New Zealand",,,,,,,,,,,,
150,1037071,9429037253165,18 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1037071,1037071,,"1 Bryn Mawr Place, Albany, Auckland
, New Zealand","1 Bryn Mawr Place, Albany, Auckland
, New Zealand",,,,,,,,,,,,
151,1736802,9429034408261,10 Jan 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1736802,1736802,,"37 Forest Road, Pinehaven, Upper Hutt, 5019
, New Zealand","37 Forest Road, Pinehaven, Upper Hutt, 5019
, New Zealand",,,,,,,,,,,,
152,1595564,9429034983379,21 Jan 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1595564,1595564,,"340 Boyd Road, Horsham Downs, Rd 1, Hamilton
, New Zealand","340 Boyd Road, Horsham Downs, Rd 1, Hamilton
, New Zealand",,,,,,,,,,,,
153,155856,9429040261676,01 Apr 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco155856,155856,,"Peat Marwick Mitchell And Co, Chartered Accountants, 192 Spey Street, Invercargill
, New Zealand","-
, New Zealand",,,,,,,,,,,,
154,22307,9429040886237,24 Jun 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco22307,22307,,"Ngan Building, Hartham Place, Porirua
, New Zealand",,,,,,,,,,,,,
155,1863456,9429033879819,20 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1863456,1863456,,"16 Hayr Road, Three Kings, Auckland
, New Zealand","16 Hayr Road, Three Kings, Auckland
, New Zealand",,,,,,,,,,,,
156,934850,9429037715212,17 Nov 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco934850,934850,,"Cookson Forbes Kcsm Limited, 96 Waioweka Road, Opotiki
, New Zealand","Cookson Forbes Kcsm Limited, 96 Waioweka Road, Opotiki
, New Zealand",,,,,,,,,,,,
157,96440,9429040473109,03 Nov 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco96440,96440,,"43 Ferguson St, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,
158,334511,9429039640239,24 Apr 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco334511,334511,,"C\-393 Devon Street East, New Plymouth
, New Zealand","C\-393 Devon Street East, New Plymouth
, New Zealand",,,,,,,,,,,,
159,6285197,9429046136275,16 May 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6285197,6285197,,"9c Quinton Place, Bishopdale, Christchurch, 8053
, New Zealand","9c Quinton Place, Bishopdale, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
