,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
88,2387371,9429031702263,15 Jan 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2387371,2387371,,"Ingham Mora Limited, Second Floor, 60 Durham Street, Tauranga, 3110
, New Zealand","Ingham Mora Limited, Second Floor, 60 Durham Street, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
89,3820981,9429030670181,16 May 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3820981,3820981,,"Gillick & Co Limited, 17d Mahia Street, Ahuriri, Napier, 4110
, New Zealand","Gillick & Co Limited, 17d Mahia Street, Ahuriri, Napier, 4110
, New Zealand",,,,,,,,,,,,
90,57762,9429040696263,07 Jan 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco57762,57762,,"Downtown House, 21-29 Queen St, Auckland 1
, New Zealand",,,,,,,,,,,,,
91,64303,9429040671154,08 Mar 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco64303,64303,,"Gary C Meek, 457 Pollen Street, Thames
, New Zealand",,,,,,,,,,,,,
92,191480,9429040094939,12 Mar 1971,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco191480,191480,,"3 Courthouse Lane, Coromandel
, New Zealand","3 Courthouse Lane, Coromandel
, New Zealand",,,,,,,,,,,,
93,1169271,9429036732678,18 Oct 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1169271,1169271,,"3 Aotea Road, New Lynn, Auckland
, New Zealand","3 Aotea Road, New Lynn, Auckland
, New Zealand",,,,,,,,,,,,
94,18480,9429040906256,31 Oct 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco18480,18480,,"26 Hogg Cres, Masterton
, New Zealand",,,,,,,,,,,,,
95,1359758,9429035853978,08 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1359758,1359758,,"683 Whangaparaoa Rd, Whangaparaoa
, New Zealand","683 Whangaparaoa Rd, Whangaparaoa
, New Zealand",,,,,,,,,,,,
96,2309102,9429031989954,01 Sep 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2309102,2309102,,"228 Howick Road, Blenheim
, New Zealand","228 Howick Road, Blenheim
, New Zealand",,,,,,,,,,,,
97,1875148,9429033816012,18 Oct 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1875148,1875148,,"660 South Titirangi Road, Titirangi, Auckland, 0604
, New Zealand","660 South Titirangi Road, Titirangi, Auckland, 0604
, New Zealand",,,,,,,,,,,,
98,98518,9429040454207,14 Jul 1976,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco98518,98518,,"Crowe Horwath, Level 6, 51 Shortland Street, Auckland, 1010
, New Zealand","Crowe Horwath, Level 6, 51 Shortland Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
99,2103797,9429032867602,06 Mar 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2103797,2103797,,"16 Meynell Court, Glen Eden West, Auckland
, New Zealand","16 Meynell Court, Glen Eden West, Auckland
, New Zealand",,,,,,,,,,,,
100,112482,9429032121698,02 Oct 1981,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco112482,112482,,"9 Burford Place, Howick
, New Zealand","9 Burford Place, Howick
, New Zealand",,,,,,,,,,,,
101,1153718,9429036818051,03 Aug 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1153718,1153718,,"81 Archers Road, Takapuna, Auckland
, New Zealand","81 Archers Road, Takapuna, Auckland
, New Zealand",,,,,,,,,,,,
102,6314329,9429046199140,20 Jun 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6314329,6314329,,"Hine Accountants Limited, 284 Mill Road, Otaki, Otaki, 5512
, New Zealand","591 Otaki Gorge Road, Rd 2, Otaki, 5582
, New Zealand",,,,,,,,,,,,
103,848837,9429038130878,13 Mar 1997,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco848837,848837,,"479 Lake Road, Takapuna, North Shore City
, New Zealand","479 Lake Road, Takapuna, North Shore City
, New Zealand",,,,,,,,,,,,
104,6278218,9429046112262,04 May 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6278218,6278218,,"12a Vestey Drive, Mount Wellington, Auckland, 1060
, New Zealand","12a Vestey Drive, Mount Wellington, Auckland, 1060
, New Zealand",,,,,,,,,,,,
105,4018878,9429030508460,25 Sep 2012,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4018878,4018878,,"MAXIMS ACCOUNTING LIMITED, Cnr Austin St & Cadbury Rd, Onekawa, Napier, 4110
, New Zealand","MAXIMS ACCOUNTING LIMITED, Cnr Austin St & Cadbury Rd, Onekawa, Napier, 4110
, New Zealand",,,,,,,,,,,,
106,1252332,9429036260232,06 Nov 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1252332,1252332,,"46a Gt Sth Rd Papatoetoe, Auckland 2025
, New Zealand","46a Gt Sth Rd Papatoetoe, Auckland 2025
, New Zealand",,,,,,,,,,,,
107,26818,9429040862064,27 Oct 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco26818,26818,,"22 Coleman Pl, Palmerston North
, New Zealand",,,,,,,,,,,,,
108,809546,9429038316982,14 May 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco809546,809546,,"Level 5 Tower 1, The Shortland Centre, 51-53 Shortland Street, Auckland
, New Zealand","Level 5 Tower 1, The Shortland Centre, 51-53 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,
109,1475547,9429035582076,23 Feb 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1475547,1475547,,"1506 State Highway 16, Rd 2, Helensville, 0875
, New Zealand","1506 State Highway 16, Rd 2, Helensville, 0875
, New Zealand",,,,,,,,,,,,
110,1913295,9429033582214,26 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1913295,1913295,,"23a Wallingford Way, Hobsonville, Auckland
, New Zealand","23a Wallingford Way, Hobsonville, Auckland
, New Zealand",,,,,,,,,,,,
111,957316,9429037597597,22 Apr 1999,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco957316,957316,,"BizFitness Limited, 44 Oxford Street, Richmond, Nelson, 7020
, New Zealand","BizFitness Limited, 44 Oxford Street, Richmond, Nelson, 7020
, New Zealand",,,,,,,,,,,,
112,1195490,9429036586134,18 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1195490,1195490,,"1 Elizabeth Street, Hamilton
, New Zealand","1 Elizabeth Street, Hamilton
, New Zealand",,,,,,,,,,,,
113,1268265,9429036174393,14 Jan 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1268265,1268265,,"21 Lowe Street, Avenal, Invercargill, 9810
, New Zealand","21 Lowe Street, Avenal, Invercargill, 9810
, New Zealand",,,,,,,,,,,,
114,835104,9429038194788,14 Nov 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco835104,835104,,"198 Oyster Point Road, Kaukapakapa, Rd4, Warkworth
, New Zealand","198 Oyster Point Road, R.d.4, Warkworth
, New Zealand",,,,,,,,,,,,
115,1175556,9429036696864,21 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1175556,1175556,,"Level 18, Asb Bank Centre, 135 Albert Street, Auckland
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street, Auckland
, New Zealand",,,,,,,,,,,,
116,3028920,9429031458528,14 Jul 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3028920,3028920,,"257 East Tamaki Road, Otara, Manukau, 2023
, New Zealand","257 East Tamaki Road, Otara, Manukau, 2023
, New Zealand",,,,,,,,,,,,
117,3691477,9429030842670,20 Dec 2011,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3691477,3691477,,"Waihau Bay Holiday Park, R D 3, State Highway 35, Waihau Bay, 3199
, New Zealand","Waihau Bay Holiday Park, R D 3, State Highway 35, Waihau Bay, 3199
, New Zealand",,,,,,,,,,,,
118,84147,9429040562681,17 May 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco84147,84147,,"Kirk Barclay, 84 Kerikeri Rd, Kerikeri
, New Zealand",,,,,,,,,,,,,
119,561245,9429038934063,28 Aug 1992,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco561245,561245,,"143 Marua Road, Ellerslie, Auckland
, New Zealand","143 Marua Road, Ellerslie, Auckland
, New Zealand",,,,,,,,,,,,
120,132952,9429031882774,23 Jun 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco132952,132952,,"C/o Messrs Woodnorth Joyce, Chartered Accountants, 100-104 Sophia Street, Timaru
, New Zealand",,,,,,,,,,,,,
121,1513493,9429035393931,13 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1513493,1513493,,"2a The Esplanade, Campbells Bay, Auckland
, New Zealand","2a The Esplanade, Campbells Bay, Auckland
, New Zealand",,,,,,,,,,,,
122,702245,9429038400797,01 Nov 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco702245,702245,,"Pricewaterhousecoopers, Corporate Recovery, Level 18, 66 Wyndham Street, Auckland
, New Zealand","7th Floor, Southern Cross Building, 61 High Street, Auckland
, New Zealand",,,,,,,,,,,,
123,1832465,9429034031025,13 Jul 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1832465,1832465,,"Abacus Administration Limited, 53-61 Whitaker Street, Te Aroha
, New Zealand","Abacus Administration Limited, 53-61 Whitaker Street, Te Aroha
, New Zealand",,,,,,,,,,,,
124,3391853,9429031090025,20 May 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3391853,3391853,,"18 Loveridge Place, Morrinsville, Morrinsville, 3300
, New Zealand","18 Loveridge Place, Morrinsville, Morrinsville, 3300
, New Zealand",,,,,,,,,,,,
125,1634432,9429034768518,19 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1634432,1634432,,"69 Carthew Street, Okato, Taranaki
, New Zealand","69 Carthew Street, Okato, Taranaki
, New Zealand",,,,,,,,,,,,
126,1710095,9429034493618,13 Oct 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1710095,1710095,,"61 Edinburgh Street, Pukekeohe
, New Zealand","61 Edinburgh Street, Pukekeohe
, New Zealand",,,,,,,,,,,,
127,2166388,9429032592665,27 Aug 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2166388,2166388,,"59 Bracken Street, Whakatane, Whakatane, 3120
, New Zealand","59 Bracken Street, Whakatane, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
128,5806167,9429041978627,21 Sep 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5806167,5806167,,"91 Neudorf Road, Upper Moutere, Upper Moutere, 7175
, New Zealand","91 Neudorf Road, Upper Moutere, Upper Moutere, 7175
, New Zealand",,,,,,,,,,,,
129,2293874,9429032075557,20 Aug 2009,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2293874,2293874,,"BDS Chartered Accountants Limited, Level 12, 17 Albert Street, Auckland, 1010
, New Zealand","BDS Chartered Accountants Limited, Level 12, 17 Albert Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
130,29583,9429040846972,11 Jun 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco29583,29583,,"53-55 Manchester St, Feilding
, New Zealand",,,,,,,,,,,,,
131,1122772,9429036973200,20 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1122772,1122772,,"Atkinson Shepherd Hensman Ltd, Chartered Accountants, 107s Market Street, Hastings
, New Zealand","Atkinson Shepherd Hensman Ltd, Chartered Accountants, 107s Market Street, Hastings
, New Zealand",,,,,,,,,,,,
132,1639207,9429034741344,24 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1639207,1639207,,"3 Market Street, Napier
, New Zealand","3 Market Street, Napier
, New Zealand",,,,,,,,,,,,
133,77070,9429040605364,17 Jul 1969,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco77070,77070,,"Corporate Restructuring Limited, Level 5, 64 Khyber Pass Road, Grafton, Auckland, 1023
, New Zealand","Corporate Restructuring Limited, Level 5, 64 Khyber Pass Road, Grafton, Auckland, 1023
, New Zealand",,,,,,,,,,,,
134,6880974,9429046839688,29 Jun 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6880974,6880974,,"Ń. Hayes, 8 O'rourke Place, Otaki Beach, Otaki, 5512
, New Zealand","Ń. Hayes, 8 O'rourke Place, Otaki Beach, Otaki, 5512
, New Zealand",,,,,,,,,,,,
135,1958522,9429033292915,25 Jun 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1958522,1958522,,"The Offices Of Kendons, Chartered Accountants Ltd, 69 Rutherford Street, Lower Hutt 5010
, New Zealand","The Offices Of Kendons, Chartered Accountants Ltd, 69 Rutherford Street, Lower Hutt 5010
, New Zealand",,,,,,,,,,,,
136,8579727,9429051101022,07 Feb 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8579727,8579727,,"2 Endeavour Street, Blockhouse Bay, Auckland, 0600
, New Zealand","2 Endeavour Street, Blockhouse Bay, Auckland, 0600
, New Zealand",,,,,,,,,,,,
137,1372193,9429035831716,01 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1372193,1372193,,"Level 3, 110 Customs Street West, Auckland
, New Zealand","Level 3, 110 Customs Street West, Auckland
, New Zealand",,,,,,,,,,,,
138,1126093,9429036956999,12 Apr 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1126093,1126093,,"234 A Orakei Road, Remuera, Auckland
, New Zealand","234 A Orakei Road, Remuera, Auckland
, New Zealand",,,,,,,,,,,,
139,595370,9429038824029,06 Oct 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco595370,595370,,"C/- Official Assignee, Second Floor Asb Building, 500 Victoria Street, Hamilton
, New Zealand","C/- Official Assignee, Second Floor Asb Building, 500 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
140,117493,9429032036367,30 May 1983,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco117493,117493,,"C/- Official Assignee, 6th Floor, Justice Departmental Bldg, 3 Kingston Street, Auckland
, New Zealand",,,,,,,,,,,,,
141,162253,9429040225883,07 Sep 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco162253,162253,,"C/- Geenty Walsh & Partners, Chartered Accountants, 201b Warren Street North, Hastings
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,,,,
142,116506,9429032049596,31 Mar 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco116506,116506,,"1st Flr Tasman Bldg, 22 Anzac Ave, Auckland 1
, New Zealand",,,,,,,,,,,,,
143,201646,9429040019628,07 Jul 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco201646,201646,,"95 Aberdeen Drive, Hamilton
, New Zealand","95 Aberdeen Drive, Hamilton
, New Zealand",,,,,,,,,,,,
144,1231922,9429036374489,08 Aug 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1231922,1231922,,"21 Totara Ave, Pukekohe
, New Zealand","21 Totara Ave, Pukekohe
, New Zealand",,,,,,,,,,,,
145,8173821,9429049183450,25 Mar 2021,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8173821,8173821,,"BUSINESS LIKE NZ LTD, 116e Cavendish Drive, Manukau, Manukau, 2104
, New Zealand","Flat 2, 28 Sheehan Street, Ponsonby, Auckland, 1011
, New Zealand",,,,,,,,,,,,
146,8313703,9429050336999,15 Mar 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8313703,8313703,,"18 Valley View Road, Glenfield, Auckland, 0629
, New Zealand","18 Valley View Road, Glenfield, Auckland, 0629
, New Zealand",,,,,,,,,,,,
147,1172808,9429036712434,07 Nov 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1172808,1172808,,"69, Kiwi Lane, Kaiwaka, 0573
, New Zealand","69, Kiwi Lane, Kaiwaka, 0573
, New Zealand",,,,,,,,,,,,
148,97092,9429040468129,23 Dec 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco97092,97092,,"56 Oshannessey St, Papakura
, New Zealand","56 Oshannessey St, Papakura
, New Zealand",,,,,,,,,,,,
149,6083,9429040959542,01 Apr 1949,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco6083,6083,,"49 Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
150,844365,9429038151736,10 Feb 1997,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco844365,844365,,"180d Great South Road, Takanini
, New Zealand","180d Great South Road, Takanini
, New Zealand",,,,,,,,,,,,
151,922185,9429037778903,15 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco922185,922185,,"141 Rosier Rd, Glen Eden, Auckland
, New Zealand","141 Rosier Rd, Glen Eden, Auckland
, New Zealand",,,,,,,,,,,,
152,86928,9429040542485,12 Apr 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco86928,86928,,"182 Great South Road, Auckland 5
, New Zealand",,,,,,,,,,,,,
153,91390,9429040512877,10 Jun 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco91390,91390,,"56 Blake Rd, Mangere East
, New Zealand",,,,,,,,,,,,,
154,5463082,9429041415788,17 Sep 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5463082,5463082,,"GENERAL MANAGEMENT COMPANY LIMITED, 9 Magellan Place, Papatoetoe, Manukau, 2025
, New Zealand","Tuck INN Lunch Bar, 24 Grayson Avenue, Papatoetoe, Auckland, 2104
, New Zealand",,,,,,,,,,,,
155,165611,9429040205434,12 Oct 1979,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco165611,165611,,"236 Middle Road, Havelock North
, New Zealand","236 Middle Road, Havelock North
, New Zealand",,,,,,,,,,,,
156,5824271,9429042017400,15 Oct 2015,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5824271,5824271,,"M H KIRA, 47 Matai Street, Maeroa, Hamilton, 3200
, New Zealand","M H KIRA, 47 Matai Street, Maeroa, Hamilton, 3200
, New Zealand",,,,,,,,,,,,
157,7262616,9429047266063,11 Feb 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7262616,7262616,,"14 Pelican Lane, Unsworth Heights, Auckland, 0632
, New Zealand","14 Pelican Lane, Unsworth Heights, Auckland, 0632
, New Zealand",,,,,,,,,,,,
158,871720,9429038017483,25 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco871720,871720,,"C/- Sharella Park, Kairanga-bunnythorpe Road, R D 8, Palmerston North
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,,,,
159,350233,9429039589248,04 Jun 1987,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco350233,350233,,"Official Assignee,, 16-20 Clarence Street,, Hamilton.
, New Zealand",,,,,,,,,,,,,
160,1964644,9429033252711,09 Jul 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1964644,1964644,,"C/-macmillan Accountants, 31 White Street, Rotorua
, New Zealand","C/-macmillan Accountants, 31 White Street, Rotorua
, New Zealand",,,,,,,,,,,,
