,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
88,1288974,9429036049578,31 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1288974,1288974,,"114 Whitney Street, Blockhouse Bay, Auckland
, New Zealand","114 Whitney Street, Blockhouse Bay, Auckland
, New Zealand",,,,,
89,710934,9429038375170,17 Jan 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco710934,710934,,"38a Devon Road, Bucklands Beach, Auckland
, New Zealand","38a Devon Road, Bucklands Beach, Auckland
, New Zealand",,,,,
90,2492060,9429031530538,20 May 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2492060,2492060,,"C Y Projects Ltd, 37 Misty Valley Drive Henderson, Henderson, Auckland, 0612
, New Zealand","C Y Projects Ltd, 37 Misty Valley Drive Henderson, Henderson, Auckland, 0612
, New Zealand",,,,,
91,1548429,9429035217510,30 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1548429,1548429,,"Nair & Associates Chartered Accountants, 280 Great South Road, Greenlane, Auckland
, New Zealand","25 Nash Road, Mt Roskill, Auckland
, New Zealand",,,,,
92,625512,9429038705953,17 Mar 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco625512,625512,,"5th Floor, Reserve Bank Building, 67 Customs Street East, Auckland
, New Zealand","5th Floor, Reserve Bank Building, 67 Customs Street East, Auckland
, New Zealand",,,,,
93,3402213,9429031079099,27 May 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3402213,3402213,,"24 Mizpah Road, Torbay, Auckland, 0630
, New Zealand","24 Mizpah Road, Torbay, Auckland, 0630
, New Zealand",,,,,
94,338858,9429039626387,16 Jul 1987,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco338858,338858,,"C/ Grant Thornton, Amp Centre, Cathedral Square, Christchurch
, New Zealand","-
, New Zealand",,,,,
95,8367302,9429050552764,05 May 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8367302,8367302,,"Nader Salehi, 19 Kerewhenua Crescent, Hobsonville, Auckland, 0616
, New Zealand","Nader Salehi, 9 Koko Mews, Mangere Bridge, Auckland, 2022
, New Zealand",,,,,
96,1110378,9429037036485,12 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1110378,1110378,,"Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand",,,,,
97,1419882,9429035724360,09 Oct 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1419882,1419882,,"74 Rotherham Drive, West Melton, West Melton, 7618
, New Zealand","74 Rotherham Drive, West Melton, West Melton, 7618
, New Zealand",,,,,
98,3730899,9429030783621,13 Mar 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3730899,3730899,,"Kim Yeoh, 45 Boyce Avenue, Mount Roskill, Auckland, 1041
, New Zealand","Kim Yeoh, 45 Boyce Avenue, Mount Roskill, Auckland, 1041
, New Zealand",,,,,
99,1577028,9429035079132,24 Nov 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1577028,1577028,,"Blackburne Group, 74 Kaimanawa Street, Taupo, Taupo, 3330
, New Zealand","Blackburne Group, 74 Kaimanawa Street, Taupo, Taupo, 3330
, New Zealand",,,,,
100,508772,9429039101983,05 Jun 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco508772,508772,,"C/- Formula Boats Limited, 63 View Road, Glenfield, Auckland
, New Zealand","C/- Formula Boats Limited, 63 View Road, Glenfield, Auckland
, New Zealand",March,,,,
101,8151066,9429048904926,19 Jan 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8151066,8151066,,"Flat 2, 50 Taharoto Road, Takapuna, Auckland, 0622
, New Zealand","Flat 2, 50 Taharoto Road, Takapuna, Auckland, 0622
, New Zealand",,,,,
102,964645,9429037560072,08 Jul 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco964645,964645,,"C/- Michael A Clarke, Lower Ground Floor, 18 Turner Street, Auckland
, New Zealand","C/- Michael A Clarke, Lower Ground Floor, 18 Turner Street, Auckland
, New Zealand",,,,,
103,30762,9429040837185,13 Jun 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco30762,30762,,"91a Hamilton Rd, Hataitai, Wellington
, New Zealand",,,,,,
104,1153038,9429036821884,01 Aug 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1153038,1153038,,"72, Dillon Street, Waihi Beach
, New Zealand","72, Dillon Street, Waihi Beach
, New Zealand",,,,,
105,1787645,9429034243176,04 Apr 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1787645,1787645,,"38 Avro Road, Whitemans Valley, Rd1, Upper Hutt
, New Zealand","38 Avro Road, Whitemans Valley, Rd1, Upper Hutt
, New Zealand",,,,,
106,3926578,9429030579149,23 Jul 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3926578,3926578,,"52 St George Street, Papatoetoe, Auckland, 2025
, New Zealand","52 St George Street, Papatoetoe, Auckland, 2025
, New Zealand",,,,,
107,1110379,9429037036539,12 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1110379,1110379,,"Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand",,,,,
108,508456,9429039102522,28 Jun 1991,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco508456,508456,,"PKF Carr & Stanton Ltd, 119 Queen Street East, Hastings, 4122
, New Zealand","PKF Carr & Stanton Ltd, 119 Queen Street East, Hastings, 4122
, New Zealand",,,,,
109,6366437,9429046276841,01 Aug 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6366437,6366437,,"Shivangi Madhok, Flat 2, 162 Stanmore Road, Linwood, Christchurch, 8011
, New Zealand","Shivangi Madhok, Flat 2, 162 Stanmore Road, Linwood, Christchurch, 8011
, New Zealand",,,,,
110,2127692,9429032757323,22 May 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2127692,2127692,,"70 Buckleys Road, Linwood, Christchurch, 8062
, New Zealand","70 Buckleys Road, Linwood, Christchurch, 8062
, New Zealand",,,,,
111,2339048,9429031837378,13 Oct 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2339048,2339048,,"198/1 Waterloo Road, Lower Hutt
, New Zealand","198/1 Waterloo Road, Lower Hutt
, New Zealand",,,,,
112,2212789,9429032380668,20 Feb 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2212789,2212789,,"2/101 Coronation Road, Papatoetoe, Auckland
, New Zealand","2/101 Coronation Road, Papatoetoe, Auckland
, New Zealand",,,,,
113,1890990,9429033717920,07 Dec 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1890990,1890990,,"75 Tiraumea Drive, Pakuranga, Auckland
, New Zealand","75 Tiraumea Drive, Pakuranga, Auckland
, New Zealand",,,,,
114,99978,9429040443416,27 Jan 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco99978,99978,,"The Strand Russell, Russell
, New Zealand",,,,,,
115,944783,9429037668099,24 Feb 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco944783,944783,,"C/- Mk Oliver, Chartered Accountant, 45 Collingwood St, Judea, Tauranga
, New Zealand","C/- Mk Oliver, Chartered Accountant, 45 Collingwood St, Judea, Tauranga
, New Zealand",,,,,
116,5407715,9429041343401,29 Jul 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5407715,5407715,,"F.Hussain, 17 Rosemead Place, Randwick Park, Auckland, 2105
, New Zealand","F.Hussain, 17 Rosemead Place, Randwick Park, Auckland, 2105
, New Zealand",,,,,
117,1302659,9429035988458,12 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1302659,1302659,,"4 Heversham Place, Glendene, Auckland 1008
, New Zealand","4 Heversham Place, Glendene, Auckland 1008
, New Zealand",,,,,
118,1110380,9429037036584,12 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1110380,1110380,,"Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand",,,,,
119,316780,9429039697851,22 Sep 1986,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco316780,316780,,"26a Vincent Street, Howick, Auckland, 2014
, New Zealand","30 Aranui Rd, Sylvia Park, Mt Wellington, Auckland
, New Zealand",,,,,
120,917145,9429037803797,17 Jul 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco917145,917145,,"C/- Clifford Chan & Co, 50 Riccarton Road, Riccarton, Christchurch
, New Zealand","8a Craven St,, Christchurch
, New Zealand",,,,,
121,1882132,9429033772523,01 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1882132,1882132,,"16 Hobson Drive, Panmure, Auckland
, New Zealand","16 Hobson Drive, Panmure, Auckland
, New Zealand",,,,,
122,648529,9429038605444,12 Sep 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco648529,648529,,"30 Maxwelton Drive, Mairangi Bay, Auckland
, New Zealand","C/o Y M Chan, Chartered Accountant, Level 6, 121 Beach Road, Auckland
, New Zealand",,,,,
123,209009,9429039990334,09 Nov 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco209009,209009,,"Milnes & Lockhart, 29 Wallace St, Motueka
, New Zealand",,,,,,
124,481283,9429039186973,13 Aug 1990,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco481283,481283,,"7 Corban Avenue, Henderson
, New Zealand","7 Corban Avenue, Henderson
, New Zealand",,,,,
125,8082423,9429048531238,11 Aug 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8082423,8082423,,"Greenlane CA Limited, 97 Great South Road, Epsom, Auckland, 1051
, New Zealand","Greenlane CA Limited, 97 Great South Road, Epsom, Auckland, 1051
, New Zealand",,,,,
126,1696280,9429034538548,16 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1696280,1696280,,"Macnicol & Co, 1st Floor Packers Building, Queen St, Warkworth
, New Zealand","Macnicol & Co, 1st Floor Packers Building, Queen St, Warkworth
, New Zealand",,,,,
127,1670970,9429034628829,09 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1670970,1670970,,"31 Norcross Ave, Henderson, Auckland 1008
, New Zealand","31 Norcross Ave, Henderson, Auckland 1008
, New Zealand",,,,,
128,1110383,9429037036645,12 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1110383,1110383,,"Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand",,,,,
129,146,9429040977324,12 Feb 1976,Removed,Overseas NonASIC Company,No,,,httpsapp.companiesoffice.govt.nzco146,146,,,,,,"Gerald Francis Kember, 33 The Crescent, Wellington
,",,
130,1282467,9429036089345,13 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1282467,1282467,,"6 Midway Ave, Castor Bay, Auckland
, New Zealand","6 Midway Ave, Castor Bay, Auckland
, New Zealand",,,,,
131,1595293,9429034986417,21 Jan 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1595293,1595293,,"6-31 Atkin Ave, Mission Bay, Auckland
, New Zealand","6-31 Atkin Ave, Mission Bay, Auckland
, New Zealand",,,,,
132,3653891,9429030885479,11 Nov 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3653891,3653891,,"108 Queens Road, Panmure, Auckland, 1072
, New Zealand","107 Cascades Road, Pakuranga Heights, Auckland, 2010
, New Zealand",,,,,
133,1469199,9429035616214,12 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1469199,1469199,,"1624 Great South Road, Ramarama, Auckland
, New Zealand","1624 Great South Road, Ramarama, Auckland
, New Zealand",,,,,
134,48918,9429040729268,01 Jun 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco48918,48918,,"Office Of The Official Assignee, Flr 2 Lorne Towers, Lorne Street, Auckland 1
, New Zealand",,,,,,
135,2172422,9429032563153,18 Sep 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2172422,2172422,,"16 Keating Rise, Albany, Auckland
, New Zealand","16 Keating Rise, Albany, Auckland
, New Zealand",,,,,
136,596256,9429038821349,20 Sep 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco596256,596256,,"9 Twomey Grove, Houghton Bay, Wellington
, New Zealand",,,,,,
137,8130984,9429048702935,08 Oct 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8130984,8130984,,"Glen Paine, Unit 7, 4 Ashley Place, Papamoa Beach, Papamoa, 3118
, New Zealand","Glen Paine, Unit 7, 4 Ashley Place, Papamoa Beach, Papamoa, 3118
, New Zealand",,,,,
138,1110384,9429037036690,12 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1110384,1110384,,"Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand",,,,,
139,314414,9429039704689,09 Sep 1986,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco314414,314414,,"C/- Herbert & Associates Ltd, Chartered, Accountants, Unit M, 40-42, Constellation Dr, Mairangi Bay
, New Zealand","C/- Herbert & Associates Ltd, Chartered, Accountants, Unit M, 40-42, Constellation Dr, Mairangi Bay
, New Zealand",,,,,
140,6334396,9429046235084,26 Jul 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6334396,6334396,,"John Carlo Gelbolingo, 211 Main Highway, Otaki, Otaki, 5512
, New Zealand","John Carlo Gelbolingo, 211 Main Highway, Otaki, Otaki, 5512
, New Zealand",,,,,
141,1851252,9429033946542,03 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1851252,1851252,,"M G Smart Ltd, T/a Smart Accounting, 238 Barrington Street, Christchurch
, New Zealand","M G Smart Ltd, T/a Smart Accounting, 238 Barrington Street, Christchurch
, New Zealand",,,,,
142,1944153,9429033385570,16 May 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1944153,1944153,,"442 Khyber Pass Road, Newmarket, Auckland
, New Zealand","442 Khyber Pass Road, Newmarket, Auckland
, New Zealand",,,,,
143,3425295,9429031057530,14 Jun 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3425295,3425295,,"R V H Limited, 499 B Avonhead Road, Avonhead, Christchurch, 8042
, New Zealand","R V H Limited, 499 B Avonhead Road, Avonhead, Christchurch, 8042
, New Zealand",,,,,
144,1765035,9429034318683,02 Feb 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1765035,1765035,,"425 Main Road Stoke, Stoke, Nelson, 7011
, New Zealand","425 Main Road Stoke, Stoke, Nelson, 7011
, New Zealand",,,,,
145,1525636,9429035331933,16 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1525636,1525636,,"23 Tui Street, Whakatane
, New Zealand","23 Tui Street, Whakatane
, New Zealand",,,,,
146,1260487,9429036219049,06 Dec 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1260487,1260487,,"Business One Limited Chartered Accountants, 5 Monk Street, Whitianga, Whitianga, 3510
, New Zealand","Business One Limited Chartered Accountants, 5 Monk Street, Whitianga, Whitianga, 3510
, New Zealand",,,,,
147,8146817,9429048864008,11 Dec 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8146817,8146817,,"44 Churchill Road, Cockle Bay, Auckland, 2014
, New Zealand","44 Churchill Road, Cockle Bay, Auckland, 2014
, New Zealand",,,,,
148,2451082,9429031586610,13 Apr 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2451082,2451082,,"70 Kurupae Road, Hilltop, Taupo, 3330
, New Zealand","70 Kurupae Road, Hilltop, Taupo, 3330
, New Zealand",,,,,
149,1110385,9429037036737,12 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1110385,1110385,,"Level 18, Asb Bank Centre, 135 Albert Street, Auckland
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street, Auckland
, New Zealand",,,,,
150,1012598,9429037379995,03 Feb 2000,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1012598,1012598,,"Locks & Partners Ltd, Level 3, 16 College Hill, Freemans Bay, Auckland, 1011
, New Zealand","Locks & Partners Ltd, Level 3, 16 College Hill, Freemans Bay, Auckland, 1011
, New Zealand",,,,,
151,1963058,9429033262369,03 Jul 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1963058,1963058,,"175 Springs Road, Matamata
, New Zealand","175 Okauia Springs Road, Rd 1, Matamata, 3471
, New Zealand",,,,,
152,8267850,9429050124855,30 Nov 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8267850,8267850,,"49 Botany Road, Botany Downs, Auckland, 2010
, New Zealand","49 Botany Road, Botany Downs, Auckland, 2010
, New Zealand",,,,,
153,1502630,9429035451655,19 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1502630,1502630,,"South Kensington Way, Henderson, Auckland, 0612
, New Zealand","South Kensington Way, Henderson, Auckland, 0612
, New Zealand",,,,,
154,1807143,9429034159248,21 Apr 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1807143,1807143,,"Brown & Associates Accounting Ltd, 257a Queen Street, Richmond, Richmond, 7020
, New Zealand","Brown & Associates Accounting Ltd, 257a Queen Street, Richmond, Richmond, 7020
, New Zealand",,,,,
155,6775976,9429046672681,29 Mar 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6775976,6775976,,"Unit 1, 9 Cherokee Place, Mount Maunganui, Mount Maunganui, 3116
, New Zealand","Unit 1, 9 Cherokee Place, Mount Maunganui, Mount Maunganui, 3116
, New Zealand",,,,,
