,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,ACN Number:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
88,5487683,9429041462041,21 Oct 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5487683,5487683,,"Level 7, BNZ Tower, 14 Hartham Place North, Porirua City Centre, Porirua, 5022
, New Zealand","Level 7, BNZ Tower, 14 Hartham Place North, Porirua City Centre, Porirua, 5022
, New Zealand",,,,,,,,,,,,
89,4643467,9429030065482,13 Sep 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4643467,4643467,,"22 St Clair Place, Browns Bay, Auckland, 0630
, New Zealand","22 St Clair Place, Browns Bay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
90,15263,9429040919928,16 May 1963,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco15263,15263,,"94 Cambridge Street, Levin
, New Zealand","94 Cambridge Street, Levin
, New Zealand",,,,,,,,,,,,
91,2212185,9429032383379,20 Feb 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2212185,2212185,,"Rockforte Tower, Level 4, Grey Street, Gisborne
, New Zealand","Rockforte Tower, Level 4, Grey Street, Gisborne
, New Zealand",,,,,,,,,,,,
92,190705,9429040097374,09 Apr 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco190705,190705,,"C/o 5 Beaumaris Place, Dinsdale, Hamilton
, New Zealand",,,,,,,,,,,,,
93,1140050,9429036891146,06 Aug 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1140050,1140050,,"Level 13, Cigma House, 40 Mercer Street, Wellington
, New Zealand","Level 13, Cigma House, 40 Mercer Street, Wellington
, New Zealand",,,,,,,,,,,,
94,972471,9429037518080,30 Jul 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco972471,972471,,"Level 1, Market Precinct, Westgate Centre, Westgate Drive, Waitakere City
, New Zealand","Level 1, Market Precinct, Westgate Centre, Westgate Drive, Waitakere City
, New Zealand",,,,,,,,,,,,
95,81753,9429040574608,10 Jun 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco81753,81753,,"C/o Mr A E Chester, 208 Great South Road, Papatoetoe
, New Zealand",,,,,,,,,,,,,
96,110209,9429032147391,17 Dec 1980,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco110209,110209,,"23 Tamahunga Drive, Matakana, 0985
, New Zealand","23 Tamahunga Drive, Matakana, 0985
, New Zealand",,,,,,,,,,,,
97,1377325,9429035817451,18 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1377325,1377325,,"170 Fraser Road, Rd1, Winton
, New Zealand","170 Fraser Road, Rd1, Winton
, New Zealand",,,,,,,,,,,,
98,5600190,9429041613955,19 Feb 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5600190,5600190,,"MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand","MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand",,,,,,,,,,,,
99,158146,9429040251226,19 Dec 1980,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco158146,158146,,"Ernst & Whinney, Chartered Accountants, Cnr Spey & Kelvin Streets, Invercargill
, New Zealand",,,,,,,,,,,,,
100,2211043,9429032384888,23 Feb 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2211043,2211043,,"16a Pembroke Crescent, Glendowie, Auckland, 1071
, New Zealand","16a Pembroke Crescent, Glendowie, Auckland, 1071
, New Zealand",,,,,,,,,,,,
101,1498717,9429031777599,26 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1498717,1498717,,"136 Meadowbank Rd., Meadowbank, Auckland
, New Zealand","136 Meadowbank Rd., Mreadowbank, Auckland
, New Zealand",,,,,,,,,,,,
102,1219073,9429036448371,17 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1219073,1219073,,"Room T 1st Floor Bowman Building, Market Street, Napier
, New Zealand","Room T 1st Floor Bowman Building, Market Street, Napier
, New Zealand",,,,,,,,,,,,
103,2077289,9429032974737,20 Dec 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2077289,2077289,,"TFS Chartered Accountants, 214 Main Road, Tawa, Wellington, 5028
, New Zealand","TFS Chartered Accountants, 214 Main Road, Tawa, Wellington, 5028
, New Zealand",,,,,,,,,,,,
104,1602134,9429034943533,08 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1602134,1602134,,"C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand","C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,,,,
105,188763,9429040109008,02 Aug 1967,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco188763,188763,,"The New Zealand Guardian Trust Company, 821 Victoria Street, Hamilton
, New Zealand","The Nz Guardian Trust Co. Limited, 821 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
106,1735256,9429034412350,05 Dec 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1735256,1735256,,"Young Read Woudberg Limited, 13 Mclean Street, Tauranga, 3110
, New Zealand","Young Read Woudberg Limited, 13 Mclean Street, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
107,1301333,9429035995210,06 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1301333,1301333,,"Business & Tax Centre Ltd, 19 Pembroke Street, Hamilton
, New Zealand","Business & Tax Centre Ltd, 19 Pembroke Street, Hamilton
, New Zealand",,,,,,,,,,,,
108,1893378,9429033704685,12 Dec 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1893378,1893378,,"41 Harbourview Rd, Northland, Wellington, 6012
, New Zealand","41 Harbourview Rd, Northland, Wellington, 6012
, New Zealand",,,,,,,,,,,,
109,5600387,9429041613986,19 Feb 2015,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5600387,5600387,,"MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand","MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand",,,,,,,,,,,,
110,839327,9429038176821,07 Jan 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco839327,839327,,"Bnz Tower, Shop 1, 125 Queen Street, Auckland
, New Zealand","Bnz Tower, Shop 1, 125 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,
111,3372352,9429031118989,27 Apr 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3372352,3372352,,"108 Holliss Avenue, Cashmere, Christchurch, 8022
, New Zealand","108 Holliss Avenue, Cashmere, Christchurch, 8022
, New Zealand",,,,,,,,,,,,
112,6259409,9429046039712,28 Mar 2017,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6259409,6259409,,"RWCA., 7 Alma Street, Whitby House Level 3, Nelson, 7010
, New Zealand","RWCA., 7 Alma Street, Whitby House Level 3, Nelson, 7010
, New Zealand",,,,,,,,,,,,
113,3476611,9429031014687,19 Jul 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3476611,3476611,,"46 Beauvoir Avenue, Matakatia, Whangaparaoa, 0930
, New Zealand","46 Beauvoir Avenue, Matakatia, Whangaparaoa, 0930
, New Zealand",,,,,,,,,,,,
114,1281727,9429036094110,13 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1281727,1281727,,"6 Petrel Place, Welcome Bay, Tauranga 3112
, New Zealand","6 Petrel Place, Welcome Bay, Tauranga
, New Zealand",,,,,,,,,,,,
115,1856142,9429033921884,28 Aug 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1856142,1856142,,"Robertson Bixley Limited, 33 Coles Crescent, Papakura, 2110
, New Zealand","Robertson Bixley Limited, 33 Coles Crescent, Papakura, 2110
, New Zealand",,,,,,,,,,,,
116,181344,9429040136301,31 Oct 1983,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco181344,181344,,"Ken Solly & Associates, Chartered Accountants, 32 Tirau Street, Putaruru, 3411
, New Zealand","Ken Solly & Associates, Chartered Accountants, 32 Tirau Street, Putaruru, 3411
, New Zealand",,,,,,,,,,,,
117,1497853,9429031790970,07 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1497853,1497853,,"6 Lissleton Drive, Dannemora, Auckland
, New Zealand","6 Lissleton Drive, Dannemora, Auckland
, New Zealand",,,,,,,,,,,,
118,596346,9429038822452,30 Jul 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco596346,596346,,"2/2 Heywood Crescent, Epsom, Auckland
, New Zealand",,,,,,,,,,,,,
119,160327,9429040237411,22 Mar 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco160327,160327,,"Hanna Lessels, Chartered Accountants, 200 W Queen Street, Hastings
, New Zealand","-
, New Zealand",,,,,,,,,,,,
120,5851689,9429042078647,23 Nov 2015,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5851689,5851689,,"MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand","MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand",,,,,,,,,,,,
121,1261669,9429036211555,09 Jan 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1261669,1261669,,"246 Grey Street, Palmerston North, 4414
, New Zealand","246 Grey Street, Palmerston North, 4414
, New Zealand",,,,,,,,,,,,
122,8936909,9429051627713,26 Sep 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8936909,8936909,,"215 Forest Road, Rd 4, Taupo, 3384
, New Zealand","215 Forest Road, Rd 4, Taupo, 3384
, New Zealand",,,,,,,,,,,,
123,8875149,9429051558550,24 Aug 2023,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8875149,8875149,,"193 Birkdale Road, Birkdale, Auckland, 0626
, New Zealand","193 Birkdale Road, Birkdale, Auckland, 0626
, New Zealand",,,,,,,,,,,,
124,626872,9429038700460,25 Aug 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco626872,626872,,"49a Michael Street, Masterton
, New Zealand","49a Michael Street, Masterton
, New Zealand",,,,,,,,,,,,
125,6878314,9429046827135,06 Jun 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6878314,6878314,,"Tarbon Walker, 6 Tawa Street, Gonville, Whanganui, 4501
, New Zealand","Tarbon Walker, 6 Tawa Street, Gonville, Whanganui, 4501
, New Zealand",,,,,,,,,,,,
126,85766,9429040549033,23 Nov 1972,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco85766,85766,,"2a Kipling Avenue, Epsom, Auckland
, New Zealand","Po Box 9687, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
127,168677,9429040187006,19 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco168677,168677,,"30a Washington Rd, Nelson
, New Zealand",,,,,,,,,,,,,
128,3904679,9429030604131,26 Jul 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3904679,3904679,,"14 Settlers Hill, Akaroa, Akaroa, 7520
, New Zealand","14 Settlers Hill, Akaroa, Akaroa, 7520
, New Zealand",,,,,,,,,,,,
129,2111036,9429032839388,25 Mar 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2111036,2111036,,"7a Cornwall Park Ave, Epsom, Auckland
, New Zealand","7a Cornwall Park Ave, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
130,5851672,9429042078661,23 Nov 2015,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5851672,5851672,,"MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand","MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand",,,,,,,,,,,,
131,115174,9429032073621,31 Aug 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco115174,115174,,"19 Deveron Rd, Manurewa
, New Zealand","19 Deveron Rd, Manurewa
, New Zealand",,,,,,,,,,,,
132,952943,9429037623258,08 Apr 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco952943,952943,,"21 Glenbyre Pl, Linwood, Christchurch
, New Zealand","21 Glenbyre Pl, Linwood, Christchurch
, New Zealand",,,,,,,,,,,,
133,187173,9429040118291,08 Jun 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco187173,187173,,"D L Nairn, Kusabs No 2 Building, Tutanekai St, Rotorua
, New Zealand","-
, New Zealand",,,,,,,,,,,,
134,1185039,9429036646289,31 Jan 2002,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1185039,1185039,,"13 Trindad Place, Flagstaff, Hamilton East
, New Zealand","13 Trinidad Place, Flagstaff, Hamilton, 3210
, New Zealand",,,,,,,,,,,,
135,95161,9429040481104,28 Jul 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco95161,95161,,"C/o K C Allen Esq, Power Board Buildings, Normanby St, Dargaville
, New Zealand",,,,,,,,,,,,,
136,911692,9429037829018,10 Jun 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco911692,911692,,"244a, Jervois Road, Herne Bay, Auckland, 1011
, New Zealand","244a, Jervois Road, Herne Bay, Auckland, 1011
, New Zealand",,,,,,,,,,,,
137,98104,9429040456294,28 May 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco98104,98104,,"1 Wolfe St, Auckland
, New Zealand",,,,,,,,,,,,,
138,5232601,9429041242582,20 May 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5232601,5232601,,"16 Ryan Place, Manukau, Auckland, 2104
, New Zealand","24 Charles Prevost Drive, The Gardens, Auckland, 2105
, New Zealand",,,,,,,,,,,,
139,36644,9429040793078,18 Jun 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco36644,36644,,"Offices Of Deloitte Ross Tohmatsu,, Chartered Accountants, 61 Molesworth Street,, Wellington
, New Zealand",,,,,,,,,,,,,
140,17005,9429040912028,22 Dec 1964,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco17005,17005,,"Level 6, 45 Knights Road, Lower Hutt
, New Zealand","Level 6, 45 Knights Road, Lower Hutt
, New Zealand",,,,,,,,,,,,
141,5857709,9429042090298,02 Dec 2015,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5857709,5857709,,"MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand","MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand",,,,,,,,,,,,
142,59760,9429040688855,02 Jun 1960,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco59760,59760,,"Candy Gillespie, Chartered Accountants, 20 Arawa Street, Matamata
, New Zealand","Candy Gillespie, Chartered Accountants, 20 Arawa Street, Matamata
, New Zealand",,,,,,,,,,,,
143,2003300,9429033098739,09 Oct 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2003300,2003300,,"69 Fox Street, South Dunedin, Dunedin
, New Zealand","69 Fox Street, South Dunedin, Dunedin
, New Zealand",,,,,,,,,,,,
144,1161316,9429036775262,12 Sep 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1161316,1161316,,"Suite 238, 63 Remuera Rd, Newmarket, Auckland
, New Zealand","Suite 238, 63 Remuera Rd, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
145,904490,9429037862633,17 Apr 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco904490,904490,,"W E Mallett, Chartered Accountant, 5 Hunt Street, Whangarei
, New Zealand","W E Mallett, Chartered Accountant, 5 Hunt Street, Whangarei
, New Zealand",,,,,,,,,,,,
146,1008893,9429037399214,22 Dec 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1008893,1008893,,"8 Brightwell Place, Hamilton
, New Zealand","8 Brightwell Place, Hamilton
, New Zealand",,,,,,,,,,,,
147,200652,9429040019925,22 Mar 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco200652,200652,,"Ngakuru General Store, Whirinaki Rd, R D, Ngakuru
, New Zealand",,,,,,,,,,,,,
148,1908692,9429033611594,09 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1908692,1908692,,"1/503 Cashel Street, Christchurch
, New Zealand","1/503 Cashel Street, Christchurch
, New Zealand",,,,,,,,,,,,
149,6249308,9429045992056,08 Mar 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6249308,6249308,,"Broadway Accounting Solutions Limited, 306a Broadway Avenue, Terrace End, Palmerston North, 4412
, New Zealand","Broadway Accounting Solutions Limited, 306a Broadway Avenue, Terrace End, Palmerston North, 4412
, New Zealand",,,,,,,,,,,,
150,199426,9429040036953,03 Nov 1980,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco199426,199426,,"12 Bridge Street, Temuka
, New Zealand","12 Bridge Street, Temuka
, New Zealand",,,,,,,,,,,,
151,5845847,9429042066408,18 Nov 2015,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5845847,5845847,,"MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand","MAUDE & MILLER, Level 7, Bnz Tower, 14 Hartham Place North, Porirua, 5022
, New Zealand",,,,,,,,,,,,
152,1759128,9429034340240,22 Feb 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1759128,1759128,,"21 Robertson St, Gore
, New Zealand","21 Robertson St, Gore
, New Zealand",,,,,,,,,,,,
153,1035669,9429037259365,22 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1035669,1035669,,"Crichton Horne & Associates, 109 Cambridge Terrace, Christchurch
, New Zealand","Crichton Horne & Associates, 109 Cambridge Terrace, Christchurch
, New Zealand",,,,,,,,,,,,
154,148482,9429040300634,24 May 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco148482,148482,,"C/o Hannagan & Devereux, Moran Bldg, Octagon, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
155,1955043,9429033316840,18 Jun 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1955043,1955043,,"Jennifer Johnston, 36 Pohue Creek Road, Rd 5, Thames, 3575
, New Zealand","Jennifer Johnston, 36 Pohue Creek Road, Rd 5, Thames, 3575
, New Zealand",,,,,,,,,,,,
156,881845,9429037972875,10 Nov 1997,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco881845,881845,,"10a Penney Avenue, Mount Roskill, Auckland, 1041
, New Zealand","10a Penney Avenue, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
157,112035,9429032127232,12 Aug 1981,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco112035,112035,,"Core Accountants Ltd, 35 Landing Road, Whakatane, Whakatane, 3120
, New Zealand","Core Accountants Ltd, 35 Landing Road, Whakatane, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
158,951017,9429037633196,24 Mar 1999,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco951017,951017,,"10 Channel View Road, Rd 4, Pukekohe, 2679
, New Zealand","10 Channel View Road, Rd 4, Pukekohe, 2679
, New Zealand",,,,,,,,,,,,
