,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
98,57747,9429040697888,23 Dec 1958,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco57747,57747,,"364 East Tamaki Rd, East Tamaki, Auckland
, New Zealand","364 East Tamaki Rd, East Tamaki, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
99,2095343,9429032903959,14 Feb 2008,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2095343,2095343,,"Malcolm Webster Limited, 53 Fraser Street, Tauranga
, New Zealand","Malcolm Webster Limited, 53 Fraser Street, Tauranga
, New Zealand",Showing 1 of 1 directors,,,,
100,973439,9429037513818,18 Aug 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco973439,973439,,"C/o 9 Dundee Place, Blockhouse Bay, Auckland 7
, New Zealand","C/o 9 Dundee Place, Blockhouse Bay, Auckland 7
, New Zealand",Showing 1 of 1 directors,,,,
101,5837771,9429042042518,10 Nov 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5837771,5837771,,"Sellar & Sellar, 81 Queen Street, Masterton, 5810
, New Zealand","Sellar & Sellar, 81 Queen Street, Masterton, 5810
, New Zealand",Showing 1 of 1 directors,,,,
102,96367,9429040471631,24 Oct 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco96367,96367,,"29 Anzac Avenue, Auckland 1
, New Zealand",,,,,,
103,69231,9429040649009,10 Sep 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco69231,69231,,"7a Miro Road, Greenlane, Auckland
, New Zealand","7a Miro Road, Greenlane, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
104,7482539,9429047466067,23 May 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7482539,7482539,,"Frank Darlington, 192 Weber Waihapa Road, Rd 2, Kaeo, 0479
, New Zealand","Frank Darlington, 192 Weber Waihapa Road, Rd 2, Kaeo, 0479
, New Zealand",Showing 1 of 1 directors,,,,
105,136855,9429031834360,26 Sep 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco136855,136855,,"C/o Messrs Touche Ross & Co, Chartered Accountants, 291 Madras Street, Christchurch
, New Zealand",,,,,,
106,100142,9429040444512,24 Feb 1977,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco100142,100142,,"17 Hall St, Pukekohe
, New Zealand",,,,,,
107,153606,9429040271170,12 Mar 1968,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco153606,153606,,"C/o Deloitte Haskins & Sells, Level 4, 32 Oxford Terrace, Christchurch
, New Zealand","-
, New Zealand",Showing 2 of 2 directors,,,,
108,1605392,9429034924525,23 Feb 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1605392,1605392,,"39b Cartwright Road, Kelston, Auckland 1008
, New Zealand","39b Cartwright Road, Kelston, Auckland 1008
, New Zealand",Showing 1 of 1 directors,,,,
109,145337,9429040317489,27 Nov 1956,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco145337,145337,,"Co Anderson & Co, 139 Moray Pce Box 5346 Dunedin
, New Zealand",,,,,,
110,8642311,9429051213237,27 Mar 2023,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco8642311,8642311,,"Hadfield Accounting, 27 Straven Road, Fendalton, Christchurch, 8011
, New Zealand","Hadfield Accounting, 27 Straven Road, Fendalton, Christchurch, 8011
, New Zealand",Showing 2 of 2 directors,,,,
111,1636434,9429034758441,19 May 2005,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1636434,1636434,,"Crowe Horwath (NZ) Limited, Level 1, 13 Camp Street, Queenstown, 9300
, New Zealand","Crowe Horwath (NZ) Limited, Level 1, 13 Camp Street, Queenstown, 9300
, New Zealand",Showing 2 of 2 directors,,,,
112,81438,9429040580098,22 Apr 1971,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco81438,81438,,"3rd Floor, First Corp Building, 89-109 Mayoral Drive, Auckland
, New Zealand",,,,,,
113,59382,9429040691237,29 Mar 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco59382,59382,,"Official Assignee 6th Flr, Justice Dept Building, 3 Kingston Street, Auckland
, New Zealand",,,,,,
114,6100499,9429042554509,07 Sep 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6100499,6100499,,"12 Invergarry Road, Hilltop, Taupo, 3330
, New Zealand","12 Invergarry Road, Hilltop, Taupo, 3330
, New Zealand",Showing 1 of 1 directors,,,,
115,169,9429040975870,11 Aug 1976,Removed,Overseas NonASIC Company,No,,httpsapp.companiesoffice.govt.nzco169,169,,,,Showing 2 of 4 directors,,Australia,"Hugh Ensor, 13a Clyde Road, Fendalton, Christchurch
,",
116,128355,9429031932240,31 Mar 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco128355,128355,,"Ernst & Whinney, Phoenix House, 76 Hereford Street, Christchurch
, New Zealand",,,,,,
117,157537,9429040254449,03 Feb 1976,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco157537,157537,,"59 High Street, Blenheim
, New Zealand","59 High Street, Blenheim
, New Zealand",Showing 2 of 2 directors,,,,
118,1501692,9429035456988,06 Apr 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1501692,1501692,,"45 Pulham Cres, Hamilton
, New Zealand","45 Pulham Cres, Hamilton
, New Zealand",Showing 2 of 2 directors,,,,
119,247275,9429039928931,13 Jul 1984,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco247275,247275,,"168 Ransom Smyth Drive, Manukau Central, Auckland 1701
, New Zealand","168 Ransom Smyth Drive, Manukau Central, Auckland 1701
, New Zealand",Showing 2 of 2 directors,,,,
120,67139,9429040660660,11 Oct 1946,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco67139,67139,,"Level 11, Shortland Tower One, 51-53 Shortland Street, Auckland
, New Zealand","Level 11, Shortland Tower One, 51-53 Shortland Street, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
121,354861,9429039574077,07 Jul 1987,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco354861,354861,,"Findex, 21 Brownston Street, Wanaka, Wanaka, 9305
, New Zealand","Findex, 21 Brownston Street, Wanaka, Wanaka, 9305
, New Zealand",Showing 2 of 3 directors,,,,
122,178680,9429040142098,06 Jul 1955,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco178680,178680,,"5th Level Touche Ross Centre, Cnr Bryce And Angelsea Streets, Hamilton
, New Zealand",,,,,,
123,103358,9429040411194,03 Jul 1978,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco103358,103358,,"C/o Eaves & Gilling, Orewa Village, Main Road, Orewa
, New Zealand",,,,,,
124,145949,9429040315126,26 May 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco145949,145949,,"C/o Perkins & Co, 100 Thames St, Oamaru
, New Zealand","-
, New Zealand",,,,,
125,154785,9429040268002,01 Mar 1948,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco154785,154785,,"Lexicon House, 123 Spey Street, Invercargill
, New Zealand",,,,,,
126,40928,9429040752167,30 Sep 1902,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco40928,40928,,"45 Anzac Ave, Auckland 1
, New Zealand",,,,,,
127,1269178,9429036168620,04 Feb 2003,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1269178,1269178,,"139 Awakino Road, Dargaville, Dargaville, 0310
, New Zealand","139 Awakino Road, Dargaville, Dargaville, 0310
, New Zealand",Showing 1 of 1 directors,,,,
128,1346392,9429035890164,07 Jul 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1346392,1346392,,"110 Frimley Avenue, Hastings
, New Zealand","110 Frimley Avenue, Hastings
, New Zealand",Showing 1 of 1 directors,,,,
129,897581,9429037898380,18 Mar 1998,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco897581,897581,,"Mackinnon Chartered Accountants, 39 Fergusson Street, Feilding, 4702
, New Zealand","Mackinnon Chartered Accountants, 39 Fergusson Street, Feilding, 4702
, New Zealand",Showing 1 of 1 directors,,,,
130,1918270,9429033549279,09 Mar 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1918270,1918270,,"Markhams Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand","Markhams Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,
131,25005,9429040871943,11 Jun 1971,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco25005,25005,,"C/- Horsfield & Company, Macarthur Street, Feilding
, New Zealand","C/- Horsfield & Company, Macarthur Street, Feilding
, New Zealand",Showing 2 of 2 directors,,,,
132,147720,9429040304823,23 May 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco147720,147720,,"C/o Kirk Barclay, 14 Tarbert St, Alexandra
, New Zealand","-
, New Zealand",,,,,
133,1898878,9429033672861,22 Jan 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1898878,1898878,,"369 East Coast Road, Mairangi Bay, North Shore, Auckland
, New Zealand","369 East Coast Road, Mairangi Bay, North Shore, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
134,1397804,9429035768067,15 Sep 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1397804,1397804,,"268 Kenmure Road, Dunedin
, New Zealand","268 Kenmure Road, Dunedin
, New Zealand",Showing 1 of 1 directors,,,,
135,1547025,9429035225065,18 Aug 2004,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1547025,1547025,,"30 Rahiri Road, Mount Eden, Auckland, 1024
, New Zealand","30 Rahiri Road, Mount Eden, Auckland, 1024
, New Zealand",Showing 2 of 2 directors,,,,
136,167598,9429040193373,29 Jun 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco167598,167598,,"222 High Street, Motueka
, New Zealand",,,,,,
137,166123,9429040200699,04 Mar 1982,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco166123,166123,,"Arthur Young House, 45 Marine Parade, Napier
, New Zealand","-
, New Zealand",,,,,
138,1988392,9429033115412,24 Sep 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1988392,1988392,,"Shop 8, Marble Arch Arcade, 167 Hardy Street, Nelson
, New Zealand","Shop 8, Marble Arch Arcade, 167 Hardy Street, Nelson
, New Zealand",Showing 2 of 2 directors,,,,
139,1502736,9429035450757,08 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1502736,1502736,,"Cary Mossman Limited, 206 W Lyndon Road, Hastings
, New Zealand","Cary Mossman Limited, 206 W Lyndon Road, Hastings
, New Zealand",Showing 2 of 2 directors,,,,
140,6276838,9429046107664,02 May 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6276838,6276838,,"Joseph J Taikoko, 45a Claude Road, Manurewa, Auckland, 2102
, New Zealand","Joseph J Taikoko, 45a Claude Road, Manurewa, Auckland, 2102
, New Zealand",Showing 1 of 1 directors,,,,
141,4534,9429040964485,08 May 1945,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4534,4534,,"18 Mana View Road, Plimmerton
, New Zealand","18 Mana View Road, Plimmerton
, New Zealand",Showing 2 of 2 directors,,,,
142,71311,9429040636986,05 Sep 1966,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco71311,71311,,"27 Churchill St, Whangarei
, New Zealand",,,,,,
143,148075,9429040304038,27 Jul 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco148075,148075,,"3 Dee Street, Mosgiel
, New Zealand","3 Dee Street, Mosgiel
, New Zealand",Showing 2 of 2 directors,,,,
144,418869,9429039372635,21 Dec 1988,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco418869,418869,,"11th Floor, Southpac Tower, 45 Queen Street, Auckland
, New Zealand",,Showing 1 of 1 directors,,,,
145,979938,9429037481155,22 Sep 1999,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco979938,979938,,"51 Vermont St, Ponsonby, Auckland
, New Zealand","51 Vermont St, Ponsonby, Auckland
, New Zealand",Showing 2 of 3 directors,,,,
146,200622,9429040022529,05 Mar 1982,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco200622,200622,,"C/o 483 Great South Road, Otahuhu
, New Zealand",,Showing 2 of 2 directors,,,,
147,4449323,9429030218338,16 May 2013,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco4449323,4449323,,"WATERS & PAULING, Unit 10, 42 Ormiston Road, Otara, Auckland, 2019
, New Zealand","WATERS & PAULING, Unit 10, 42 Ormiston Road, Otara, Auckland, 2019
, New Zealand",Showing 1 of 1 directors,,,,
148,1858307,9429033907505,30 Aug 2006,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1858307,1858307,,"Staples Rodway Christchurch Limited, Level 2, 329 Durham Street, Christchurch Central, Christchurch, 8013
, New Zealand","Staples Rodway Christchurch Limited, Level 2, 329 Durham Street, Christchurch Central, Christchurch, 8013
, New Zealand",Showing 2 of 2 directors,,,,
149,5803788,9429041974629,16 Sep 2015,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5803788,5803788,,"PETER S MORTON LIMITED, 19 Victoria Street, Cambridge, Cambridge, 3434
, New Zealand","PETER S MORTON LIMITED, 19 Victoria Street, Cambridge, Cambridge, 3434
, New Zealand",Showing 2 of 2 directors,,,,
150,3524231,9429030971752,24 Aug 2011,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3524231,3524231,,"Lesley Baddon, 554 Richmond Road, Grey Lynn, Auckland, 1021
, New Zealand","Lesley Baddon, 554 Richmond Road, Grey Lynn, Auckland, 1021
, New Zealand",Showing 1 of 1 directors,,,,
151,181399,9429040136417,05 May 1958,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco181399,181399,,"C/o M/s Cowley & Stanich, Main St Huntly
, New Zealand","C/o M/s Cowley & Stanich, Main St Huntly
, New Zealand",Showing 2 of 2 directors,,,,
152,109867,9429032153699,11 Nov 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco109867,109867,,"Bali Hai Dairy, 287 St Heliers Bay Rd, St Heliers 5
, New Zealand",,,,,,
153,196359,9429040059143,11 Feb 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco196359,196359,,"20 Hall Road, Matua, Tauranga
, New Zealand",,,,,,
154,122168,9429031989657,21 Sep 1943,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco122168,122168,,"Cope Shearing Limited, 68 Mandeville Street, Christchurch, 8011
, New Zealand","Cope Shearing Limited, 68 Mandeville Street, Christchurch, 8011
, New Zealand",Showing 1 of 1 directors,,,,
155,79880,9429040589169,17 Aug 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco79880,79880,,"78 Roberts Rd, Te Atatu
, New Zealand",,Showing 2 of 2 directors,,,,
156,3420792,9429031061766,04 Jul 2011,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco3420792,3420792,,"Abacus Chartered Accountants Ltd, 220 King Street, Rangiora, 7400
, New Zealand","Abacus Chartered Accountants Ltd, 220 King Street, Rangiora, 7400
, New Zealand",Showing 1 of 1 directors,,,,
157,1062883,9429037153014,29 Aug 2000,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1062883,1062883,,"9a Whangaparaoa Road, Red Beach, Auckland, 0932
, New Zealand","9a Whangaparaoa Road, Red Beach, Auckland, 0932
, New Zealand",Showing 1 of 1 directors,,,,
158,1519921,9429035358183,09 Jun 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1519921,1519921,,"11 Remiger Road, Puhoi
, New Zealand","11 Remiger Road, Puhoi
, New Zealand",Showing 1 of 1 directors,,,,
159,1755123,9429034356654,12 Jan 2006,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1755123,1755123,,"9 Cedar Lane, Duvauchelle, 7581
, New Zealand","9 Cedar Lane, Duvauchelle, 7581
, New Zealand",Showing 2 of 2 directors,,,,
160,179438,9429040140247,16 Jul 1956,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco179438,179438,,"7 Maronan Street, Woolston, Christchurch
, New Zealand",,,,,,
161,1866897,9429033864068,19 Sep 2006,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1866897,1866897,,"63 Dover Road, Wainuiomata, Wellington
, New Zealand","301 Wellington Road, Wainuiomata, Lower Hutt, 5014
, New Zealand",Showing 1 of 1 directors,,,,
162,184651,9429040126845,03 Nov 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco184651,184651,,"C/o Smith Koppens & Co, 111 Collingwood St Box 585, Hamilton
, New Zealand",,,,,,
163,14549,9429040924793,27 Jul 1962,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco14549,14549,,"64 Moxham Avenue, Hataitai, Wellington
, New Zealand","64 Moxham Avenue, Hataitai, Wellington
, New Zealand",Showing 2 of 2 directors,,,,
164,942266,9429037678791,21 Jan 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco942266,942266,,"60 Tinakori Road, Thorndon, Wellington 6001
, New Zealand","60 Tinakori Road, Thorndon, Wellington
, New Zealand",Showing 1 of 1 directors,,,,
165,298654,9429039756152,05 Mar 1986,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco298654,298654,,"70c Jeffreys Road, Fendalton, Christchurch 8052
, New Zealand","70c Jeffreys Road, Fendalton, Christchurch 8052
, New Zealand",Showing 2 of 2 directors,,,,
166,90241,9429040519883,21 Feb 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco90241,90241,,"1 Convair Crescent, Mangere, Auckland
, New Zealand",,,,,,
167,151332,9429040284354,29 Mar 1945,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco151332,151332,,"203 Stanley Rd, Gisborne
, New Zealand",,Showing 2 of 2 directors,,,,
168,54171,9429040709987,31 Aug 1956,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco54171,54171,,"80 Greys Ave, Auckland
, New Zealand",,,,,,
169,1001151,9429037435646,29 Nov 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1001151,1001151,,"34 Cornwall Park Avenue, Epsom, Auckland
, New Zealand","34 Cornwall Park Avenue, Epsom, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
170,1466736,9429035629863,04 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1466736,1466736,,"P K F Goldsmith Fox, Level 1, 250 Oxford Terrace, Christchurch 8141
, New Zealand","P K F Goldsmith Fox, Level 1, 250 Oxford Terrace, Christchurch 8141
, New Zealand",Showing 2 of 2 directors,,,,
171,930313,9429037738723,14 Oct 1998,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco930313,930313,,"18 Clensmore Place, Torbay, Auckland
, New Zealand","18 Clensmore Place, Torbay, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
172,123138,9429031983808,20 Oct 1949,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco123138,123138,,"8 Roseneath Place, Christchurch 2
, New Zealand",,Showing 2 of 2 directors,,,,
173,97353,9429040462905,01 Mar 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco97353,97353,,"13 Antrim Crescent, East Tamaki, Auckland
, New Zealand",,Showing 1 of 1 directors,,,,
