,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,address.Type of entity,Status:,Reports:,ACN Number:
83,5872650,9429042167235,01 Feb 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5872650,5872650,,"V BEAUTY SALON LIMITED, 8 Delamare Way, Rolleston, Rolleston, 7614
, New Zealand","V BEAUTY SALON LIMITED, 8 Delamare Way, Rolleston, Rolleston, 7614
, New Zealand",,,,,,,,,,,,,,,
84,1246441,9429036291915,09 Oct 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1246441,1246441,,"C/- Taylor Welsford Ltd, Chartered, Accountants, First Floor, 184 Papanui, Rd, Christchurch
, New Zealand","C/- Taylor Welsford Ltd, Chartered, Accountants, First Floor, 184 Papanui, Rd, Christchurch
, New Zealand",,,,,,,,,,,,,,,
85,150017,9429034058695,22 Aug 1978,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco150017,150017,,"10 Matariki Street, Broad Bay, Otago Peninsula
, New Zealand",,,,,,,,,,,,,,,,
86,31270,9429040834108,08 Aug 1975,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco31270,31270,,"C/-dennis O'grady Limited, 7 Oates Street, Stokes Valley, Lower Hutt
, New Zealand","C/-dennis O'grady Limited, 7 Oates Street, Stokes Valley, Lower Hutt
, New Zealand",,,,,,,,,,,,,,,
87,949384,9429037641597,24 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco949384,949384,,"Bon Air, 518 Woodend Road, Rangiora
, New Zealand","Bon Air, 518 Woodend Road, Rangiora
, New Zealand",,,,,,,,,,,,,,,
88,9038532,9429051809737,19 Jan 2024,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco9038532,9038532,,"3170, 3146 Great North Road, New Lynn, Auckland, 0600
, New Zealand","3170, 3146 Great North Road, New Lynn, Auckland, 0600
, New Zealand",,,,,,,,,,,,,,,
89,2186477,9429032499728,05 Nov 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2186477,2186477,,"63 Moana Street, Whanganui East, Whanganui, 4500
, New Zealand","63 Moana Street, Whanganui East, Whanganui, 4500
, New Zealand",,,,,,,,,,,,,,,
90,3262929,9429031225946,03 Mar 2011,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3262929,3262929,,"BERTELSEN HARRY WATERS LIMITED, 139 Great South Road, Greenlane, Auckland, 1051
, New Zealand","BERTELSEN HARRY WATERS LIMITED, 139 Great South Road, Greenlane, Auckland, 1051
, New Zealand",,,,,,,,,,,,,,,
91,1584317,9429035047025,16 Dec 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1584317,1584317,,"North Harbour Law, Level One, 3 Alice Ave., Orewa, Auckland, 0931
, New Zealand","North Harbour Law, Level One, 3 Alice Ave., Orewa, Auckland, 0931
, New Zealand",,,,,,,,,,,,,,,
92,3372793,9429031118880,26 Apr 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3372793,3372793,,"Tim England Accountant, 1st. Floor Rices Mall, Picton Street, Howick, 2010
, New Zealand","Tim England Accountant, 1st. Floor Rices Mall, Picton Street, Howick, 2010
, New Zealand",,,,,,,,,,,,,,,
93,17294,9429040912288,01 Apr 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17294,17294,,"5th Floor Regent Bldg, 2 Lombard St Box 11-163, Wellington
, New Zealand",,,,,,,,,,,,,,,,
94,882719,9429037968571,31 Oct 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco882719,882719,,"2 Bocage Lane, Hobsonville, Auckland
, New Zealand","2 Bocage Lane, Hobsonville, Auckland
, New Zealand",,,,,,,,,,,,,,,
95,1230514,9429036382293,06 Aug 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1230514,1230514,,"8 Gigi Place, Conifer Grove, Takanini, 2112
, New Zealand","8 Gigi Place, Conifer Grove, Takanini, 2112
, New Zealand",,,,,,,,,,,,,,,
96,1055368,9429037175283,15 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1055368,1055368,,"15 Elam Street, Parnell, Auckland
, New Zealand","15 Elam Street, Parnell, Auckland
, New Zealand",,,,,,,,,,,,,,,
97,1895108,9429033691879,12 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1895108,1895108,,"2nd Floor, 27 Gillies Ave, New Market
, New Zealand","2nd Floor, 27 Gillies Ave, New Market
, New Zealand",,,,,,,,,,,,,,,
98,1626103,9429034806838,20 Apr 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1626103,1626103,,"Sydney Mounsey, 10 Settler Lane, Ohaupo, Hamilton, 3803
, New Zealand","Sydney Mounsey, 10 Settler Lane, Ohaupo, Hamilton, 3803
, New Zealand",,,,,,,,,,,,,,,
99,1966767,9429033242200,13 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1966767,1966767,,"Fn662 Pahautea Road, Featherston
, New Zealand","Fn662 Pahautea Road, Featherston
, New Zealand",,,,,,,,,,,,,,,
100,1947147,9429033368191,25 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1947147,1947147,,"65 Birdwood Road, Pukekohe, Franklin, Auckland
, New Zealand","65 Birdwood Road, Pukekohe, Franklin, Auckland
, New Zealand",,,,,,,,,,,,,,,
101,1913773,9429033577487,23 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1913773,1913773,,"Oldershaw & Co Ltd, Marewa House, Kennedy Road, Napier
, New Zealand","Oldershaw & Co Ltd, Marewa House, Kennedy Road, Napier
, New Zealand",,,,,,,,,,,,,,,
102,4303939,9429030340176,12 Mar 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4303939,4303939,,"35b Ranui Street, Dinsdale, Hamilton, 3204
, New Zealand","35b Ranui Street, Dinsdale, Hamilton, 3204
, New Zealand",,,,,,,,,,,,,,,
103,8666830,9429051202040,21 Mar 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8666830,8666830,,"Alex Vaineritua, 54a Rawhiti Road, One Tree Hill, Auckland, 1061
, New Zealand","Alex Vaineritua, 54a Rawhiti Road, One Tree Hill, Auckland, 1061
, New Zealand",,,,,,,,,,,,,,,
104,1951458,9429033342153,08 Jun 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1951458,1951458,,"17 Hall Street, Pukekohe, South Auckland
, New Zealand","62 Conroy Road,, R D 1, Waiuku
, New Zealand",,,,,,,,,,,,,,,
105,69350,9429040646329,30 Sep 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco69350,69350,,"2 Pompallier Terrace, Ponsonby
, New Zealand",,,,,,,,,,,,,,,,
106,1978123,9429033176833,21 Aug 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1978123,1978123,,"C/-7 Pembroke Street, Tawa, Wellington
, New Zealand","C/-7 Pembroke Street, Tawa, Wellington
, New Zealand",,,,,,,,,,,,,,,
107,10440,9429040943565,25 Mar 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10440,10440,,"3rd Floor, Cmc Building, 89 Courtenay Place, Wellington
, New Zealand",,,,,,,,,,,,,,,,
108,1040326,9429037236755,03 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1040326,1040326,,"C/-staples Rodway, Level 9 & 11, Tower Centre, 45 Queen Street, Auckland
, New Zealand","C/-staples Rodway, Level 9 & 11, Tower Centre, 45 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,,,,
109,1526346,9429035327660,02 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1526346,1526346,,"2a Lothian St, Fendalton, Christchurch
, New Zealand","2a Lothian St, Fendalton, Christchurch
, New Zealand",,,,,,,,,,,,,,,
110,7598060,9429047564565,11 Jul 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7598060,7598060,,"3 Sharivari Place, Conifer Grove, Takanini, 2112
, New Zealand","3 Sharivari Place, Conifer Grove, Takanini, 2112
, New Zealand",,,,,,,,,,,,,,,
111,3065386,9429031418379,17 Aug 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3065386,3065386,,"28 Mace Street, Waitara, 4320
, New Zealand","28 Mace Street, Waitara, 4320
, New Zealand",,,,,,,,,,,,,,,
112,1759975,9429034337677,20 Feb 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1759975,1759975,,"E A Angelo, Chartered Accountant, First Floor, Tai Tokerau Building, 5 Hunt Street, Whangarei
, New Zealand","E A Angelo, Chartered Accountant, First Floor, Tai Tokerau Building, 5 Hunt Street, Whangarei
, New Zealand",,,,,,,,,,,,,,,
113,936668,9429037706913,14 Dec 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco936668,936668,,"The Hire Company, 5 Western Hutt Road, Petone, Lower Hutt
, New Zealand","The Hire Company, 5 Western Hutt Road, Petone, Lower Hutt
, New Zealand",,,,,,,,,,,,,,,
114,6263034,9429046057242,04 Apr 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6263034,6263034,,"70b College Road, Northcote, Auckland, 0627
, New Zealand","70b College Road, Northcote, Auckland, 0627
, New Zealand",,,,,,,,,,,,,,,
115,136714,9429031838115,28 Jul 1975,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco136714,136714,,"Ashton Wheelans Limited, 1st Floor, Cnr Williams St & Raven Quay, Kaiapoi, 7630
, New Zealand","ashton Wheelans Limited, 1st Floor, Cnr Williams St & Raven Quay, Kaiapoi, 7630
, New Zealand",,,,,,,,,,,,,,,
116,671722,9429038499104,28 Mar 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco671722,671722,,"2/39 Avis Avenue, Papatoetoe, Auckland
, New Zealand","2/39 Avis Avenue, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,,,
117,802648,9429038351556,29 Mar 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco802648,802648,,"89 Princes Street, Dunedin
, New Zealand","89 Princes Street, Dunedin
, New Zealand",,,,,,,,,,,,,,,
118,1894994,9429033695044,15 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1894994,1894994,,"154 Great South Road, Takanini, Auckland
, New Zealand","154 Great South Road, Takanini, Auckland
, New Zealand",,,,,,,,,,,,,,,
119,1618823,9429034844441,21 Apr 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1618823,1618823,,"6 Abilene Cres, Churton Park, Wellington
, New Zealand","6 Abilene Cres, Churton Park, Wellington
, New Zealand",,,,,,,,,,,,,,,
120,4882759,9429041051719,09 Jan 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4882759,4882759,,"54 Beechdale Crescent, Pakuranga Heights, Auckland, 2010
, New Zealand","54 Beechdale Crescent, Pakuranga Heights, Auckland, 2010
, New Zealand",,,,,,,,,,,,,,,
121,1259519,9429036224555,28 Nov 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1259519,1259519,,"Wheeler Campbell, Chartered Accountants, 74 South Street, Feilding
, New Zealand","Wheeler Campbell, Chartered Accountants, 74 South Street, Feilding
, New Zealand",,,,,,,,,,,,,,,
122,2146216,9429032680638,07 Jul 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2146216,2146216,,"2nd Floor, 137 Victoria Street, Christchurch
, New Zealand","2nd Floor, 137 Victoria Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,
123,1153070,9429036821082,01 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1153070,1153070,,"112a Taylor St, Blockhouse Bay, Auckland 1007
, New Zealand","112a Taylor St, Blockhouse Bay, Auckland 1007
, New Zealand",,,,,,,,,,,,,,,
124,854537,9429038101045,30 Apr 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco854537,854537,,"2 St Leonards Road, Takapuna, North Shore
, New Zealand","2 St Leonards Road, Takapuna, North Shore
, New Zealand",,,,,,,,,,,,,,,
125,6949,9429040958002,09 Oct 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco6949,6949,,"24/26 Western Road, Tauranga
, New Zealand",,,,,,,,,,,,,,,,
126,67371,9429040657646,14 Oct 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco67371,67371,,"C/o Mr J A Archibald, 3152 Great North Rd, New Lynn
, New Zealand",,,,,,,,,,,,,,,,
127,1305475,9429035976554,26 May 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1305475,1305475,,"Cary Mossman Limited, Suite 1, 202 Eastbourne Street, Hastings, Hastings, 4122
, New Zealand","Cary Mossman Limited, Suite 1, 202 Eastbourne Street, Hastings, Hastings, 4122
, New Zealand",,,,,,,,,,,,,,,
128,1128621,9429036949922,29 Mar 2001,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1128621,1128621,,"13 Canary Way, Whitby, Porirua, 5024
, New Zealand","13 Canary Way, Whitby, Porirua, 5024
, New Zealand",,,,,,,,,,,,,,,
129,44903,9429040741277,28 Sep 1943,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco44903,44903,,"Level 11, Shortland Tower One, 51-53 Shortland Street, Auckland
, New Zealand","Level 11, Shortland Tower One, 51-53 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,,,,
130,8159125,9429048993500,12 Feb 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8159125,8159125,,"W Storey, 123c Irwin Road, Rd 4, Pukekohe, 2679
, New Zealand","W Storey, 123c Irwin Road, Rd 4, Pukekohe, 2679
, New Zealand",,,,,,,,,,,,,,,
131,1597596,9429034972496,28 Jan 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1597596,1597596,,"Pene Johnstone Accounting, Cnr Austin Street & Cadbury Road, Onekawa, Napier
, New Zealand","Pene Johnstone Accounting, Cnr Austin Street & Cadbury Road, Onekawa, Napier
, New Zealand",,,,,,,,,,,,,,,
132,3082166,9429031402064,30 Aug 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3082166,3082166,,"Flat 3, 34 Huxley Street, Sydenham, Christchurch, 8023
, New Zealand","Flat 3, 34 Huxley Street, Sydenham, Christchurch, 8023
, New Zealand",,,,,,,,,,,,,,,
133,1954307,9429033322582,05 Jul 2007,Removed,NZ Limited Company,No,No,Showing 2 of 6 directors,httpsapp.companiesoffice.govt.nzco1954307,1954307,,"59 A Goodall Street, Hillsborough, Auckland, 1042
, New Zealand","59 A Goodall Street, Hillsborough, Auckland, 1042
, New Zealand",,,,,,,,,,,,,,,
134,3852596,9429030650435,24 May 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3852596,3852596,,"47 Mt Lebanon Crescent, The Gardens, Auckland, 2105
, New Zealand","47 Mt Lebanon Crescent, The Gardens, Auckland, 2105
, New Zealand",,,,,,,,,,,,,,,
135,341094,9429039619709,14 Sep 1987,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco341094,341094,,"Nattrass Gibb & Associates, 16 Clevedon Road, Papakura, 2110
, New Zealand","Nattrass Gibb & Associates, 16 Clevedon Road, Papakura, 2110
, New Zealand",,,,,,,,,,,,,,,
136,1518540,9429035366249,26 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1518540,1518540,,"Gilligan and Company Limited, Level 4, 20 Kent Street, Newmarket, Auckland, 1149
, New Zealand","Gilligan and Company Limited, Level 4, 20 Kent Street, Newmarket, Auckland, 1149
, New Zealand",,,,,,,,,,,,,,,
137,136619,9429031839044,27 Jun 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco136619,136619,,"188-192 Armagh St, Box 13104, Christchurch
, New Zealand",,,,,,,,,,,,,,,,
138,1600811,9429034951354,15 Feb 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1600811,1600811,,"48 Hillcrest Avenue, Hillcrest, Auckland, 0627
, New Zealand","48 Hillcrest Avenue, Hillcrest, Auckland, 0627
, New Zealand",,,,,,,,,,,,,,,
139,99540,9429040448114,17 Nov 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco99540,99540,,"11th Floor, Norwich Union Bldg, Queen St, Auckland
, New Zealand",,,,,,,,,,,,,,,,
140,1874593,9429033818696,11 Oct 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1874593,1874593,,"21 Moonlight Drive, Hamilton
, New Zealand","21 Moonlight Drive, Hamilton
, New Zealand",,,,,,,,,,,,,,,
141,689590,9429038439292,30 Aug 1995,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco689590,689590,,"1146 Avonside Drive, Christchurch
, New Zealand","1146 Avonside Drive, Christchurch
, New Zealand",,,,,,,,,,,,,,,
142,7908260,9429047984189,01 Apr 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7908260,7908260,,"Greenlane CA Limited, 97 Great South Road, Epsom, Auckland, 1051
, New Zealand","Greenlane CA Limited, 97 Great South Road, Epsom, Auckland, 1051
, New Zealand",,,,,,,,,,,,,,,
143,5496489,9429041487662,06 Nov 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5496489,5496489,,"Eastlight Recoveries Limited, Unit 5, 408 Hutt Road, Alicetown, Lower Hutt, 5010
, New Zealand","Eastlight Recoveries Limited, Unit 5, 408 Hutt Road, Alicetown, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,,,,
144,8073358,9429048502467,04 Aug 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8073358,8073358,,"C. J Ussher, 38 Tauiwi Crescent, Hei Hei, Christchurch, 8042
, New Zealand","C. J Ussher, 38 Tauiwi Crescent, Hei Hei, Christchurch, 8042
, New Zealand",,,,,,,,,,,,,,,
145,2188801,9429032487237,19 Nov 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2188801,2188801,,"Wayne Anderson Ltd, Office E2, 123 Ormiston Road, Flat Bush, Auckland, 2019
, New Zealand","Wayne Anderson Ltd, Office E2, 123 Ormiston Road, Flat Bush, Auckland, 2019
, New Zealand",,,,,,,,,,,,,,,
146,6919797,9429046885814,05 Jul 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6919797,6919797,,"BOSWORTH & CO LIMITED, 462 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand","82a Bond Street, Dunedin Central, Dunedin, 9016
, New Zealand",,,,,,,,,,,,,,,
147,177107,9429040144689,05 Dec 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco177107,177107,,"C/o Southwick Curtis & Co, 29 Hinemaru St Box 1346, Rotorua
, New Zealand",,,,,,,,,,,,,,,,
148,2087109,9429032939323,01 Feb 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2087109,2087109,,"412 Jackson Street, Petone, Lower Hutt, 5012
, New Zealand","412 Jackson Street, Petone, Lower Hutt, 5012
, New Zealand",,,,,,,,,,,,,,,
149,161912,9429040228655,02 Jun 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco161912,161912,,"Touche Ross & Co, Chartered Accountants, 86 Station Street, Napier
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,
150,1375779,9429035821816,22 Aug 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1375779,1375779,,"7 Jenkins Place, Manurewa, Auckland
, New Zealand","7jenkins Place, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,,,
151,2176544,9429032542486,21 Oct 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2176544,2176544,,"Unit 15, 44 William Pickering Drive, North Harbour, Auckland
, New Zealand","Unit 15, 44 William Pickering Drive, North Harbour, Auckland
, New Zealand",,,,,,,,,,,,,,,
152,1430500,9429035697442,29 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1430500,1430500,,"199c Captain Springs Road, Onehunga, Auckland
, New Zealand","199c Captain Springs Road, Onehunga, Auckland, Nz
, New Zealand",,,,,,,,,,,,,,,
