,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
87,185831,9429040125121,01 May 1963,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco185831,185831,,"Pakes Building, 269 Tutanekai Street, Rotorua
, New Zealand","-
, New Zealand",,,,,,,,,,,,
88,201136,9429040018119,18 Oct 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco201136,201136,,"C/o Bird & Gray, 240 The Strand, Whakatane
, New Zealand",,,,,,,,,,,,,
89,1281615,9429036094011,12 Mar 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1281615,1281615,,"Hammond & Moir, 13 Alexandra Street, Te Awamutu
, New Zealand","Hammond & Moir, 13 Alexandra Street, Te Awamutu
, New Zealand",,,,,,,,,,,,
90,61863,9429040681559,11 Aug 1961,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco61863,61863,,"Shepherd Road, Kerikeri
, New Zealand","Shepherd Road, Kerikeri
, New Zealand",,,,,,,,,,,,
91,12721,9429040931418,01 Jun 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco12721,12721,,"F J Nichols Limited, 6 Downsview Rd, Auckland 6
, New Zealand",,,,,,,,,,,,,
92,10475,9429040941974,01 Apr 1957,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco10475,10475,,"C/o M Y Walls & Associates, Level 6 Bowring Burgess Building, 69-71 Boulcott St Box 10-010, Wellington
, New Zealand",,,,,,,,,,,,,
93,6192354,9429045872266,12 Dec 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6192354,6192354,,"Mr G J Mankelow, 12 Chapel Street, Russell, Russell, 0202
, New Zealand","Mr G J Mankelow, 12 Chapel Street, Russell, Russell, 0202
, New Zealand",,,,,,,,,,,,
94,2075839,9429032982176,19 Dec 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2075839,2075839,,"1st Floor, Vtr House, 24 Manukau Rd, Epsom, Auckland
, New Zealand","1st Floor, Vtr House, 24 Manukau Rd, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
95,817415,9429038278723,09 Jul 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco817415,817415,,"Level 18, Deloitte Centre, 80 Queen St, Auckland, 1140
, New Zealand","Level 18, Deloitte Centre, 80 Queen St, Auckland, 1140
, New Zealand",,,,,,,,,,,,
96,1909169,9429033607146,12 Feb 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1909169,1909169,,"C/-wallace Diack Ca Limited, 19 Henry Street, Blenheim
, New Zealand","C/-wallace Diack Ca Limited, 19 Henry Street, Blenheim
, New Zealand",,,,,,,,,,,,
97,153439,9429040274508,01 May 1961,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco153439,153439,,"Wilding Smith & Co, Chartered Accountants, 51 Tancred Street, Hokitika
, New Zealand","Wilding Smith & Co, Chartered Accountants, 51 Tancred Street, Hokitika
, New Zealand",,,,,,,,,,,,
98,1242824,9429036311866,30 Sep 2002,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1242824,1242824,,"15a Beach Road, Milford, Auckland 9
, New Zealand","15a Beach Road, Milford, Auckland
, New Zealand",,,,,,,,,,,,
99,1615971,9429034859896,23 Mar 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1615971,1615971,,"117 Taranaki St, Wellington
, New Zealand","117 Taranaki St, Wellington
, New Zealand",,,,,,,,,,,,
100,872849,9429038012945,22 Sep 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco872849,872849,,"Duns Limited, Level 16 Price Waterhouse Centre, 119 Armagh Street, Christchurch
, New Zealand","Duns Limited, Level 16 Price Waterhouse Centre, 119 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
101,193725,9429040081441,02 Oct 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco193725,193725,,"63 College Rd, Edgecumbe
, New Zealand",,,,,,,,,,,,,
102,31391,9429040835686,04 Sep 1975,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco31391,31391,,"2nd Floor, Central House, 26 Brandon Street, Wellington
, New Zealand","2nd Floor, Central House, 26 Brandon Street, Wellington
, New Zealand",,,,,,,,,,,,
103,71046,9429040641973,22 Jul 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco71046,71046,,"Marewa House, Marewa Village, Kennedy Rd, Napier
, New Zealand",,,,,,,,,,,,,
104,1117974,9429036997183,20 Feb 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1117974,1117974,,"Level 5, 130 Broadway, Newmarket
, New Zealand","Lv 4 130 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
105,9647,9429040946825,24 Jan 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco9647,9647,,"41 Perry St, Masterton
, New Zealand",,,,,,,,,,,,,
106,136898,9429031836456,07 Oct 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco136898,136898,,"65a Mckenzie Avenue, Christchurch 2
, New Zealand",,,,,,,,,,,,,
107,695310,9429038421334,21 Sep 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco695310,695310,,"20 Windermere Cresent, Blockhouse Bay, Auckland
, New Zealand","Tax Smart Ltd, Unit 6/531 Great South Road, Penrose, Auckland
, New Zealand",,,,,,,,,,,,
108,86807,9429040541600,03 Apr 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco86807,86807,,"78 Koraha St, Remuera
, New Zealand",,,,,,,,,,,,,
109,1002950,9429037425500,02 Dec 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1002950,1002950,,"C/- Hareb & Baker Ltd, 6 Queen Street, Waiuku 1852
, New Zealand","C/- Hareb & Baker Limited, 6 Queen Street, Waiuku 1852
, New Zealand",,,,,,,,,,,,
110,1252350,9429036259182,06 Nov 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1252350,1252350,,"Accounting Taxation Services, South Taranaki Limited, 113 High Street, Hawera, South Taranaki
, New Zealand","Accounting Taxation Services, South Taranaki Limited, 113 High Street, Hawera, South Taranaki
, New Zealand",,,,,,,,,,,,
111,5831889,9429042027560,30 Oct 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5831889,5831889,,"228a Valley Road, Mount Maunganui, Mount Maunganui, 3116
, New Zealand","228a Valley Road, Mount Maunganui, Mount Maunganui, 3116
, New Zealand",,,,,,,,,,,,
112,101293,9429040433592,27 Jul 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco101293,101293,,"15 Man St, Queenstown
, New Zealand",,,,,,,,,,,,,
113,175576,9429040148632,23 Mar 1949,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco175576,175576,,"1853 Kihikihi Road, Te Awamutu
, New Zealand","1853 Kihikihi Road, Te Awamutu
, New Zealand",,,,,,,,,,,,
114,15742,9429040919454,31 Oct 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco15742,15742,,"82 Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
115,821418,9429038259692,26 Aug 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco821418,821418,,"C/- Official Assignee, Second Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand","C/- Official Assingee, Second Floor, A S B Building, 500 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
116,86537,9429040545714,13 Mar 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco86537,86537,,"Hunts Building, 178 Great South Road, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,
117,2192601,9429032468823,01 Dec 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2192601,2192601,,"52 View Road, Henderson, Waitakere 0612
, New Zealand","52 View Road, Henderson, Waitakere 0612
, New Zealand",,,,,,,,,,,,
118,17635,9429040910833,25 Jun 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17635,17635,,"C/o Messrs Odling & Mcgrath, Public Accountants, 49 Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
119,4699179,9429030027299,17 Oct 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4699179,4699179,,"ROSS KENNERLEY ACCOUNTANCY LIMITED, 3 Hueglow Rise, West Harbour, Waitakere, 0618
, New Zealand","ROSS KENNERLEY ACCOUNTANCY LIMITED, 3 Hueglow Rise, West Harbour, Waitakere, 0618
, New Zealand",,,,,,,,,,,,
120,2262329,9429032199758,29 Jun 2009,Removed,NZ Limited Company,No,DELOITTE LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2262329,2262329,,"Deloitte, 80 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","Deloitte, 80 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
121,96693,9429040472812,28 Nov 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco96693,96693,,"C/o Allan R Fell C.a, 16 Queen Street, Papakura, Auckland
, New Zealand",,,,,,,,,,,,,
122,10503,9429040940328,10 Apr 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10503,10503,,"Markham & Partners, 10th Flr Willbank House, 57 Willis St, Wellington
, New Zealand",,,,,,,,,,,,,
123,1921001,9429033530024,12 Apr 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1921001,1921001,,"Helston & Associates Limited, 36 Birmingham Drive, Middleton, Christchurch, 8024
, New Zealand","Helston & Associates Limited, 36 Birmingham Drive, Middleton, Christchurch, 8024
, New Zealand",,,,,,,,,,,,
124,39897,9429040766157,07 Dec 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco39897,39897,,"38 Grey St, Marton
, New Zealand",,,,,,,,,,,,,
125,2002914,9429033098425,05 Oct 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2002914,2002914,,"Capper Macdonald & King Limited, 87 Regan Street, Stratford, Stratford, 4332
, New Zealand","Capper Macdonald & King Limited, 87 Regan Street, Stratford, Stratford, 4332
, New Zealand",,,,,,,,,,,,
126,927661,9429037751371,30 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco927661,927661,,"Level 1 36 Williamson Ave, Ponsonby, Auckland
, New Zealand","Level 1 36 Williamson Ave, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
127,582126,9429038868160,10 May 1993,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco582126,582126,,"Rd, Tiki Landing, Coromandel
, New Zealand","Rd, Tiki Landing, Coromandel
, New Zealand",,,,,,,,,,,,
128,125636,9429031960809,24 Jun 1958,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco125636,125636,,"C/o Brian F Adair, 211 High Street, Rangiora
, New Zealand",,,,,,,,,,,,,
129,1269147,9429036169832,31 Jan 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1269147,1269147,,"Level 1, 14 Penrose Road, Penrose, Auckland
, New Zealand","Level 1, 14 Penrose Road, Penrose, Auckland
, New Zealand",,,,,,,,,,,,
130,255573,9429039901941,26 Sep 1984,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco255573,255573,,"54b Avalon Drive, Hamilton
, New Zealand",,,,,,,,,,,,,
131,1584793,9429035044819,10 Jan 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1584793,1584793,,"IW McLennan Ltd, 33/2 Bishop Dunn Place, Flat Bush, Manukau, 2013
, New Zealand","2/9 Uldale Place, Northpark, Manukau, 2013
, New Zealand",,,,,,,,,,,,
132,1836718,9429034013564,12 Jul 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1836718,1836718,,"30b Anthony Crescent, Melville, Hamilton
, New Zealand","30b Anthony Crescent, Melville, Hamilton
, New Zealand",,,,,,,,,,,,
133,4654259,9429030057531,17 Sep 2013,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4654259,4654259,,"Carkleen NZ Ltd, 2 Te Apunga Place, Mount Wellington, Auckland, 1060
, New Zealand","Carkleen NZ Ltd, 2 Te Apunga Place, Mount Wellington, Auckland, 1060
, New Zealand",,,,,,,,,,,,
134,61260,9429040683324,14 Apr 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco61260,61260,,"148 Campbell Rd, One Tree Hill, Auckland
, New Zealand",,,,,,,,,,,,,
135,2128826,9429032756128,12 May 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2128826,2128826,,"Vogue House, First Floor, 9 Prince Avenue, Mount Maunganui
, New Zealand","Vogue House, First Floor, 9 Prince Avenue, Mount Maunganui
, New Zealand",,,,,,,,,,,,
136,952474,9429037624484,25 Mar 1999,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco952474,952474,,"167 Hall Ave, Mangere
, New Zealand","167 Hall Ave, Mangere
, New Zealand",,,,,,,,,,,,
137,1193953,9429036593682,08 Mar 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1193953,1193953,,"67 Hetley Crescent,, Napier.
, New Zealand","67 Hetley Crescent,, Napier.
, New Zealand",,,,,,,,,,,,
138,143190,9429040324135,21 Dec 1917,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco143190,143190,,"Mitson Bell & Co, 106 George St, Dunedin
, New Zealand",,,,,,,,,,,,,
139,51711,9429040719399,21 Sep 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco51711,51711,,"2/34 Nordon Place, Remuera Auckland
, New Zealand",,,,,,,,,,,,,
140,1638194,9429034750469,01 Jun 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1638194,1638194,,"15a Hokonui Drive, Gore
, New Zealand","15a Hokonui Drive, Gore
, New Zealand",,,,,,,,,,,,
141,1160300,9429036780426,11 Sep 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1160300,1160300,,"Mcelroy Dutt & Thomson, Level 2, 161 Manukau Road, Epsom, Auckland, 1023
, New Zealand","Mcelroy Dutt & Thomson, Level 2, 161 Manukau Road, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,,,,
142,100666,9429040436265,03 May 1977,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco100666,100666,,"129b Motatau Road, Papatoetoe
, New Zealand",,,,,,,,,,,,,
143,187882,9429040115771,12 May 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco187882,187882,,"Co Osborne Garrett & Doole, Tuhoro St Box 1, Otorohanga
, New Zealand",,,,,,,,,,,,,
144,1198982,9429036564057,09 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1198982,1198982,,"37 Mckerrow Street, Shiel Hill, Dunedin, 9013
, New Zealand","37 Mckerrow Street, Shiel Hill, Dunedin, 9013
, New Zealand",,,,,,,,,,,,
145,191647,9429040095561,04 Jun 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco191647,191647,,"Grey Street, Tauranga
, New Zealand",,,,,,,,,,,,,
146,1768893,9429034302538,14 Feb 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1768893,1768893,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,
147,49350,9429040726519,10 Dec 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco49350,49350,,"17 Hall St, Pukekohe
, New Zealand",,,,,,,,,,,,,
148,144072,9429040321561,02 Apr 1946,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco144072,144072,,"Automobile Association Building, 450 Moray Place, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
149,10200,9429040941691,31 Oct 1956,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco10200,10200,,"Deloitte, 10 Brandon Street, Wellington Central, Wellington, 6011
, New Zealand","Deloitte, 10 Brandon Street, Wellington Central, Wellington, 6011
, New Zealand",,,,,,,,,,,,
150,813991,9429038297007,20 Jun 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco813991,813991,,"15 Raglan Street, Mangere
, New Zealand","15 Raglan Street, Mangere
, New Zealand",,,,,,,,,,,,
151,1471278,9429035604099,23 Dec 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1471278,1471278,,"2w / 15 Nelson Street, Auckland Central, Auckland
, New Zealand","2w / 15 Nelson Street, Auckland Central, Auckland
, New Zealand",,,,,,,,,,,,
152,3733335,9429030778030,27 Feb 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3733335,3733335,,"110 Moire Road, West Harbour, Auckland, 0618
, New Zealand","110 Moire Road, West Harbour, Auckland, 0618
, New Zealand",,,,,,,,,,,,
153,2334251,9429031858564,05 Oct 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2334251,2334251,,"Candy Gillespie, 20 Arawa Street, Matamata, 3400
, New Zealand","Candy Gillespie, 20 Arawa Street, Matamata, 3400
, New Zealand",,,,,,,,,,,,
154,184419,9429040128160,21 Aug 1961,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco184419,184419,,"Thames St, Morrinsville
, New Zealand",,,,,,,,,,,,,
155,106319,9429040386027,15 Aug 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco106319,106319,,"9 Resolute Way, Papakura
, New Zealand",,,,,,,,,,,,,
156,1589292,9429035020356,21 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1589292,1589292,,"Moore Stephens Markhams Auckland, Level 10, 203 Queen Street, Auckland, 1010
, New Zealand","Moore Stephens Markhams Auckland, Level 10, 203 Queen Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
157,35188,9429040804743,02 Feb 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco35188,35188,,"C/o Hogg Young Cathie & Co, Chartered Accountants, 155-161 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,
158,17392,9429040912233,29 Apr 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17392,17392,,"20 Wood St, Wainuiomata
, New Zealand",,,,,,,,,,,,,
159,188738,9429040110875,26 Jul 1967,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco188738,188738,,"Ernst & Young, P O Box 9159, Corner, Victoria & London Streets, Hamilton
, New Zealand",,,,,,,,,,,,,
160,1511215,9429035406358,03 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1511215,1511215,,"C/-deloitte, 80 Queen Street, Auckland 1010
, New Zealand","C/-deloitte, 80 Queen Street, Auckland 1010
, New Zealand",,,,,,,,,,,,
161,1662923,9429034657850,12 Jul 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1662923,1662923,,"Flat 1-1100 Karamu Rd, Hastings
, New Zealand","Flat 1-1100 Karamu Rd, Hastings
, New Zealand",,,,,,,,,,,,
162,3749264,9429030754225,19 Mar 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3749264,3749264,,"8b Homersham Place, Burnside, Christchurch, 8053
, New Zealand","8b Homersham Place, Burnside, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
