,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:
90,2192996,9429032466751,01 Dec 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2192996,2192996,,"94 Shakespeare Street, Leamington, Cambridge, 3432
, New Zealand","94 Shakespeare Street, Leamington, Cambridge, 3432
, New Zealand",,,,,,,,
91,55298,9429040706504,11 Jun 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco55298,55298,,"104 Mt Eden Road, Mt Eden, Auckland
, New Zealand",,,,,,,,,
92,3685875,9429030851399,12 Dec 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3685875,3685875,,"3 Laurel Oak Drive, Schnapper Rock, Auckland, 0632
, New Zealand","3 Laurel Oak Drive, Schnapper Rock, Auckland, 0632
, New Zealand",,,,,,,,
93,569612,9429038903977,20 Nov 1992,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco569612,569612,,"41 Station Road, Penrose, Auckland
, New Zealand","41 Station Road, Penrose, Auckland
, New Zealand",,,,,,,,
94,983966,9429037460143,12 Oct 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco983966,983966,,"217 Ohauiti Road, Tauranga
, New Zealand","217 Ohauiti Road, Tauranga
, New Zealand",,,,,,,,
95,349052,9429039592286,25 May 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco349052,349052,,"Ernst & Whinney House, Fifth Floor, Corner Victoria & London Streets, Hamilton
, New Zealand",,,,,,,,,
96,187220,9429040117508,30 Jun 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco187220,187220,,"7 Rushton Ave, Tauranga
, New Zealand",,,,,,,,,
97,2153735,9429032650471,15 Jul 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2153735,2153735,,"Lawler & Co Limited, 2/110 Lunn Avenue, Auckland, 1072
, New Zealand","Lawler & Co Limited, 2/110 Lunn Avenue, Auckland, 1072
, New Zealand",,,,,,,,
98,1236694,9429036348534,29 Aug 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1236694,1236694,,"28 Argyle Street, Mornington, Dunedin
, New Zealand","28 Argyle Street, Mornington, Dunedin
, New Zealand",,,,,,,,
99,7537218,9429047513334,26 Jun 2019,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7537218,7537218,,"ME ACCOUNTANTS LIMITED, 378 Crozier Street, Pirongia, Pirongia, 3802
, New Zealand","ME ACCOUNTANTS LIMITED, 378 Crozier Street, Pirongia, Pirongia, 3802
, New Zealand",,,,,,,,
100,8151284,9429048905954,21 Jan 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8151284,8151284,,"9 Old French Road, Rd 1, Takamatua, 7581
, New Zealand","9 Old French Road, Rd 1, Takamatua, 7581
, New Zealand",,,,,,,,
101,820121,9429038266331,12 Aug 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco820121,820121,,"C/- Vanburwray, 7 Liardet Street, New Plymouth
, New Zealand","C/- Vanburwray, 7 Liardet Street, New Plymouth
, New Zealand",,,,,,,,
102,1544058,9429035237860,12 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1544058,1544058,,"13 Lillybank Crescent, Dannemora, Auckland
, New Zealand","Unit 4, 40 Andromeda Crescent, East Tamaki, Auckland
, New Zealand",,,,,,,,
103,1675141,9429034614709,04 Aug 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1675141,1675141,,"24 Venus Place, Bucklands Beach, Auckland
, New Zealand","24 Venus Place, Bucklands Beach, Auckland
, New Zealand",,,,,,,,
104,198460,9429040042305,08 Aug 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198460,198460,,"5 Forrester Drive, Welcome Bay, Tauranga
, New Zealand",,,,,,,,,
105,815910,9429038285073,26 Jun 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco815910,815910,,"C/- Coopers Limited, Level 6, Harrington House, Harrington Street, Tauranga
, New Zealand","C/- Coopers Limited, Level 6, Harrington House, Harrington Street, Tauranga
, New Zealand",,,,,,,,
106,6909,9429040955957,15 Sep 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco6909,6909,,"82 Main Rd, Tawa
, New Zealand",,,,,,,,,
107,79522,9429040590363,29 Jun 1970,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco79522,79522,,"1 Rewiti Avenue, Takapuna
, New Zealand","Trifunovich & Co, Chartered Accountants, Level 2, 24 Manukau Rd, Newmarket, Auckland
, New Zealand",,,,,,,,
108,108018,9429032255904,31 Mar 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco108018,108018,,"11 Kaurimu Rise, Titirangi, Auckland
, New Zealand",,,,,,,,,
109,5479661,9429041442722,06 Oct 2014,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5479661,5479661,,"C/- Generator CA Limited, Unit 18/47 Cherrywood Drive, Tauranga, 3110
, New Zealand","C/- Generator CA Limited, Unit 18/47 Cherrywood Drive, Tauranga, 3110
, New Zealand",,,,,,,,
110,16025,9429040917740,12 Mar 1964,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco16025,16025,,"16 Royal Street, Upper Hutt
, New Zealand",,,,,,,,,
111,892091,9429037925468,04 Feb 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco892091,892091,,"C/- Grant Vennell, Chartered Accountant, 1st Floor, 683 Whangaparaoa Road, Whangaparaoa
, New Zealand","C/- Grant Vennell, Chartered Accountant, 1st Floor, 683 Whangaparaoa Road, Whangaparaoa
, New Zealand",,,,,,,,
112,947995,9429037650520,09 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco947995,947995,,"1st Floor, Building 5, Central Park, 666 Great South Road, Penrose, Auckland
, New Zealand","1st Floor, Building 5, Central Park, 666 Great South Road, Penrose, Auckland
, New Zealand",,,,,,,,
113,1926911,9429033493350,02 Apr 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1926911,1926911,,"Osborne Read Limited, 3 Waltons Avenue, Kuripuni, Masterton, 5810
, New Zealand","Osborne Read Limited, 3 Waltons Avenue, Kuripuni, Masterton, 5810
, New Zealand",,,,,,,,
114,196070,9429040064062,08 Apr 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco196070,196070,,"306 Alexandra Street, Te Awamutu
, New Zealand",,,,,,,,,
115,1307071,9429035969273,22 May 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1307071,1307071,,"4 Marine Parade, Mount Maunganui, Mount Maunganui, 3116
, New Zealand","4 Marine Parade, Mount Maunganui, Mount Maunganui, 3116
, New Zealand",,,,,,,,
116,19081,9429040902937,22 Aug 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco19081,19081,,"C. Louis - A.c.a, 91 Main Rd, Tawa
, New Zealand",,,,,,,,,
117,1615309,9429034863190,24 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1615309,1615309,,"C/-lock & Partners Ltd, 1/171 Hobson Street, Auckland
, New Zealand","C/-lock & Partners Ltd, 1/171 Hobson Street, Auckland
, New Zealand",,,,,,,,
118,1413322,9429035736127,13 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1413322,1413322,,"C/-h M Associtates, Cnr Robins & Gorge Roads, Queenstown
, New Zealand","C/- H M Associates, Cnr Robins & Gorge Roads, Queenstown
, New Zealand",,,,,,,,
119,2322118,9429031923453,15 Sep 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2322118,2322118,,"62/24 Norrie Ave, Mt Albert, Auckland, 1025
, New Zealand","62/24 Norrie Ave, Mt Albert, Auckland, 1025
, New Zealand",,,,,,,,
120,1688971,9429034560938,20 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1688971,1688971,,"Heather K Trent, 44 Dakota Crescent, Wigram, Christchurch, 8042
, New Zealand","Heather K Trent, 44 Dakota Crescent, Wigram, Christchurch, 8042
, New Zealand",,,,,,,,
121,1493821,9429035477457,16 Mar 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1493821,1493821,,"308/72 Herald Street, Berhampore, Wellington
, New Zealand","308/72 Herald Street, Berhampore, Wellington
, New Zealand",,,,,,,,
122,2151233,9429032661057,29 Jul 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2151233,2151233,,"45 Felix Street, Penrose, Auckland
, New Zealand","45 Felix Street, Penrose, Auckland
, New Zealand",,,,,,,,
123,1919797,9429033542287,13 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1919797,1919797,,"C/-kennelly Law, 1st Floor, 12 Tamariki Avenue,, Orewa
, New Zealand","C/-kennelly Law, 1st Floor, 12 Tamariki Avenue,, Orewa
, New Zealand",,,,,,,,
124,103843,9429040410388,01 Sep 1978,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco103843,103843,,"Kumeu Professional Centre, Cnr Access Road/shamrock Drive, Kumeu
, New Zealand","Barretts Road, R D 3, Albany
, New Zealand",,,,,,,,
125,1299425,9429036000920,05 May 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1299425,1299425,,"M and M Quartly Investments, 17 Tuckers Road, Redwood, Christchurch, 8051
, New Zealand","M and M Quartly Investments, 17 Tuckers Road, Redwood, Christchurch, 8051
, New Zealand",,,,,,,,
126,67658,9429040656229,01 Dec 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco67658,67658,,"Braigh Rd, R D 3, Waipu
, New Zealand",,,,,,,,,
127,1863726,9429033879024,07 Sep 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1863726,1863726,,"Oldershaw & Co Ltd, Marewa House, Kennedy Road, Napier
, New Zealand","Oldershaw & Co Ltd, Marewa House, Kennedy Road, Napier
, New Zealand",,,,,,,,
128,16590,9429040915715,26 Aug 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco16590,16590,,"67 Ruapehu Street, Paraparaumu
, New Zealand",,,,,,,,,
129,31917,9429040829838,30 Dec 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco31917,31917,,"Sorenson & Co, 30 Queen St, Levin
, New Zealand","Sorenson & Co, 30 Queen St, Levin
, New Zealand",,,,,,,,
130,2317483,9429031944243,16 Sep 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2317483,2317483,,"1 Campbell Drive, Warkworth, Auckland, 0910
, New Zealand","1 Campbell Drive, Warkworth, Auckland, 0910
, New Zealand",,,,,,,,
131,2233911,9429032285567,27 Apr 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2233911,2233911,,"42 Koromiko Street, Tauranga
, New Zealand","42 Koromiko Street, Tauranga
, New Zealand",,,,,,,,
132,1969464,9429033225449,27 Jul 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1969464,1969464,,"Linklater Accounting, 374 South Road, Caversham, Dunedin, 9012
, New Zealand","Linklater Accounting, 374 South Road, Caversham, Dunedin, 9012
, New Zealand",,,,,,,,
133,8512947,9429050949267,09 Nov 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8512947,8512947,,"MARTIN MORGAN, 8 Dundas Place, Awapuni, Palmerston North, 4412
, New Zealand","MARTIN MORGAN, 8 Dundas Place, Awapuni, Palmerston North, 4412
, New Zealand",,,,,,,,
134,198560,9429040041063,26 Sep 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198560,198560,,"8 Gerrand Place, Hamilton
, New Zealand",,,,,,,,,
135,615591,9429038751394,24 May 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco615591,615591,,"154 Tuam Street, Christchurch
, New Zealand",,,,,,,,,
136,14938,9429040922782,21 Dec 1962,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco14938,14938,,"5 Bradey Road, Pauatahanui, Rd1,, Porirua
, New Zealand","5 Bradey Road, Pauatahanui, R D 1, Porirua
, New Zealand",,,,,,,,
137,1368619,9429035840244,04 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1368619,1368619,,"19 Portage Road, New Lynn, Auckland
, New Zealand","19 Portage Road, New Lynn, Auckland
, New Zealand",,,,,,,,
138,122449,9429031989947,29 Aug 1946,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco122449,122449,,"37 Selwyn St, Timaru
, New Zealand",,,,,,,,,
139,1777137,9429034272756,28 Feb 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1777137,1777137,,"Offices D L Krebs Chartered Accountant, 130 Ranui Road, R D 3 Kawakawa 0291
, New Zealand","1 Pomare Road, Russell
, New Zealand",,,,,,,,
140,1494749,9429035471813,23 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1494749,1494749,,"C/- Business System Solutions Ltd, 193-195 Dominion Road, Mt. Eden, Auckland
, New Zealand","C/- Business System Solutions Ltd., 193-195 Dominion Road, Mt. Eden, Auckland
, New Zealand",,,,,,,,
141,1116916,9429037002541,20 Feb 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1116916,1116916,,"30 Tutanekai St.,, Grey Lynn, Auckland
, New Zealand","30 Tutanekai Street, Grey Lynn, Auckland
, New Zealand",,,,,,,,
142,2189853,9429032482485,26 Nov 2008,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2189853,2189853,,"Crowe Horwath, 21 Brownston Street, Wanaka, 9305
, New Zealand","Crowe Horwath, 21 Brownston Street, Wanaka, 9305
, New Zealand",,,,,,,,
143,517203,9429039076069,09 Aug 1991,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco517203,517203,,"Park Lane, The Strand, Whakatane
, New Zealand","Park Lane, The Strand, Whakatane
, New Zealand",,,,,,,,
144,1642132,9429034728970,02 Jun 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1642132,1642132,,"Myers & Co Ltd, 201-213 West Street, Ashburton
, New Zealand","Myers & Co Ltd, 201-213 West Street, Ashburton
, New Zealand",,,,,,,,
145,1809331,9429034148457,28 Apr 2006,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1809331,1809331,,"Malloch McClean, 101 Don Street, Invercargill, Invercargill, 9810
, New Zealand","Malloch McClean, 101 Don Street, Invercargill, Invercargill, 9810
, New Zealand",,,,,,,,
146,1331567,9429035933809,13 Jun 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1331567,1331567,,"32 Robieson Street, Roseneath
, New Zealand","32 Robieson Street, Roseneath
, New Zealand",,,,,,,,
147,54662,9429040706924,18 Dec 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco54662,54662,,"3rd Floor, Aic House, 90 Symonds St, Auckland
, New Zealand",,,,,,,,,
148,154568,9429040268200,22 Jul 1938,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco154568,154568,,"C/o Port Craig Timber Co Ltd, Mersey St, Invercargill
, New Zealand",,,,,,,,,
149,665838,9429038527838,24 Feb 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco665838,665838,,"127 Symonds Street, Auckland
, New Zealand","127 Symonds Street, Auckland
, New Zealand",,,,,,,,
150,1735731,9429034412503,25 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1735731,1735731,,"Ford Building, 86 Highbrook Drive, Auckland, 2013
, New Zealand","Ford Building, 86 Highbrook Drive, Auckland, 2013
, New Zealand",,,,,,,,
151,1216863,9429036460199,05 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1216863,1216863,,"Walker Davey Ltd, 3rd Floor, 148 Victoria Street, Christchurch
, New Zealand","3rd Floor, 148 Victoria Street, Christchurch
, New Zealand",,,,,,,,
152,1516514,9429035376293,25 May 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1516514,1516514,,"170 Kara Road, Rd 9, Whangarei, 0179
, New Zealand","170 Kara Road, Rd 9, Whangarei, 0179
, New Zealand",,,,,,,,
153,4909839,9429041066638,03 Feb 2014,Removed,NZ Limited Company,No,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco4909839,4909839,,"18 Exploration Way, Whitby, Porirua, 5024
, New Zealand","18 Exploration Way, Whitby, Porirua, 5024
, New Zealand",,,,,,,,
154,70088,9429040644196,04 Mar 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco70088,70088,,"92a Uxbridge Rd, Howick
, New Zealand",,,,,,,,,
155,1684635,9429034582213,26 Aug 2005,Removed,NZ Limited Company,Yes,CORELLI HOLDINGS LIMITED,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1684635,1684635,,"29 Brick Bay Drive, Warkworth, 0982
, New Zealand","29 Brick Bay Drive, Warkworth, 0982
, New Zealand",,,,,,,,
156,3401332,9429031079921,22 Jun 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3401332,3401332,,"SOLUTIONS ACCOUNTING & BUSINESS SERVICES LTD, 3 Scarboro Terrace, Murrays Bay, North Shore City, 0630
, New Zealand","SOLUTIONS ACCOUNTING & BUSINESS SERVICES LTD, 3 Scarboro Terrace, Murrays Bay, North Shore City, 0630
, New Zealand",,,,,,,,
157,1204002,9429036533466,12 Apr 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1204002,1204002,,"11 Burnside Avenue, Mount Albert, Auckland, 1025
, New Zealand","11 Burnside Avenue, Mount Albert, Auckland, 1025
, New Zealand",,,,,,,,
158,1055785,9429037174934,15 Aug 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1055785,1055785,,"TFS Chartered Accountants, 214 Main Road, Tawa, Wellington, 5028
, New Zealand","214 Main Road, Tawa, Wellington, 5028
, New Zealand",,,,,,,,
159,103616,9429040410395,03 Aug 1978,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco103616,103616,,"Level 12, 17 Albert Street, Auckland, 1010
, New Zealand","Level 12, 17 Albert Street, Auckland, 1010
, New Zealand",,,,,,,,
160,734,9429040974545,11 Jun 1907,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco734,734,,"8th Floor, Wellington Trade Centre, 173-175 Victoria Street, Wellington
, New Zealand",,,,,,,,,
161,2157672,9429032633153,22 Aug 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2157672,2157672,,"59 Coverdale Street, Onekawa, Napier, 4110
, New Zealand","59 Coverdale Street, Onekawa, Napier, 4110
, New Zealand",,,,,,,,
162,1601391,9429034948514,28 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1601391,1601391,,"Shannon Wrigley & Co Ltd, 30 Duke Street, Cambridge 3434
, New Zealand","Shannon Wrigley & Co Ltd, 30 Duke Street, Cambridge 3434
, New Zealand",,,,,,,,
