,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,FRA Reporting Month:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
88,15589,9429040919959,25 Sep 1963,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco15589,15589,,"Howard Padman Chartered, Accountants Limited, 18 Napier Road, Havelock North
, New Zealand","Howard Padman Chartered, Accountants Limited, 18 Napier Road, Havelock North
, New Zealand",,,,,,,,,,,,
89,201143,9429040019055,22 Oct 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco201143,201143,,"1141 Pukaki Street, Rotorua
, New Zealand","1141 Pukaki Street, Rotorua
, New Zealand",,,,,,,,,,,,
90,1496609,9429031812016,31 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1496609,1496609,,"15a Hokonui Drive, Gore
, New Zealand","O'connor Richmond, Chartered Accountants, 15a Hokonui Drive, Gore
, New Zealand",,,,,,,,,,,,
91,14477,9429040924656,03 Jul 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco14477,14477,,"69 Rutherford St, Lower Hutt
, New Zealand",,,,,,,,,,,,,
92,921814,9429037779474,19 Aug 1998,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco921814,921814,,"3 Seaview Road, Paraparaumu Beach
, New Zealand","3 Seaview Road, Paraparaumu Beach
, New Zealand","THIRD, JOHN",TSC GLOBAL LIMITED,64 4 4735155,,31 Jan 2001,"Debenture
29 Sep 2000
TOAD HALL LIMITED Secured Party",,,,,,
93,2245313,9429032240429,18 May 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2245313,2245313,,"Level 4, Smith & Caughey Building, 253 Queen Street, Auckland 1010, C/-gilligan Sheppard Ltd
, New Zealand","Level 4, Smith & Caughey Building, 253 Queen Street, Auckland 1010, C/-gilligan Sheppard Ltd
, New Zealand",,,,,,,,,,,,
94,89214,9429040524955,31 Oct 1973,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco89214,89214,,"C/- Tom Rodewald & Associates, Cnr Queen & Jocelyn Street, Te Puke
, New Zealand","C/- Olsen & Kirby, Jocelyn Street, Te Puke
, New Zealand",,,,,,,,,,,,
95,1261646,9429036212583,05 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1261646,1261646,,"108 Peverel Street, Riccarton, Christchurch, 8041
, New Zealand","108 Peverel Street, Riccarton, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
96,2123539,9429032777918,01 May 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2123539,2123539,,"230 Queen St, Waimate, 7924
, New Zealand","230 Queen St, Waimate, 7924
, New Zealand",,,,,,,,,,,,
97,1679584,9429034599112,15 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1679584,1679584,,"Level 1, 46 Victoria Street, Alicetown, Lower Hutt
, New Zealand","Level 1, 46 Victoria Street, Alicetown, Lower Hutt
, New Zealand",,,,,,,,,,,,
98,4657739,9429030055605,23 Sep 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4657739,4657739,,"19a Bayfair Drive, Mount Maunganui, Mount Maunganui, 3116
, New Zealand","19a Bayfair Drive, Mount Maunganui, Mount Maunganui, 3116
, New Zealand",,,,,,,,,,,,
99,34392,9429040814049,20 Apr 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco34392,34392,,"37 Bell St, Linden, Wellington
, New Zealand",,,,,,,,,,,,,
100,6031855,9429042423188,27 Jun 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6031855,6031855,,"C Lenssen, 6 Alder Place, Newlands, Wellington, 6037
, New Zealand","C Lenssen, 6 Alder Place, Newlands, Wellington, 6037
, New Zealand",,,,,,,,,,,,
101,896227,9429037905040,12 Mar 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco896227,896227,,"C/o Official Assignee, 2nd Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand","C/- Official Assignee, 2nd Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
102,1619104,9429034842225,05 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1619104,1619104,,"Level 2, 11 Picton Ave, Christchurch
, New Zealand","Level 2, 11 Picton Ave, Christchurch
, New Zealand",,,,,,,,,,,,
103,2311911,9429031973762,14 Sep 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2311911,2311911,,"MGI Auckland, Level 2, 81 Carlton Gore Road, Newmarket, Auckland
, New Zealand","MGI Auckland, Level 2, 81 Carlton Gore Road, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
104,8175779,9429049205688,09 Apr 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8175779,8175779,,"ACCOUNTING TASMAN LIMITED, 205c Queen Street, Richmond, Nelson, 7020
, New Zealand","ACCOUNTING TASMAN LIMITED, 205c Queen Street, Richmond, Nelson, 7020
, New Zealand",,,,,,,,,,,,
105,822310,9429038256004,06 Sep 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco822310,822310,,"36 Waygreen Avenue, Christchurch
, New Zealand","36 Waygreen Avenue, Christchurch
, New Zealand",,,,,,,,,,,,
106,577540,9429038886041,28 Jan 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco577540,577540,,"18 A Eastern Beach Road, Eastern Beach, Auckland
, New Zealand",,,,,,,,,,,,,
107,3983279,9429030532298,17 Sep 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3983279,3983279,,"24 Orinda Close, Botany Downs, Auckland, 2010
, New Zealand","24 Orinda Close, Botany Downs, Auckland, 2010
, New Zealand",,,,,,,,,,,,
108,83125,9429040567945,20 Dec 1971,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco83125,83125,,"31 Alton Tce, Pakuranga
, New Zealand",,,,,,,,,,,,,
109,182968,9429040131283,06 Apr 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco182968,182968,,"25 Roche Street, Te Awamutu
, New Zealand",,,,,,,,,,,,,
110,102328,9429040422923,18 Jan 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco102328,102328,,"C/o Mdh Fish, Hurstmere Hse, 128 Hurstmere Rd, Takapuna 9
, New Zealand",,,,,,,,,,,,,
111,2042746,9429033053868,15 Nov 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2042746,2042746,,"Campbell Tyson Limited, Level 2, 1 Wesley Street, Pukekohe, 2120
, New Zealand","Campbell Tyson Limited, Level 2, 1 Wesley Street, Pukekohe, 2120
, New Zealand",,,,,,,,,,,,
112,5765967,9429041883495,03 Aug 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5765967,5765967,,"29 Hughs Avenue, Flatbush, Auckland, 2019
, New Zealand","29 Hughs Avenue, Flatbush, Auckland, 2019
, New Zealand",,,,,,,,,,,,
113,1126385,9429036955619,28 Mar 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1126385,1126385,,"38 Douglas Street, Unit 2e, Ponsonby, Auckland
, New Zealand","38 Douglas Street, Unit 2e, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
114,86462,9429040544380,02 Mar 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco86462,86462,,"12th Floor, Downtown House, 21-29 Queen St, Auckland 1
, New Zealand",,,,,,,,,,,,,
115,197909,9429040047737,31 Oct 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco197909,197909,,"C/o Mcculloch & Lally, Bridge St, Tokoroa
, New Zealand",,,,,,,,,,,,,
116,3761581,9429030732247,27 Mar 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3761581,3761581,,"19 Cottle Street, Avalon, Lower Hutt, 5011
, New Zealand","19 Cottle Street, Avalon, Lower Hutt, 5011
, New Zealand",,,,,,,,,,,,
117,1039932,9429037238803,01 Jun 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1039932,1039932,,"1 Boundary Rd, Taupo
, New Zealand","1 Boundary Rd, Taupo
, New Zealand",,,,,,,,,,,,
118,2072500,9429032988192,11 Dec 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2072500,2072500,,"34 King Street, Richmond
, New Zealand","34 King Street, Richmond
, New Zealand",,,,,,,,,,,,
119,1878688,9429033793665,25 Oct 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1878688,1878688,,"101 Tanekaha Road, Titirangi, Waitakere City
, New Zealand","101 Tanekaha Road, Titirangi, Waitakere City
, New Zealand",,,,,,,,,,,,
120,119068,9429032015638,04 Mar 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco119068,119068,,"C/o M/s Obrien & Fisher, 36 Maxwell Rd, Blenheim
, New Zealand",,,,,,,,,,,,,
121,1278390,9429036114054,03 Mar 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1278390,1278390,,"14 Bishop Lenihan Pl, East Tamaki
, New Zealand","14 Bishop Lenihan Pl, East Tamaki
, New Zealand",,,,,,,,,,,,
122,1265072,9429036192564,23 Jan 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1265072,1265072,,"39b Gemstone Drive, Upper Hutt
, New Zealand","39b Gemstone Drive, Upper Hutt
, New Zealand",,,,,,,,,,,,
123,121239,9429031996846,18 Sep 1929,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco121239,121239,,"Ashton Wheelans & Hegan, 4th Floor, 127 Armagh Street, Christchurch
, New Zealand","19 Woodbank Street, Christchurch
, New Zealand",,,,,,,,,,,,
124,493441,9429039152534,27 Nov 1990,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco493441,493441,,"8 Hindipur Terrace, Broadmeadows, Wellington
, New Zealand","-
, New Zealand",,,,,,,,,,,,
125,124594,9429031972734,05 Sep 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco124594,124594,,"Hubbard Churcher & Co, 45 George St, Timaru
, New Zealand",,,,,,,,,,,,,
126,1641846,9429034731369,07 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1641846,1641846,,"C/o Donaldson Chartered Accountants, Level 1 162 Dee Street, Invercargill
, New Zealand","C/o Donaldson Chartered Accountants, Level 1 162 Dee Street, Invercargill
, New Zealand",,,,,,,,,,,,
127,1882032,9429033773551,29 Nov 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1882032,1882032,,"451 Old Te Atatu Road, Te Atatu Peninsula, Auckland
, New Zealand","451 Old Te Atatu Road, Te Atatu Peninsula, Auckland
, New Zealand",,,,,,,,,,,,
128,1256839,9429036241057,15 Nov 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1256839,1256839,,"16b Alexander Street, Papakura, Papakura, 2110
, New Zealand","336 White Road, Rd1, Reporoa, 3081
, New Zealand",,,,,,,,,,,,
129,61728,9429040682273,14 Jul 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco61728,61728,,"Co Whitmore Mckelvie, 142 Rodney St, Box 23, Wellsford
, New Zealand",,,,,,,,,,,,,
130,105997,9429040389721,03 Jul 1979,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco105997,105997,,"C/o Cox Arcus & Co, Third Floor 35 Albert Street, Auckland
, New Zealand","C/o Cox Arcus & Co, Third Floor 35 Albert Street, Auckland
, New Zealand",,,,,,,,,,,,
131,388777,9429039465214,29 Apr 1988,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco388777,388777,,"1st Floor, 715 Mt Albert Road, Royal Oak, Auckland
, New Zealand","1st Floor, 715 Mt Albert Road, Royal Oak, Auckland
, New Zealand",,,,,,,,,,,,
132,1093443,9429037100780,24 Oct 2000,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1093443,1093443,,"2/222 Gilies Avenue, Epsom, Auckland, 1023
, New Zealand","2/222 Gilies Avenue, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,,,,
133,3533452,9429030962620,16 Sep 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3533452,3533452,,"202 Ponsonby Road, Ponsonby, Auckland, 1011
, New Zealand","202 Ponsonby Road, Ponsonby, Auckland, 1011
, New Zealand",,,,,,,,,,,,
134,674230,9429038489174,07 Apr 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco674230,674230,,"639 Glenfield Road, Glenfield, Auckland 1310
, New Zealand","639 Glenfield Road, Glenfield, Auckland 1310
, New Zealand",,,,,,,,,,,,
135,161182,9429040233086,20 Mar 1962,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco161182,161182,,"Gardiner Knobloch Ltd, Chartered Accountants, Wilket House, Shakespeare Road, Napier
, New Zealand","Gardiner Knobloch Ltd, Wilket House, Shakespeare Road, Napier
, New Zealand",,,,,,,,,,,,
136,86742,9429040544649,30 Mar 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco86742,86742,,"Spur Rd, Silverdale
, New Zealand",,,,,,,,,,,,,
137,5881048,9429042163909,28 Jan 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5881048,5881048,,"C J ENSOR, 32 Pentre Terrace, Cashmere, Christchurch, 8022
, New Zealand","C J ENSOR, 32 Pentre Terrace, Cashmere, Christchurch, 8022
, New Zealand",,,,,,,,,,,,
138,2110418,9429032842388,28 Mar 2008,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2110418,2110418,,"69 Glenross Street, Glenross, Dunedin, 9011
, New Zealand","69 Glenross Street, Glenross, Dunedin, 9011
, New Zealand",,,,,,,,,,,,
139,1139917,9429036891979,29 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1139917,1139917,,"1st Floor, 54 Mandeville Street, Christchurch
, New Zealand","1st Floor, 54 Mandeville Street, Christchurch
, New Zealand",,,,,,,,,,,,
140,2278529,9429032170115,13 Jul 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2278529,2278529,,"28 Logan Way, Palmerston North
, New Zealand","28 Logan Way, Palmerston North
, New Zealand",,,,,,,,,,,,
141,1924589,9429033510125,04 Apr 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1924589,1924589,,"11 Elm Grove, Linwood, Christchurch, 8011
, New Zealand","11 Elm Grove, Linwood, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
142,5647469,9429041670002,24 Mar 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5647469,5647469,,"Brent Elliott, 25 Pine Harbour Parade, Beachlands, Auckland, 2018
, New Zealand","Brent Elliott, 25 Pine Harbour Parade, Beachlands, Auckland, 2018
, New Zealand",,,,,,,,,,,,
143,1135114,9429036918959,02 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1135114,1135114,,"Cavell Leitch Pringle & Boyle, Level 10, Clarendon Tower, Cnr Oxford Tce &, Worcester Str, Christchurch
, New Zealand","140 Springfield Road, St Albans, Christchurch
, New Zealand",,,,,,,,,,,,
144,109367,9429032160451,10 Sep 1980,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco109367,109367,,"1106 Whangaparaoa Road, Tindalls Beach, Whangaparaoa, 0930
, New Zealand","1106 Whangaparaoa Road, Tindalls Beach, Whangaparaoa, 0930
, New Zealand",,,,,,,,,,,,
145,1037313,9429037251598,01 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1037313,1037313,,"41 Taharoto Road, Takapuna, Auckland
, New Zealand","9 Mcfadzean Drive, Blockhouse Bay, Auckland
, New Zealand",,,,,,,,,,,,
146,4126978,9429030431270,26 Nov 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4126978,4126978,,"C/- 70 Rostrevor Street, Hamilton Central, Hamilton, 3204
, New Zealand","C/- 70 Rostrevor Street, Hamilton Central, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
147,1560202,9429035162773,01 Oct 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1560202,1560202,,"Len Watson Accountants Ltd, 1231 Ranolf Street, Rotorua
, New Zealand","Len Watson Accountants Ltd, 1231 Ranolf Street, Rotorua
, New Zealand",,,,,,,,,,,,
148,42056,9429040749396,19 Oct 1927,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco42056,42056,,"Level 10f, 17 Albert Street, Auckland, 1010
, New Zealand","Level 10f, 17 Albert Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
149,2405432,9429031663625,15 Feb 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2405432,2405432,,"Carl Peter Marquand, 31 Waiau Pa Road, Rd 4, Pukekohe, 2679
, New Zealand","Carl Peter Marquand, 31 Waiau Pa Road, Rd 4, Pukekohe, 2679
, New Zealand",,,,,,,,,,,,
150,99809,9429040442426,20 Dec 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco99809,99809,,"18th Floor, Quay Tower, 29 Customs St West, Auckland
, New Zealand",,,,,,,,,,,,,
151,822428,9429038256394,12 Aug 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco822428,822428,,"1 Margaret Street, Lower Hutt, Lower Hutt, 5010
, New Zealand","1 Margaret Street, Lower Hutt, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
152,31415,9429040833163,10 Sep 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco31415,31415,,"69 Rutherford St, Lower Hutt
, New Zealand",,,,,,,,,,,,,
153,65024,9429040668871,29 Jul 1963,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco65024,65024,,"44 Mcbreen Avenue, Northcote, Auckland
, New Zealand","44 Mcbreen Avenue, Northcote, Auckland
, New Zealand",,,,,,,,,,,,
154,1204392,9429036532704,29 Apr 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1204392,1204392,,"Accounting Online Limited, 4 Galloway Street, Hamilton East, Hamilton, 3216
, New Zealand","Accounting Online Limited, 4 Galloway Street, Hamilton East, Hamilton, 3216
, New Zealand",,,,,,,,,,,,
155,2188782,9429032489576,14 Nov 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2188782,2188782,,"3/78 Birkenhead Avenue, Northshore, Auckland, 0626
, New Zealand","3/78 Birkenhead Avenue, Northshore, Auckland, 0626
, New Zealand",,,,,,,,,,,,
156,1922456,9429033521992,30 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1922456,1922456,,"121 Brook Place, Whangamata, Whangamata, 3620
, New Zealand","121 Brook Place, Whangamata, Whangamata, 3620
, New Zealand",,,,,,,,,,,,
157,918351,9429037794224,06 Aug 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco918351,918351,,"1200 Eruera Street, Rotorua
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,,,,
158,5688127,9429041719435,23 Apr 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5688127,5688127,,"Chantelle Potroz, 66 Matai Street, Inglewood, Inglewood, 4330
, New Zealand","Chantelle Potroz, 66 Matai Street, Inglewood, Inglewood, 4330
, New Zealand",,,,,,,,,,,,
159,69797,9429040648491,16 Dec 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco69797,69797,,"17 Hall St, Pukekohe
, New Zealand",,,,,,,,,,,,,
