,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,address.Type of entity,Country of Origin:,FRA Reporting Month:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports,Status:,Liquidator:
84,105359,9429040391670,05 Apr 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco105359,105359,,"15 Parkview Pl, Pakuranga, Auckland
, New Zealand","15 Parkview Pl, Pakuranga, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
85,1502417,9429035452331,16 Apr 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1502417,1502417,,"188 Quay Street, Auckland, 1010
, New Zealand","188 Quay Street, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
86,1659120,9429034669266,05 Jul 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1659120,1659120,,"13a Barraud Street, Avalon, Lower Hutt, 5011
, New Zealand","13a Barraud Street, Avalon, Lower Hutt, 5011
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
87,1359846,9429035854739,29 Jul 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1359846,1359846,,"Macdonald Pearce Perniskie, 16 Main Street, Gore
, New Zealand","Macdonald Pearce Perniskie, 16 Main St, Gore
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
88,2080356,9429032959048,22 Jan 2008,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2080356,2080356,,"3 Turanga Street, Kaiti, Gisborne, 4010
, New Zealand","3 Turanga Street, Kaiti, Gisborne, 4010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
89,2052402,9429033044569,08 Nov 2007,Removed,NZ Limited Company,No,Te Runanga o Raukawa Incorporated,httpsapp.companiesoffice.govt.nzco2052402,2052402,,"51 Main Street, Otaki
, New Zealand","51 Main Street, Levin
, New Zealand",Showing 2 of 2 directors,A registered charitable trust,,,,,,,,,,,,,,
90,150987,9429040288192,23 Mar 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco150987,150987,,"A P Laing, Cml Building, 276 Princes St, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,,
91,1887788,9429033738567,21 Nov 2006,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1887788,1887788,,"Gardiner Reaney Ltd, Chartered Accountant, Maritime House, Corner, Browing & Byron Str, Napier
, New Zealand","Gardiner Reaney Ltd, Chartered Accountant, Corner Browning & Byron Street, Napier
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
92,1549617,9429035211624,28 Sep 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1549617,1549617,,"C/: Quigg Partners, Level 7 The Bayleys Building, 28 Brandon Street, Wellington
, New Zealand","C/: Quigg Partners, Level 7 The Bayleys Building, 28 Brandon Street, Wellington
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
93,1780002,9429034259771,10 Mar 2006,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1780002,1780002,,"Kpmg Centre, 18 Viaduct Harbour Ave, Auckland, 1140
, New Zealand","Kpmg Centre, 18 Viaduct Harbour Ave, Auckland, 1140
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
94,164807,9429040210452,24 Nov 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco164807,164807,,"C/o Barr Burgess & Stewart, 202-204n Warren St Box 1040, Hastings
, New Zealand",,,,,,,,,,,,,,,,,
95,4187838,9429030397019,19 Dec 2012,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco4187838,4187838,,"Astute Accounting Services Ltd, 73a Boundary Road, Claudelands, Hamilton, 3214
, New Zealand","Astute Accounting Services Ltd, 73a Boundary Road, Claudelands, Hamilton, 3214
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
96,132084,9429031895774,28 May 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco132084,132084,,"120 Peterborough St, Christchurch
, New Zealand",,,,,,,,,,,,,,,,,
97,906275,9429037854386,29 Apr 1998,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco906275,906275,,"40 Hennessy Street East, Foxton Beach
, New Zealand","40 Hennessy Street East, Foxton Beach
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
98,407864,9429039406194,04 Oct 1988,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco407864,407864,,"Civic Square, Pine Drive, Murupara
, New Zealand",,,,,,,,,,,,,,,,,
99,576754,9429038886058,03 Jun 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco576754,576754,,"236 Victoria Avenue, Wanganui
, New Zealand","236 Victoria Avenue, Wanganui
, New Zealand",Showing 2 of 4 directors,,,,,,,,,,,,,,,
100,1287463,9429036058341,28 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1287463,1287463,,"Business-like Ltd, 38 C Cavendish Drive, Manukau City
, New Zealand","Business-like Ltd, 38 C Cavendish Drive, Manukau City
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
101,1295754,9429036011858,23 Apr 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1295754,1295754,,"161- 163 Great South Road, Manurewa, Auckland
, New Zealand","161- 163 Great South Road, Manurewa, Auckland
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
102,99546,9429040449005,18 Nov 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco99546,99546,,"11 Tomlinson Rd, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
103,7049057,9429047044708,28 Sep 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7049057,7049057,,"Arun Thakur, 15a Sanft Avenue, Mount Roskill, Auckland, 1041
, New Zealand","Arun Thakur, 15a Sanft Avenue, Mount Roskill, Auckland, 1041
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
104,3903340,9429030606050,28 Jun 2012,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3903340,3903340,,"Gabites Limited, 100 Burnett Street, Ashburton, 7700
, New Zealand","Gabites Limited, 100 Burnett Street, Ashburton, 7740
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
105,95205,9429040479989,31 Jul 1975,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco95205,95205,,"JGH Chartered Accountants Limited, Unit 2, Level 6, 50 Kitchener Street, Auckland, 1010
, New Zealand","JGH Chartered Accountants Limited, Unit 2, Level 6, 50 Kitchener Street, Auckland, 1010
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
106,1419929,9429035724568,08 Oct 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1419929,1419929,,"C/-ferrier Hodgson & Co, Level 16, Tower Centre, 45 Queen Street, Auckland
, New Zealand","C/-ferrier Hodgson & Co, Level 16, Tower Centre, 45 Queen Street, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
107,1663395,9429034658581,11 Jul 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1663395,1663395,,"Level 16, 119 Armagh Street, Christchurch
, New Zealand","Level 16, 119 Armagh Street, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
108,5389761,9429041324691,16 Jul 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5389761,5389761,,"46 Church Street, Kawakawa, Kawakawa, 0210
, New Zealand","46 Church Street, Kawakawa, Kawakawa, 0210
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
109,2347393,9429031819206,12 Nov 2009,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2347393,2347393,,"BDO Northland Limited, 108 Kerikeri Road, Kerikeri, 0230
, New Zealand","BDO Northland Limited, 108 Kerikeri Road, Kerikeri, 0230
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
110,979583,9429037483081,30 Sep 1999,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco979583,979583,,"441 Lake Road, Takapuna, Auckland
, New Zealand","441 Lake Road, Takapuna, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
111,36703,9429040788104,04 Jul 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco36703,36703,,"A A Wairarapa Inc, Chapel St, Masterton
, New Zealand",,Showing 2 of 5 directors,,,,,,,,,,,,,,,
112,100762,9429040435848,17 May 1977,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco100762,100762,,"610 East Coast Rd, Browns Bay
, New Zealand",,,,,,,,,,,,,,,,,
113,5808767,9429041983447,23 Sep 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5808767,5808767,,"443 Northbank Road, Kaituna, Renwick, 7275
, New Zealand","443 Northbank Road, Kaituna, Renwick, 7275
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
114,1509740,9429035414452,28 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1509740,1509740,,"C/-bj Drumm Chartered Accountant, 69 Ridge Road, Howick, Manukau
, New Zealand","C/-bj Drumm Chartered Accountant, 69 Ridge Road, Howick, Manukau
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
115,3239569,9429031253567,13 Jan 2011,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3239569,3239569,,"261 Morrin Road, Saint Johns, Auckland, 1072
, New Zealand","261 Morrin Road, Saint Johns, Auckland, 1072
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
116,38387,9429040778488,22 Oct 1981,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco38387,38387,,"C/- J I Vegar, 2nd Floor Hope Gibbons Building, 7-11 Dixon Street, Wellington
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
117,8170336,9429049142556,15 Mar 2021,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8170336,8170336,,"105 Dalrymple Street, Appleby, Invercargill, 9812
, New Zealand","105 Dalrymple Street, Appleby, Invercargill, 9812
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
118,13537,9429040928579,20 Apr 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco13537,13537,,"C/o Arthur Young, State Insurance Bldg, Rangitikei St, Palmerston North
, New Zealand",,,,,,,,,,,,,,,,,
119,5275341,9429041265062,04 Jun 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5275341,5275341,,"208 Madras Street, Christchurch Central, Christchurch, 8011
, New Zealand","208 Madras Street, Christchurch Central, Christchurch, 8011
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
120,246260,9429039931214,05 Sep 1984,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco246260,246260,,"38 Chester Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,,,
121,1469327,9429035614708,15 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1469327,1469327,,"Walker Davey Limited, 92 Russley Road, Russley, Christchurch, 8042
, New Zealand","92 Russley Road, Russley, Christchurch, 8042
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
122,27634,9429040858074,04 May 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco27634,27634,,"Level 7, Aa Centre, 342-352 Lambton Quay, Wellington
, New Zealand",,,,,,,,,,,,,,,,,
123,1445900,9429035668060,12 Nov 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1445900,1445900,,"48a Western Springs Road, Western Springs, Auckland
, New Zealand","48a Western Springs Road, Western Springs, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
124,73744,9429040625355,10 Jun 1957,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco73744,73744,,"17 Pinero Pl, Bucklands Beach, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
125,1513951,9429035389958,12 May 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1513951,1513951,,"47 Kotare Avenue, Rangiora
, New Zealand","47 Kotare Avenue, Rangiora
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
126,1013486,9429037375256,22 Feb 2000,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1013486,1013486,,"Rsm Prince, 86 Highbrook Drive, East Tamaki, 2013
, New Zealand","Rsm Prince, 86 Highbrook Drive, East Tamaki, 2013
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
127,3508373,9429030988972,10 Aug 2011,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco3508373,3508373,,"52 Wakanui Road, Hampstead, Ashburton, 7700
, New Zealand","234 Havelock Street, Ashburton, 7700
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
128,166829,9429040196756,18 Sep 1951,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco166829,166829,,"Level 1, 154 Hardy Street, Nelson
, New Zealand","Level 1, 154 Hardy Street, Nelson
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
129,814594,9429038293733,12 Jul 1996,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco814594,814594,,"C/- Angela Hobden, Unit A, Lower Level, 6 Vinery Lane, Whangarei
, New Zealand","C/- Angela Hobden, Unit A, Lower Level, 6 Vinery Lane, Whangarei
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
130,1572823,9429035099260,24 Nov 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1572823,1572823,,"192 Sewell Road, Hokitika
, New Zealand","192 Sewell Road, Hokitika
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
131,2138077,9429032717631,05 Jun 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2138077,2138077,,"PricewaterhouseCoopers, Cnr Anglesea & Ward Streets, Hamilton, 3204
, New Zealand","PricewaterhouseCoopers, Cnr Anglesea & Ward Streets, Hamilton, 3204
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
132,683940,9429038458354,04 Jul 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco683940,683940,,"7/f Amp Building, 218 Queen Street, Auckland 1
, New Zealand","7/f Amp Building, 218 Queen Street, Auckland 1
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
133,3721316,9429030800120,07 Feb 2012,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3721316,3721316,,"Arnold du Toit, 16f Lincoln Road, Henderson, Auckland, 0610
, New Zealand","Arnold du Toit, 16f Lincoln Road, Henderson, Auckland, 0610
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
134,982003,9429037468385,06 Oct 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco982003,982003,,"Second Floor, Realty House, 60 Durham Street, Tauranga
, New Zealand","Second Floor, Realty House, 60 Durham Street, Tauranga
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
135,1983887,9429033144825,17 Sep 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1983887,1983887,,"62a Robertson Road, Mangere, Auckland
, New Zealand","62a Robertson Road, Mangere, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
136,894947,9429037912840,16 Feb 1998,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco894947,894947,,"24 Portman Road, Mt Wellington, Auckland
, New Zealand","24 Portman Road, Mt Wellington, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
137,3809938,9429030678484,08 May 2012,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3809938,3809938,,"AEL Accountants NZ Limited, 2c/302 Te Irirangi Drive, Botany South, Auckland, 2013
, New Zealand","AEL Accountants NZ Limited, 2c/302 Te Irirangi Drive, Botany South, Auckland, 2013
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
138,1248959,9429036276066,23 Oct 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1248959,1248959,,"15 Victoria Street, Parkside, Timaru, 7910
, New Zealand","15 Victoria Street, Parkside, Timaru, 7910
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
139,3044285,9429031439848,30 Jul 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3044285,3044285,,"The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei, 0110
, New Zealand","The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei, 0110
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
140,1937114,9429033430270,03 May 2007,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1937114,1937114,,"Candy Gillespie, 20 Arawa Street, Matamata
, New Zealand","Candy Gillespie, 20 Arawa Street, Matamata
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
141,1981729,9429033156477,18 Sep 2007,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1981729,1981729,,"Lee Holden Coutts, 3049 Great North Road, New Lynn, Auckland, 0640
, New Zealand","Lee Holden Coutts, 3049 Great North Road, New Lynn, Auckland, 0640
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
142,1871018,9429033837543,04 Oct 2006,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1871018,1871018,,"Thompson + Partners Limited-Chartered Accountants, 170 Broadway Avenue, Palmerston North, 4410
, New Zealand","170 Broadway Avenue, Palmerston North, 4410
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
143,1486761,9429035517276,01 Mar 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1486761,1486761,,"137 Tongariro Street, Taupo, 3330
, New Zealand","137 Tongariro Street, Taupo, 3330
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
144,683939,9429038458279,04 Jul 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco683939,683939,,"Unit 8, 24-28 Lovegrove Crescent, Otara, Auckland
, New Zealand","Unit 8, 24-28 Lovegrove Crescent, Otara, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
145,141511,9429040333717,16 Nov 1981,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco141511,141511,,"C/o B F Adair, 211 High Street, Rangiora
, New Zealand","C/- B J Adair, 211 High Street, Rangiora
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
146,198119,9429040047355,06 Mar 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco198119,198119,,"Office Of Gary C Meek, 460 Pollen Street, Thames
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,,
147,1596727,9429034976203,10 Feb 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1596727,1596727,,"CROWE HORWATH, Level 29, 188 Quay Street, Auckland Central, Auckland, 1010
, New Zealand","CROWE HORWATH, Level 29, 188 Quay Street, Auckland Central, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
148,3361710,9429031129558,15 Apr 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3361710,3361710,,"10 Viera Drive, Flat Bush, Manukau, 2016
, New Zealand","10 Viera Drive, Flat Bush, Manukau, 2016
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
149,1213608,9429036477425,29 May 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1213608,1213608,,"Level 3 ,landsborough House, 287 Durham Street, Christchurch
, New Zealand","Level 3 ,landsborough House, 287 Durham Street, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
150,55617,9429040704920,02 Aug 1957,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco55617,55617,,"Lester Mckinstry & Co, 4th Floor Dingwall Bld, 87 Queen St, Auckland
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
151,71374,9429040636061,14 Sep 1966,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco71374,71374,,"20a Hughes Place, Taneatua
, New Zealand",,,,,,,,,,,,,,,,,
152,1742545,9429034393543,06 Dec 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1742545,1742545,,"Kendons Scott Macdonald Ltd, 119 Blenheim Road Riccarton, Christchurch
, New Zealand","Kendons Scott Macdonald Ltd, 119 Blenheim Road Riccarton, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
153,1077861,9429037127756,21 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1077861,1077861,,"Level 4, The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei
, New Zealand","Level 4, The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
154,1575228,9429035089483,06 Dec 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1575228,1575228,,"301 Glengarry Road, Glen Eden, Auckland
, New Zealand","301 Glengarry Road, Glen Eden, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
155,2070382,9429032993486,11 Feb 2008,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2070382,2070382,,"6b Dempsey Street, Remuera, Auckland, 1050
, New Zealand","6b Dempsey Street, Remuera, Auckland, 1050
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
