,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports
90,7008114,9429046999030,04 Sep 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7008114,7008114,,"Flat 3, 35 Craven Street, Sockburn, Christchurch, 8042
, New Zealand","Flat 3, 35 Craven Street, Sockburn, Christchurch, 8042
, New Zealand",,,,,,,,,
91,1829845,9429034047170,03 Jul 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1829845,1829845,,"3a 10 Hobson Street, Auckland Central
, New Zealand","3a 10 Hobson Street, Auckland Central
, New Zealand",,,,,,,,,
92,4724339,9429030014268,21 Oct 2013,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4724339,4724339,,"Level 3, 272 Parnell Rd, Auckland, 1052
, New Zealand","Level 3, 272 Parnell Rd, Auckland, 1052
, New Zealand",,,,,,,,,
93,9249505,9429052119088,23 May 2024,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9249505,9249505,,"78 Ayton Drive, Totara Vale, Auckland, 0629
, New Zealand","78 Ayton Drive, Totara Vale, Auckland, 0629
, New Zealand",,,,,,,,,
94,32216,9429040828244,14 Apr 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco32216,32216,,"95 Jackson Street, Petone
, New Zealand",,,,,,,,,,
95,1215721,9429036466405,31 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1215721,1215721,,"21 Paekakariki Hill Road, Pauatahanui, Porirua R D 1
, New Zealand","21 Paekakariki Hill Road, Pauatahanui, Porirua R D 1
, New Zealand",,,,,,,,,
96,1185046,9429036646425,23 Jan 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1185046,1185046,,"91 Mckillop Street, Porirua, Wellington
, New Zealand","91 Mckillop Street, Porirua, Wellington
, New Zealand",,,,,,,,,
97,50702,9429040722016,17 Sep 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco50702,50702,,"Level 6, 2 Whitaker Place, Auckland 1
, New Zealand",,,,,,,,,,
98,2175155,9429032550306,24 Sep 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2175155,2175155,,"Lellman Wearne Ltd, 78 First Avenue, Tauranga 3110, 3110
, New Zealand","Lellman Wearne Ltd, 78 First Avenue, Tauranga 3110, 3110
, New Zealand",,,,,,,,,
99,10758,9429040939261,02 Aug 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10758,10758,,"33 Waterloo Road, Lower Hutt
, New Zealand",,,,,,,,,,
100,4455738,9429030210332,27 May 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4455738,4455738,,"3 Hewlett Road, Massey, Auckland, 0614
, New Zealand","3 Hewlett Road, Massey, Auckland, 0614
, New Zealand",,,,,,,,,
101,2330322,9429031874663,29 Sep 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2330322,2330322,,"192 Upper Junction Road, Rd 2, Waitati, 9085
, New Zealand","192 Upper Junction Road, Rd 2, Waitati, 9085
, New Zealand",,,,,,,,,
102,29797,9429040846064,16 Nov 1926,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco29797,29797,,"159 Shakespeare Rd, Milford, Auckland
, New Zealand",,,,,,,,,,
103,2181570,9429032518399,17 Oct 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2181570,2181570,,"Williamson & Co, 61 Edinburgh Street, Pukekohe
, New Zealand","Williamson & Co, 61 Edinburgh Street, Pukekohe
, New Zealand",,,,,,,,,
104,165260,9429040205779,26 Oct 1977,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco165260,165260,,"49 Emerson St, Napier
, New Zealand",,,,,,,,,,
105,8822788,9429051471958,24 Jul 2023,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8822788,8822788,,"Jeffrey Lafaele, 45 Waimahia Avenue, Auckland, 2110
, New Zealand","Jeffrey Lafaele, 45 Waimahia Avenue, Auckland, 2110
, New Zealand",,,,,,,,,
106,1601763,9429034945278,14 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1601763,1601763,,"Mbie Building, 19 Bower St, Napier 4110 New Zealand
, New Zealand","Mbie Building, 19 Bower St, Napier 4110 New Zealand
, New Zealand",,,,,,,,,
107,1585547,9429035040736,14 Dec 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1585547,1585547,,"Prior Blackburn Limited, Chartered Accountants, 67 Seddon Road, Hamilton
, New Zealand","Prior Blackburn Limited, Chartered Accountants, 67 Seddon Road, Hamilton
, New Zealand",,,,,,,,,
108,1503490,9429035447023,12 May 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1503490,1503490,,"Hunter McLeod Limited, The Forge Level 2, 20 Athol Street, Queenstown, 9300
, New Zealand","Hunter McLeod Limited, The Forge Level 2, 20 Athol Street, Queenstown, 9300
, New Zealand",,,,,,,,,
109,1524524,9429035336884,10 Jun 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1524524,1524524,,"7a Wagener Place, St Lukes, Auckland
, New Zealand","7a Wagener Place, St Lukes, Auckland
, New Zealand",,,,,,,,,
110,903832,9429037866655,30 Apr 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco903832,903832,,"16 Bell Street, Wanganui
, New Zealand","16 Bell Street, Wanganui
, New Zealand",,,,,,,,,
111,2328787,9429031885003,30 Sep 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2328787,2328787,,"65 Kauri Point Road, Laingholm, Auckland, 0604
, New Zealand","65 Kauri Point Road, Laingholm, Auckland, 0604
, New Zealand",,,,,,,,,
112,841304,9429038166525,12 Feb 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco841304,841304,,"205c Queen Street, Richmond, Nelson
, New Zealand","205c Queen Street, Richmond, Nelson
, New Zealand",,,,,,,,,
113,1282658,9429036087754,11 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1282658,1282658,,"Level 1, St George Hotel, 1 Boulcott Street, Wellington
, New Zealand","Level 1, St George Hotel, 1 Boulcott Street, Wellington
, New Zealand",,,,,,,,,
114,165010,9429040206431,20 Jul 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco165010,165010,,"Mcculloch Menzies, 8 Station Street, Napier
, New Zealand",,,,,,,,,,
115,5888994,9429042187967,17 Feb 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5888994,5888994,,"70 Westgate Drive, Massey, Auckland, 0614
, New Zealand","70 Westgate Drive, Massey, Auckland, 0614
, New Zealand",,,,,,,,,
116,2273279,9429032176995,21 Jul 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2273279,2273279,,"129 Marine Parade, Eastbourne, Lower Hutt, 5013
, New Zealand","129 Marine Parade, Eastbourne, Lower Hutt, 5013
, New Zealand",,,,,,,,,
117,1053814,9429037180256,28 Jul 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1053814,1053814,,"46 Paice Ave, Mt Eden, Auckland
, New Zealand","46 Paice Ave, Mt Eden, Auckland
, New Zealand",,,,,,,,,
118,21779,9429040889856,13 Feb 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco21779,21779,,"2nd Floor, 3 Osterley Way, Manukau City
, New Zealand",,,,,,,,,,
119,68428,9429040653723,04 May 1965,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco68428,68428,,"32 Methuen Rd, Avondale
, New Zealand",,,,,,,,,,
120,87248,9429040542454,16 May 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco87248,87248,,"29 Bush Rd, Kamo, Whangarei
, New Zealand",,,,,,,,,,
121,831102,9429038214004,31 Oct 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco831102,831102,,"C/- Michael A Clarke,, Chartered, Accountant, Lower Ground Floor, 18, Turner Str, Auckland
, New Zealand","C/- Michael A Clarke, Chartered Acc, Lower Ground Floor, 18 Turner Street, Auckland
, New Zealand",,,,,,,,,
122,101484,9429040431888,24 Aug 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco101484,101484,,"92 Quay St, Auckland 1
, New Zealand",,,,,,,,,,
123,1209225,9429036504336,22 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1209225,1209225,,"Ledger Works, L2 - Ceil House (thomas Cook Building), Garden Place, Hamilton, 2002
, New Zealand","Ledger Works, L2 - Ceil House (thomas Cook Building), Garden Place, Hamilton, 2002
, New Zealand",,,,,,,,,
124,495100,9429039146304,10 Dec 1990,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco495100,495100,,"Stretton & Co,, 44 Heu Heu Street,, Taupo.
, New Zealand",,,,,,,,,,
125,917120,9429037801748,27 Jul 1998,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco917120,917120,,"185 Broderick Road, Johnsonville, Wellington, 6037
, New Zealand","185 Broderick Road, Johnsonville, Wellington, 6037
, New Zealand",,,,,,,,,
126,164164,9429040215884,15 Oct 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco164164,164164,,"Oldershaw & Co, Marewa House, Kennedy Road, Napier
, New Zealand","-
, New Zealand",,,,,,,,,
127,935009,9429037715410,24 Nov 1998,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco935009,935009,,"44 Bowker Road, Patumohoe, R D 4, Pukekohe
, New Zealand","44 Bowker Road, Patumohoe, R D 4, Pukekohe
, New Zealand",,,,,,,,,
128,112082,9429032126464,21 Jan 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco112082,112082,,"C/o Henk A Aalders, Main Rd, Kumeu, Auckland
, New Zealand",,,,,,,,,,
129,1158005,9429036794034,24 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1158005,1158005,,"Williams Road, Paihia
, New Zealand","Williams Road, Paihia
, New Zealand",,,,,,,,,
130,1032300,9429037274481,19 Apr 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1032300,1032300,,"C/ A.d. Montgomery, Chartered Accountant, Manurewa Library Complex, Unit 4, 7 Hill Road, Manurewa
, New Zealand","C/ A.d. Montgomery, Chartered Accountant, Manurewa Library Complex, Unit 4, 7 Hill Road, Manurewa
, New Zealand",,,,,,,,,
131,131775,9429031897785,23 Dec 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco131775,131775,,"C/o Boyd Knight & Todd, Ramada Towers, 776 Colombo St Box 13128, Christchurch
, New Zealand",,,,,,,,,,
132,1126565,9429036953691,24 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1126565,1126565,,"C/- Matthew Gilligan & Associates Ltd, Chartered Accountants, Level 6/135 Broadway Newmarket, Auckland
, New Zealand","C/- Matthew Gilligan & Associates Ltd, Chartered Accountants, Level 6/135 Broadway Newmarket, Auckland
, New Zealand",,,,,,,,,
133,2065503,9429033005515,30 Nov 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco2065503,2065503,,"100 Burnett Street, Ashburton
, New Zealand","100 Burnett Street, Ashburton
, New Zealand",,,,,,,,,
134,81026,9429040580982,19 Feb 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco81026,81026,,"C/o B.r.j.brown (a.c.a), 3033 Great North Rd, New Lynn, Auckland 7
, New Zealand",,,,,,,,,,
135,1039410,9429037241230,07 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1039410,1039410,,"C/o John Norton, 18c Aorere Street, Parnell, Auckland
, New Zealand","C/o John Norton, 18c Aorere Street, Parnell, Auckland
, New Zealand",,,,,,,,,
136,1651375,9429034692875,23 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1651375,1651375,,"2e / 72 Wellesley Street, Auckland
, New Zealand","2e / 72 Wellesley Street, Auckland
, New Zealand",,,,,,,,,
137,5076,9429040963761,17 Jan 1947,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco5076,5076,,"C/o A D Mollison, 3 Motutahae St, Taupo
, New Zealand",,,,,,,,,,
138,1242913,9429036311101,03 Oct 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1242913,1242913,,"Moore Stephens Markhams Christchurch Limited, 116 Marshland Road, Shirley, Christchurch, 8061
, New Zealand","Markhams Christchurch Limited, 116 Marshland Road, Shirley, Christchurch, 8061
, New Zealand",,,,,,,,,
139,5901327,9429042221166,04 Mar 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5901327,5901327,,"9 Hunter Street, Te Hapara, Gisborne, 4010
, New Zealand","9 Hunter Street, Te Hapara, Gisborne, 4010
, New Zealand",,,,,,,,,
140,2135452,9429032727333,23 Jun 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2135452,2135452,,"9b Fernlea Rise, Glenfield, Auckland
, New Zealand","9b Fernlea Rise, Glenfield, Auckland
, New Zealand",,,,,,,,,
141,980631,9429037476458,20 Sep 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco980631,980631,,"57 Robertson Road, Mangere, Auckland
, New Zealand","57 Robertson Road, Mangere, Auckland
, New Zealand",,,,,,,,,
142,1007010,9429037406547,18 Jan 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1007010,1007010,,"Deloitte, Level 4, Deloitte House, 8 Nelson Street, Auckland
, New Zealand","Deloitte, Level 4, Deloitte House, 8 Nelson Street, Auckland
, New Zealand",,,,,,,,,
143,1022161,9429037327712,20 Mar 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1022161,1022161,,"5a Estuary Views, Cockle Bay, Howick, Auckland
, New Zealand","5a Estuary Views, Cockle Bay, Howick, Auckland
, New Zealand",,,,,,,,,
144,70676,9429040640266,30 May 1966,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco70676,70676,,"12 Pycroft Place, St Heliers, Auckland, 1071
, New Zealand","12 Pycroft Street, St Heliers, Auckland
, New Zealand",,,,,,,,,
145,1988548,9429033115047,27 Sep 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1988548,1988548,,"Exceed NZ Limited, 39 Streamfields Way, Bombay, 2472
, New Zealand","Exceed NZ Limited, 39 Streamfields Way, Bombay, 2472
, New Zealand",,,,,,,,,
146,1754923,9429034356708,19 Jan 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1754923,1754923,,"Mr. Raymond Jacobs, 2 Stafford Street, Shannon, Horowhenua, 4821
, New Zealand","Mr. Raymond Jacobs, 2 Stafford Street, Shannon, Horowhenua, 4821
, New Zealand",,,,,,,,,
147,1344070,9429035895459,14 Jul 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1344070,1344070,,"5 William Street, Highlands Park, New Plymouth, 4312
, New Zealand","5 William Street, Highlands Park, New Plymouth, 4312
, New Zealand",,,,,,,,,
148,1581094,9429035058359,16 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1581094,1581094,,"Wilson Impact Ltd, 1301 Amohau Street, Rotorua, 3010
, New Zealand","Wilson Impact Ltd, 1301 Amohau Street, Rotorua, 3010
, New Zealand",,,,,,,,,
149,7549256,9429047523357,20 Jun 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7549256,7549256,,"Unit 5, 470 Maddisons Road, Rd 5, Rolleston, 7675
, New Zealand","Unit 5, 470 Maddisons Road, Rd 5, Rolleston, 7675
, New Zealand",,,,,,,,,
150,106992,9429040382791,06 Nov 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco106992,106992,,"530 Te Atatu Rd, Te Atatu
, New Zealand",,,,,,,,,,
151,8034219,9429048361361,17 Jun 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8034219,8034219,,"Level 2, Wakatu House, Montgomery Square, Nelson, 7011
, New Zealand","Level 2, Wakatu House, Montgomery Square, Nelson, 7011
, New Zealand",,,,,,,,,
152,1558325,9429035171027,21 Sep 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1558325,1558325,,"Apartment Iab5 Logan Campbell Village, 187 Campbell Road, Greenlane, Auckland, 1061
, New Zealand","Apartment Iab5 Logan Campbell Village, 187 Campbell Road, Greenlane, Auckland, 1061
, New Zealand",,,,,,,,,
153,1264665,9429036193844,16 Dec 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1264665,1264665,,"10a Atarangi Road, Greenlane, Auckland
, New Zealand","10a Atarangi Road, Greenlane, Auckland
, New Zealand",,,,,,,,,
154,3505391,9429030991453,12 Aug 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3505391,3505391,,"Shop 15, 120 Sunnynook Road Glenfield, Auckland, 0627
, New Zealand","3 Seaton Road, Murryas Bay, Auckland, 0630
, New Zealand",,,,,,,,,
155,384300,9429039477958,16 May 1988,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco384300,384300,,"224 Matai Road, Raumati
, New Zealand",,,,,,,,,,
156,65356,9429040666358,07 Oct 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco65356,65356,,"12 Sandiacre, Browns Bay, Auckland
, New Zealand",,,,,,,,,,
157,711122,9429038373275,12 Feb 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco711122,711122,,"Lower Ground Floor, 18 Turner Street, Auckland 1
, New Zealand","Lower Ground Floor, 18 Turner Street, Auckland 1
, New Zealand",,,,,,,,,
158,1525620,9429035331568,30 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1525620,1525620,,"Lewthwaite & Associates Ltd, Unit 19, 150 Cavendish Road, Christchurch, 8051
, New Zealand","Lewthwaite & Associates Ltd, Unit 19, 150 Cavendish Road, Christchurch, 8051
, New Zealand",,,,,,,,,
159,1191810,9429036606238,27 Feb 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1191810,1191810,,"Unit 3, 60 Parton Road, Papamoa, 3118
, New Zealand","Unit 3, 60 Parton Road, Papamoa, 3118
, New Zealand",,,,,,,,,
160,5841127,9429042052517,10 Dec 2015,Removed,NZ Limited Company,Yes,E TIPU E REA TRUSTEE LIMITED,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco5841127,5841127,,"Bell Gully, Level 22, Vero Centre, 48 Shortland Street, Auckland, 1010
, New Zealand","Bell Gully, Level 22, Vero Centre, 48 Shortland Street, Auckland, 1010
, New Zealand",,,,,,,,,
161,1237634,9429036342068,03 Sep 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1237634,1237634,,"55 Rakich Place, Henderson, Auckland
, New Zealand","55 Rakich Place, Henderson, Auckland
, New Zealand",,,,,,,,,
162,2379204,9429031722377,16 Dec 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2379204,2379204,,"20 Homewood Place, Chatswood, Birkenhead, Auckland
, New Zealand","20 Homewood Place, Chatswood, Birkenhead, Auckland
, New Zealand",,,,,,,,,
