,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Appointed By:
92,875122,9429038001338,11 Sep 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco875122,875122,,"C/-albany Chartered Accountants, 15 Mercari Way, Albany
, New Zealand","C/-albany Chartered Accountants, 15 Mercari Way, Albany
, New Zealand",,,,,,,,,,,,
93,492936,9429039152763,14 Dec 1990,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco492936,492936,,"18 Charles Street, Mount Eden, Auckland, 1024
, New Zealand","18 Charles Street, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
94,8221547,9429049564990,17 Aug 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8221547,8221547,,"114 Farquhar Road, Glendene, Auckland, 0602
, New Zealand","114 Farquhar Road, Glendene, Auckland, 0602
, New Zealand",,,,,,,,,,,,
95,55871,9429040704166,27 Sep 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco55871,55871,,"15th Floor, National Mutual Centre, Shortland Street, Auckland
, New Zealand","15th Floor, National Mutual Centre, 37-41 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,
96,5719767,9429041789155,11 Jun 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5719767,5719767,,"Shop 6 & 7, Cnr Lake Road And The Strand, Takapuna, Auckland, 0622
, New Zealand","Shop 6 & 7, Cnr Lake Road And The Strand, Takapuna, Auckland, 0622
, New Zealand",,,,,,,,,,,,
97,1242822,9429036311774,24 Sep 2002,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1242822,1242822,,"9 Great Barrier Road, Oneroa, Waiheke Island, 1081
, New Zealand","9 Great Barrier Road, Oneroa, Waiheke Island, 1081
, New Zealand",,,,,,,,,,,,
98,1241802,9429036317011,26 Sep 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1241802,1241802,,"PricewaterhouseCoopers, 5 Sir Gil Simpson Drive, Burnside, Christchurch, 8053
, New Zealand","PricewaterhouseCoopers, 5 Sir Gil Simpson Drive, Burnside, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
99,130216,9429031913430,16 Nov 1967,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco130216,130216,,"Robin Pimm Accountant, 283 Bannockburn Road, Rd 2, Cromwell, 9384
, New Zealand","Robin Pimm Accountant, 283 Bannockburn Road, Rd 2, Cromwell, 9384
, New Zealand",,,,,,,,,,,,
100,197246,9429040057453,04 Nov 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco197246,197246,,"Rennie & Willis, Park Lane, The Strand, Whakatane
, New Zealand","-
, New Zealand",,,,,,,,,,,,
101,27339,9429040860497,13 Mar 1973,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco27339,27339,,"26 Rifleman Lane, Paraparaumu
, New Zealand","26 Rifleman Lane, Paraparaumu
, New Zealand",,,,,,,,,,,,
102,147020,9429040307992,05 Oct 1965,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco147020,147020,,"Clarke Craw Limited, 2 Clark Street, Dunedin
, New Zealand","Clarke Craw Limited, 2 Clark Street, Dunedin
, New Zealand",,,,,,,,,,,,
103,5211921,9429041232576,19 May 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5211921,5211921,,"106 Tapps Road, Rd 1, Havelock, 7178
, New Zealand","106 Tapps Road, Rd 1, Havelock, 7178
, New Zealand",,,,,,,,,,,,
104,7482337,9429047466678,21 May 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7482337,7482337,,"Wai Ping Lo, 86 Balmoral Road, Mount Eden, Auckland, 1024
, New Zealand","Wai Ping Lo, 86 Balmoral Road, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
105,6781917,9429046682505,26 Mar 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6781917,6781917,,"25 Oswald Crescent, Paparangi, Wellington, 6037
, New Zealand","25 Oswald Crescent, Paparangi, Wellington, 6037
, New Zealand",,,,,,,,,,,,
106,464025,9429039237637,02 Mar 1990,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco464025,464025,,"18 Charles Street, Mount Eden, Auckland, 1024
, New Zealand","18 Charles Street, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
107,8064176,9429048483148,04 Aug 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8064176,8064176,,"Matley Limited, 150 Grantham Street, Hamilton Central, Hamilton, 3204
, New Zealand","Matley Limited, 150 Grantham Street, Hamilton Central, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
108,9474,9429040946542,27 Sep 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco9474,9474,,"Mlc Building Square, Palmerston North
, New Zealand",,,,,,,,,,,,,
109,7918317,9429047999596,17 Mar 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7918317,7918317,,"33a Wainui Avenue, Point Chevalier, Auckland, 1022
, New Zealand","33a Wainui Avenue, Point Chevalier, Auckland, 1022
, New Zealand",,,,,,,,,,,,
110,165334,9429040208510,03 Oct 1963,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco165334,165334,,"C/- Silks, Chartered Accountants, 282 Victoria Avenue, Wanganui
, New Zealand","-
, New Zealand",,,,,,,,,,,,
111,163915,9429040216706,08 Feb 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco163915,163915,,"""the Atrium"", 127 Ruataniwha Street, Waipukurau
, New Zealand","""the Atrium"", 127 Ruataniwha Street, Waipukurau
, New Zealand",,,,,,,,,,,,
112,64346,9429040673219,19 Mar 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco64346,64346,,"184 Main Rd, Hilltop, Orewa
, New Zealand",,,,,,,,,,,,,
113,367138,9429039534293,01 Dec 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco367138,367138,,"Mcmiken Road, Waiau Pa, Pukekohe, Auckland
, New Zealand",,,,,,,,,,,,,
114,1018042,9429037352240,06 Mar 2000,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1018042,1018042,,"21 Forth Place, Papakowhai, Porirua, 5024
, New Zealand","21 Forth Place, Papakowhai, Porirua, 5024
, New Zealand",,,,,,,,,,,,
115,1261873,9429036210879,03 Jan 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1261873,1261873,,"20 Church Rd, Rd 3 Luggate, Cromwell, 9383
, New Zealand","20 Church Rd, Rd 3 Luggate, Cromwell, 9383
, New Zealand",,,,,,,,,,,,
116,6099608,9429042552239,06 Sep 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6099608,6099608,,"Unit 6, 24 Bishop Dunn Place, Flat Bush, Auckland, 2013
, New Zealand","Unit 6, 24 Bishop Dunn Place, Flat Bush, Auckland, 2013
, New Zealand",,,,,,,,,,,,
117,3338693,9429031157544,27 Apr 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3338693,3338693,,"236 West Coast Road, Glen Eden, Auckland, 0602
, New Zealand","236 West Coast Road, Glen Eden, Auckland, 0602
, New Zealand",,,,,,,,,,,,
118,1711252,9429034487907,27 Oct 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1711252,1711252,,"Markhams Clarke Craw Limited, 2 Clark Street, Dunedin Central, Dunedin, 9016
, New Zealand","Markhams Clarke Craw Limited, 2 Clark Street, Dunedin Central, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
119,2490419,9429031532587,31 May 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2490419,2490419,,"Bdo Gisborne Ltd, 1 Peel Street, Gisborne, 4010
, New Zealand","Bdo Gisborne Ltd, 1 Peel Street, Gisborne, 4010
, New Zealand",,,,,,,,,,,,
120,8163430,9429049040197,05 Mar 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8163430,8163430,,"Wi Robinson, 16 Darwin Road, Outer Kaiti, Gisborne, 4010
, New Zealand","Wi Robinson, 16 Darwin Road, Outer Kaiti, Gisborne, 4010
, New Zealand",,,,,,,,,,,,
121,1468292,9429035621546,16 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1468292,1468292,,"Bennett Currie, 484 Main Street, Palmerston North
, New Zealand","Bennett Currie, 484 Main Street, Palmerston North
, New Zealand",,,,,,,,,,,,
122,125307,9429031962575,27 Aug 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco125307,125307,,"258 St Asaph St, Christchurch
, New Zealand",,,,,,,,,,,,,
123,1886212,9429033746371,22 Nov 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1886212,1886212,,"65 Karen Cres, Dinsdale, Hamilton, 2001
, New Zealand","65 Karen Cres, Dinsdale, Hamilton, 2001
, New Zealand",,,,,,,,,,,,
124,129507,9429031919838,18 Oct 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco129507,129507,,"66 Durham Street, Christchurch
, New Zealand",,,,,,,,,,,,,
125,23507,9429040878713,23 Apr 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco23507,23507,,"C/o Mr W Henwood, 9 Totara Crescent, Mangakino
, New Zealand",,,,,,,,,,,,,
126,1143499,9429036874453,12 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1143499,1143499,,"C/- Sheehan & Shaw Limited, 39 Jellicoe Street, Martinborough, 5741
, New Zealand","C/- Sheehan & Shaw Limited, 39 Jellicoe Street, Martinborough, 5741
, New Zealand",,,,,,,,,,,,
127,921395,9429037784034,10 Sep 1998,Removed,NZ Limited Company,Yes,Union Mutual Pension Fund Limited,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco921395,921395,,"Level 10, Resimac House, 45 Johnston Street, Wellington, 6011
, New Zealand","Level 10, Resimac House, 45 Johnston Street, Wellington, 6011
, New Zealand",June,,,,,,,,,,,
128,242864,9429039942036,21 May 1984,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco242864,242864,,"50 Homewood Crescent, Wellington 6012
, New Zealand","50 Homewood Crescent, Wellington 6012
, New Zealand",,,,,,,,,,,,
129,6109748,9429043330546,20 Sep 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6109748,6109748,,"Florence Nadan, 123 Burswood Drive, Burswood, Auckland, 2013
, New Zealand","Florence Nadan, 123 Burswood Drive, Burswood, Auckland, 2013
, New Zealand",,,,,,,,,,,,
130,198521,9429040043272,04 Sep 1979,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco198521,198521,,"First Floor, Hugh Monckton Trust Bldg, Cnr Harwood & Rostrevor Streets, Hamilton
, New Zealand","First Floor, Hugh Monckton Trust Bldg, Cnr Harwood & Rostrevor Streets, Hamilton
, New Zealand",,,,,,,,,,,,
131,1962814,9429033265162,29 Jun 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1962814,1962814,,"Herron Accounting Ca, Level 1 Bradleys Building, Cow Lane, Queenstown, 9300
, New Zealand","Herron Accounting Ca, Level 1 Bradleys Building, Cow Lane, Queenstown, 9300
, New Zealand",,,,,,,,,,,,
132,162531,9429040226538,01 Dec 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco162531,162531,,"C/- Coopers & Lybrand, Chartered Accountants, Cnr Raffles & Bower Streets, Napier
, New Zealand","-
, New Zealand",,,,,,,,,,,,
133,7386,9429040955278,24 Aug 1951,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7386,7386,,"Bdo House, 99-105 Customhouse Quay, Wellington
, New Zealand",,,,,,,,,,,,,
134,108309,9429032249613,06 May 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco108309,108309,,"110 Gt Nth Rd, Grey Lynn, Auckland 2
, New Zealand",,,,,,,,,,,,,
135,10040,9429040943190,21 Aug 1956,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco10040,10040,,"29 Wylie Road, Rd 11, Foxton, 4891
, New Zealand","29 Wylie Road, Rd 11, Foxton, 4891
, New Zealand",,,,,,,,,,,,
136,56206,9429040701585,21 Dec 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco56206,56206,,"25 West Tamaki Road, St Heliers Bay
, New Zealand",,,,,,,,,,,,,
137,2001756,9429033100326,01 Nov 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2001756,2001756,,"15 Covent Gardens, Springlands, Blenheim
, New Zealand","15 Covent Gardens, Springlands, Blenheim
, New Zealand",,,,,,,,,,,,
138,162207,9429040226262,15 Jul 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco162207,162207,,"8 Te Mata Rd, Havelock North
, New Zealand",,,,,,,,,,,,,
139,1969227,9429033227832,24 Jul 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1969227,1969227,,"Accounting Services, 8a Appleby Rise, Whakatane, Whakatane, 3120
, New Zealand","Accounting Services, 8a Appleby Rise, Whakatane, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
140,8357,9429040950341,30 Oct 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco8357,8357,,"C/o Official Assignee, 1st Floor Databank House, 175 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,
141,657391,9429038567643,04 Nov 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco657391,657391,,"S D Mcnamara, 61 Gala Street, Invercargill
, New Zealand","C/- S. D. Mcnamara, 210 Bond Street, Invercargill
, New Zealand",,,,,,,,,,,,
142,167156,9429040193380,19 Mar 1958,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco167156,167156,,"C/-b A Monopoli, Chartered Accountant, 25 Stratford Street, Richmond, Nelson
, New Zealand","C/-b A Monopoli, Chartered Accountant, 25 Stratford Street, Richmond, Nelson
, New Zealand",,,,,,,,,,,,
143,5846676,9429042068273,13 Nov 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5846676,5846676,,"Webb & Wood Accountants Ltd, 13 Anzac Street, Cambridge, 3434
, New Zealand","Webb & Wood Accountants Ltd, 13 Anzac Street, Cambridge, 3434
, New Zealand",,,,,,,,,,,,
144,76333,9429040611488,01 Apr 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco76333,76333,,"17 Hall St, Pukekohe, Auckland
, New Zealand",,,,,,,,,,,,,
145,5952225,9429042334958,05 May 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5952225,5952225,,"2a Somerset Road, Mount Roskill, Auckland, 1041
, New Zealand","2a Somerset Road, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
146,127286,9429031944656,02 Apr 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco127286,127286,,"199 Cashel Street, Christchurch
, New Zealand",,,,,,,,,,,,,
147,190995,9429040100173,10 Jul 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco190995,190995,,"107 Heu Heu Street, Taupo
, New Zealand",,,,,,,,,,,,,
148,67675,9429040657271,03 Dec 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco67675,67675,,"100 Neilson St, Onehunga, Auckland
, New Zealand",,,,,,,,,,,,,
149,156651,9429040257013,21 Aug 1969,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco156651,156651,,"Macdonald Pearce Perniskie, 16 Main Street, Gore
, New Zealand","Macdonald Pearce Perniskie, 16 Main Street, Gore
, New Zealand",,,,,,,,,,,,
150,1280465,9429036101016,05 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1280465,1280465,,"17 Matakohe Place, Whangarei
, New Zealand","17 Matakohe Place, Whangarei
, New Zealand",,,,,,,,,,,,
151,93822,9429040493428,17 Mar 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco93822,93822,,"28 Morrin Road, Panmure, Auckland 6
, New Zealand",,,,,,,,,,,,,
152,11319,9429040937854,02 Apr 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco11319,11319,,"11 Cole St Masterston
, New Zealand",,,,,,,,,,,,,
153,958237,9429037594350,13 May 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco958237,958237,,"15a Field St, Upper Hutt
, New Zealand","15a Field St, Upper Hutt
, New Zealand",,,,,,,,,,,,
154,1180250,9429036671618,14 Dec 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1180250,1180250,,"4/41 Paul Matthews Drive, North Harbour Industrial Estate, Albany
, New Zealand","4/41 Paul Matthews Drive, North Harbour Industrial Estate, Albany
, New Zealand",,,,,,,,,,,,
155,1502665,9429035450856,08 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1502665,1502665,,"J B Lloyd Chartered Accountants Ltd, 7 Totara Street, Mount Maunganui
, New Zealand","J B Lloyd Chartered Accountants Ltdq, 7 Totara Street, Mount Maunganui
, New Zealand",,,,,,,,,,,,
156,200905,9429040019659,01 Jul 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco200905,200905,,"Te Kowhai Rd,, R D 8,, Frankton.
, New Zealand",,,,,,,,,,,,,
157,24515,9429040874869,23 Dec 1970,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco24515,24515,,"The Offices Of Macalister Mazengarb, 23 Waring Taylor Street, Wellington
, New Zealand",,,,,,,,,,,,,
158,9618,9429040944807,13 Dec 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco9618,9618,,"Co 51 Dudley St, Lower Hutt Box 30137
, New Zealand",,,,,,,,,,,,,
159,60726,9429040686233,30 Nov 1960,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco60726,60726,,"Cst Nexia Ltd, Chartered Accountants, L3, Cst Nexia Centre, 22 Amersham Way, Manukau, 2104
, New Zealand","Cst Nexia Ltd, Chartered Accountants, L3, Cst Nexia Centre, 22 Amersham Way, Manukau, 2104
, New Zealand",,,,,,,,,,,,
160,145051,9429040316338,29 Mar 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco145051,145051,,"Co Thompson & Lang, 33 Princes St, Dunedin
, New Zealand",,,,,,,,,,,,,
161,50686,9429040723297,14 Sep 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco50686,50686,,"Offical Assignee, 3rd Flr Fergusson Bldg, 295 Queen St, Auckland 1
, New Zealand",,,,,,,,,,,,,
162,11100,9429040937380,18 Dec 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco11100,11100,,"59 Cambridge Tce, Wellington
, New Zealand",,,,,,,,,,,,,
163,191110,9429040095585,04 Sep 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco191110,191110,,"Osborne Garnett & Doole, Tuhoro St, Otorohanga
, New Zealand",,,,,,,,,,,,,
164,34418,9429040812427,28 Apr 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco34418,34418,,"192 Broadway Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,,
165,1046493,9429037207403,06 Jul 2000,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1046493,1046493,,"Moore Stephens Markhams Wairarapa Limited, 40 Perry Street, Masterton, 5810
, New Zealand","40 Perry Street, Masterton, 5810
, New Zealand",,,,,,,,,,,,
